Site,Location,Lat,Long,Sample,Sub ww,Sub dw,Av_Total_gram,Min_Total_gram,Max_Total_gram,Av_Total_NF,Min_Total_NF,Max_Total_NF,Av_Total_F,Min_Total_F,Max_Total_F,Av_Total_fiber,Min_Total_fiber,Max_Total_fiber,Av_Total_fiberbun,Min_Total_fiberbun,Max_Total_fiberbun,Av_Total_film,Min_Total_film,Max_Total_film,Av_Total_foam,Min_Total_foam,Max_Total_foam,Av_Total_fragment,Min_Total_fragment,Max_Total_fragment,Av_Total_pellet,Min_Total_pellet,Max_Total_pellet,Av_Total_sphere,Min_Total_sphere,Max_Total_sphere,Av_Total_TRWP,Min_Total_TRWP,Max_Total_TRWP,Av_Conc_Total,Min_Conc_Total,Max_Conc_Total,Av_Conc_NonFiber,Min_Conc_NonFiber,Max_Conc_NonFiber,Av_Conc_Fiber,Min_Conc_Fiber,Max_Conc_Fiber,Av_Conc_fiber,Min_Conc_fiber,Max_Conc_fiber,Av_Conc_fiberbun,Min_Conc_fiberbun,Max_Conc_fiberbun,Av_Conc_film,Min_Conc_film,Max_Conc_film,Av_Conc_foam,Min_Conc_foam,Max_Conc_foam,Av_Conc_fragment,Min_Conc_fragment,Max_Conc_fragment,Av_Conc_pellet,Min_Conc_pellet,Max_Conc_pellet,Av_Conc_sphere,Min_Conc_sphere,Max_Conc_sphere,Av_Conc_TRWP,Min_Conc_TRWP,Max_Conc_TRWP,Perc_NF,Perc_F,Perc_fiber,Perc_fiberbun,Perc_film,Perc_foam,Perc_fragment,Perc_pellet,Perc_sphere,Perc_TRWP,Perc_VCOARSESAND,Perc_COARSESAND,Perc_MSAND,Perc_FSAND,Perc_VFSAND,Perc_VCOARSESILT,Perc_COARSESILT,Perc_MEDIUMSILT,Perc_FSILT,Perc_VFSILT,Perc_CLAY,GRAVEL_Perc,SAND_Perc,MUD_Perc,Av_ DryBD_gcc-1,StdDev_DryBD_gcc-1
Upper Bay Basin II,SUB-2-5,-117.888464,33.645288,SUB-2-5-S1,100,50.99,0.033822507,0.008353882,0.087007357,0.03379587,0.008332553,0.086967037,2.66E-05,2.13E-05,4.03E-05,2.66E-05,2.13E-05,4.03E-05,0,0,0,5.56E-05,5.26E-05,7.39E-05,6.33E-05,5.83E-05,7.68E-05,0.02853857,0.008122925,0.073703394,0,0,0,0,0,0,0.005138431,9.87E-05,0.013112902,0.000663316,0.000163834,0.001706361,0.000662794,0.000163415,0.00170557,5.22E-07,4.18E-07,7.91E-07,5.22E-07,4.18E-07,7.91E-07,0,0,0,1.09E-06,1.03E-06,1.45E-06,1.24E-06,1.14E-06,1.51E-06,0.00055969,0.000159304,0.001445448,0,0,0,0,0,0,0.000100773,1.94E-06,0.000257166,0.999212463,0.000787537,0.000787537,0,0.001642631,0.001871859,0.843774546,0,0,0.151923427,1.92E-05,0.003394486,0.012644275,0.134048362,0.187562734,0.138484806,0.117989396,0.106825554,0.108506439,0.084350313,0.106174393,0,0.337669099,0.662330901,0.626484,0.087835527
Upper Bay Basin II,SUB-2-6,-117.887943,33.643454,SUB-2-6-S1,100,45.89,0.018737746,0.003337601,0.042991336,0.018686411,0.003296485,0.042913738,5.13E-05,4.11E-05,7.76E-05,5.13E-05,4.11E-05,7.76E-05,0,0,0,0.010231947,0.00018187,0.022458819,0,0,0,0.006862081,0.003066042,0.016422397,0,0,0,0,0,0,0.001592382,4.86E-05,0.004032522,0.000408319,7.27E-05,0.000936835,0.0004072,7.18E-05,0.000935144,1.12E-06,8.96E-07,1.69E-06,1.12E-06,8.96E-07,1.69E-06,0,0,0,0.000222967,3.96E-06,0.000489406,0,0,0,0.000149533,6.68E-05,0.000357864,0,0,0,0,0,0,3.47E-05,1.06E-06,8.79E-05,0.997260293,0.002739707,0.002739707,0,0.546060691,0,0.366217004,0,0,0.084982598,0,0,0.001569053,0.047702249,0.094500923,0.137078577,0.165136102,0.155767522,0.155518903,0.114574971,0.128151699,0,0.143772226,0.856227774,0.639846,0.04908132
Middle Newport Bay,SUB-3-3,-117.886417,33.631417,SUB-3-3-S1,200,121.76,0.03768888,0.017959562,0.07552498,0.037566227,0.017861395,0.075339056,0.000122652,9.82E-05,0.000185923,0.000113333,9.07E-05,0.0001718,9.32E-06,7.46E-06,1.41E-05,0.001510192,0.001022357,0.002463172,0.003200092,7.62E-05,0.011530497,0.024896093,0.016609046,0.041033884,0,0,0,0,0,0,0.00795985,0.00015375,0.020311503,0.000309534,0.0001475,0.000620277,0.000308527,0.000146693,0.00061875,1.01E-06,8.06E-07,1.53E-06,9.31E-07,7.45E-07,1.41E-06,7.65E-08,6.13E-08,1.16E-07,1.24E-05,8.40E-06,2.02E-05,2.63E-05,6.26E-07,9.47E-05,0.000204469,0.000136408,0.000337006,0,0,0,0,0,0,6.54E-05,1.26E-06,0.000166816,0.996745663,0.003254337,0.00300707,0.000247268,0.040069961,0.084908128,0.660568673,0,0,0.211198901,0.000569002,0.014395312,0.083171231,0.271173017,0.267552344,0.15681765,0.082915482,0.041577879,0.02885626,0.021561916,0.031409907,0,0.636860906,0.363139094,1.003432,0.040064359
Middle Newport Bay,SUB-3-6,-117.901056,33.620722,SUB-3-6-S1,200,111.93,0.008981426,0.00063237,0.021026562,0.00893215,0.000592931,0.020951866,4.93E-05,3.94E-05,7.47E-05,4.93E-05,3.94E-05,7.47E-05,0,0,0,1.50E-05,1.42E-05,0.000019961,0.000106764,7.39E-07,0.000375941,0.006509677,0.00049728,0.014747905,0,0,0,0,0,0,0.002300702,8.07E-05,0.005808059,8.02E-05,5.65E-06,0.000187855,7.98E-05,5.30E-06,0.000187187,4.40E-07,3.52E-07,6.67E-07,4.40E-07,3.52E-07,6.67E-07,0,0,0,1.34E-07,1.27E-07,1.78E-07,9.54E-07,6.60E-09,3.36E-06,5.82E-05,4.44E-06,0.00013176,0,0,0,0,0,0,2.06E-05,7.21E-07,5.19E-05,0.994513618,0.005486382,0.005486382,0,0.001670934,0.011887172,0.724793307,0,0,0.256162206,0.007367297,0.035268512,0.247803375,0.260687597,0.123645017,0.069970426,0.056387882,0.051647202,0.049162607,0.039791613,0.058268473,0,0.674771798,0.325228202,0.900845333,0.074635706
Middle Newport Bay,SUB-3-7,-117.903333,33.619056,SUB-3-7-S1,200,125.15,0.040556282,0.015036329,0.082558804,0.040492506,0.014985285,0.082462127,6.38E-05,5.10E-05,9.67E-05,6.38E-05,5.10E-05,9.67E-05,0,0,0,0.000493827,0.000284252,0.000972052,0.001101932,0.000288876,0.002179042,0.02231918,0.013951473,0.03724065,0,0,0,0.000175913,0.000137332,0.000228875,0.016401655,0.000323352,0.041841509,0.000324061,0.000120146,0.000659679,0.000323552,0.000119739,0.000658906,5.10E-07,4.08E-07,7.72E-07,5.10E-07,4.08E-07,7.72E-07,0,0,0,3.95E-06,2.27E-06,7.77E-06,8.80E-06,2.31E-06,1.74E-05,0.000178339,0.000111478,0.000297568,0,0,0,1.41E-06,1.10E-06,1.83E-06,0.000131056,2.58E-06,0.000334331,0.998427475,0.001572525,0.001572525,0,0.012176338,0.027170443,0.55032608,0,0.004337495,0.404417119,0.000560099,0.010492996,0.086469996,0.375953064,0.223773663,0.110114431,0.065953122,0.039580285,0.030080295,0.022685135,0.034336914,0,0.697249818,0.302750182,0.982788,0.014573555
Middle Newport Bay,SUB-3-9,-117.885611,33.628611,SUB-3-9-S1,200,133.3,0.037302026,0.012864177,0.083012416,0.037160797,0.012751142,0.08279833,0.000141229,0.000113035,0.000214086,0.000138123,0.000110549,0.000209378,3.11E-06,2.49E-06,4.71E-06,0.005283771,0.000574524,0.017438439,0.001022418,0.000885131,0.001344933,0.01995143,0.010993244,0.03634198,0,0,0,1.77E-05,1.76E-05,1.77E-05,0.010885525,0.000280646,0.027655271,0.000279835,9.65E-05,0.000622749,0.000278776,9.57E-05,0.000621143,1.06E-06,8.48E-07,1.61E-06,1.04E-06,8.29E-07,1.57E-06,2.33E-08,1.87E-08,3.53E-08,3.96E-05,4.31E-06,0.000130821,7.67E-06,6.64E-06,1.01E-05,0.000149673,8.25E-05,0.000272633,0,0,0,1.32E-07,1.32E-07,1.33E-07,8.17E-05,2.11E-06,0.000207466,0.996213907,0.003786093,0.003702815,8.33E-05,0.141648357,0.027409188,0.534861838,0,0.00047324,0.291821284,0.001456595,0.006599999,0.020068687,0.235291045,0.427728392,0.163931547,0.048939725,0.027033265,0.021623564,0.017186809,0.030140373,0,0.691144719,0.308855281,1.072928,0.02950732
Lower Harbor,SUB-4-1,-117.905901,33.615736,SUB-4-1-S1,200,80.76,0.048313069,0.01765804,0.10600644,0.048103215,0.01749008,0.105688328,0.000209853,0.00016796,0.000318112,0.000203641,0.000162987,0.000308696,6.21E-06,4.97E-06,9.42E-06,0.008501812,0.007812175,0.011917306,0,0,0,0.019204157,0.009081312,0.042064552,0,0,0,5.97E-05,5.95E-05,5.99E-05,0.020337574,0.000537109,0.05164661,0.00059823,0.000218648,0.001312611,0.000595632,0.000216569,0.001308672,2.60E-06,2.08E-06,3.94E-06,2.52E-06,2.02E-06,3.82E-06,7.69E-08,6.16E-08,1.17E-07,0.000105273,9.67E-05,0.000147564,0,0,0,0.000237793,0.000112448,0.000520859,0,0,0,7.39E-07,7.37E-07,7.41E-07,0.000251827,6.65E-06,0.000639507,0.995656384,0.004343616,0.004215021,0.000128595,0.175973335,0,0.397494038,0,0.001235121,0.420953889,0,0.000396376,0.015903381,0.091261882,0.154166233,0.173770683,0.144294449,0.117255168,0.10923287,0.082657537,0.111061421,0,0.261727872,0.738272128,0.505094667,0.016494144
Lower Harbor,SUB-4-10,-117.9138833,33.60883333,SUB-4-10-S1,200,64.46,0.002771115,0.000413915,0.007536865,0.002703843,0.000360073,0.007434889,6.73E-05,5.38E-05,0.000101977,6.73E-05,5.38E-05,0.000101977,0,0,0,0,0,0,0,0,0,0.002586534,0.000358338,0.007134629,0,0,0,0,0,0,0.000117308,1.73E-06,0.000300259,4.30E-05,6.42E-06,0.000116923,4.19E-05,5.59E-06,0.000115341,1.04E-06,8.35E-07,1.58E-06,1.04E-06,8.35E-07,1.58E-06,0,0,0,0,0,0,0,0,0,4.01E-05,5.56E-06,0.000110683,0,0,0,0,0,0,1.82E-06,2.69E-08,4.66E-06,0.975723844,0.024276156,0.024276156,0,0,0,0.933391341,0,0,0.042332502,0,0,0.000650112,0.005485444,0.043845002,0.146864811,0.218819769,0.185939568,0.150868677,0.113799373,0.133727244,0,0.049980558,0.950019442,0.418457333,0.019983568
Lower Harbor,SUB-4-10,-117.9138833,33.60883333,SUB-4-10-S2,400,128.91,0.008767852,0.002496462,0.01907558,0.008636387,0.002391242,0.018876297,0.000131465,0.00010522,0.000199282,0.000122146,9.78E-05,0.000185159,9.32E-06,7.46E-06,1.41E-05,0.000365219,0.000241369,0.000705953,0.001228045,5.45E-05,0.003755664,0.006862031,0.002092722,0.013951162,0,0,0,0,0,0,0.000181092,2.68E-06,0.000463519,6.80E-05,1.94E-05,0.000147976,6.70E-05,1.85E-05,0.00014643,1.02E-06,8.16E-07,1.55E-06,9.48E-07,7.58E-07,1.44E-06,7.23E-08,5.79E-08,1.10E-07,2.83E-06,1.87E-06,5.48E-06,9.53E-06,4.23E-07,2.91E-05,5.32E-05,1.62E-05,0.000108224,0,0,0,0,0,0,1.40E-06,2.08E-08,3.60E-06,0.985006023,0.014993977,0.01393109,0.001062887,0.041654325,0.140062278,0.782635345,0,0,0.020654075,0,0,0.000650112,0.005485444,0.043845002,0.146864811,0.218819769,0.185939568,0.150868677,0.113799373,0.133727244,0,0.049980558,0.950019442,0.418457333,0.019983568
Lower Harbor,SUB-4-11,-117.9066333,33.6084,SUB-4-11-S1,200,87.7,0.008779407,0.00309956,0.018709829,0.008642076,0.002989644,0.018501652,0.000137331,0.000109916,0.000208178,0.000134225,0.000107429,0.00020347,3.11E-06,2.49E-06,4.71E-06,0.000293498,0.000128269,0.000624817,0.000536745,8.02E-05,0.001108393,0.007811833,0.002781211,0.016768442,0,0,0,0,0,0,0,0,0,0.000100107,3.53E-05,0.000213339,9.85E-05,3.41E-05,0.000210965,1.57E-06,1.25E-06,2.37E-06,1.53E-06,1.22E-06,2.32E-06,3.54E-08,2.84E-08,5.37E-08,3.35E-06,1.46E-06,7.12E-06,6.12E-06,9.14E-07,1.26E-05,8.91E-05,3.17E-05,0.000191202,0,0,0,0,0,0,0,0,0,0.984357555,0.015642445,0.015288615,0.000353829,0.033430259,0.061136843,0.889790454,0,0,0,0,0,0.000338803,0.047590698,0.180421452,0.243140934,0.179782655,0.115435154,0.088599398,0.06245374,0.082237166,0,0.228350953,0.771649047,0.608134,0.015645383
Lower Harbor,SUB-4-2,-117.9070598,33.6108781,SUB-4-2-S1,200,84.42,0.012144972,0.004810767,0.02658656,0.012045052,0.004730791,0.026435119,9.99E-05,8.00E-05,0.000151441,9.37E-05,7.50E-05,0.000142026,6.21E-06,4.97E-06,9.42E-06,0.000898295,0.000258359,0.002665738,0.00029459,0.00014866,0.000489362,0.009630513,0.004289007,0.020181995,0,0,0,0,0,0,0.001221654,3.48E-05,0.003098023,0.000143864,5.70E-05,0.000314932,0.00014268,5.60E-05,0.000313138,1.18E-06,9.47E-07,1.79E-06,1.11E-06,8.88E-07,1.68E-06,7.36E-08,5.89E-08,1.12E-07,1.06E-05,3.06E-06,3.16E-05,3.49E-06,1.76E-06,5.80E-06,0.000114079,5.08E-05,0.000239067,0,0,0,0,0,0,1.45E-05,4.12E-07,3.67E-05,0.991772786,0.008227214,0.007715659,0.000511555,0.073964395,0.02425614,0.792962971,0,0,0.100589281,0,0,0.006280538,0.045789426,0.150493901,0.206503072,0.179766652,0.128787569,0.101118867,0.080865186,0.10039479,0,0.202563865,0.797436135,0.543657333,0.048078489
Lower Harbor,SUB-4-4,-117.900098,33.6053724,SUB-4-4-S1,200,129.47,0.067361712,0.051009312,0.101832439,0.067299768,0.050959735,0.101738543,6.19E-05,4.96E-05,9.39E-05,5.57E-05,4.46E-05,8.45E-05,6.21E-06,4.97E-06,9.42E-06,0.000307276,0.000207455,0.000487307,0.001300586,0.00016838,0.003048554,0.057349786,0.050345156,0.077050039,0,0,0,0,0,0,0.008342119,0.000238744,0.021152644,0.000520288,0.000393986,0.000786533,0.00051981,0.000393603,0.000785808,4.78E-07,3.83E-07,7.25E-07,4.30E-07,3.45E-07,6.53E-07,4.80E-08,3.84E-08,7.27E-08,2.37E-06,1.60E-06,3.76E-06,1.00E-05,1.30E-06,2.35E-05,0.000442958,0.000388856,0.000595119,0,0,0,0,0,0,6.44E-05,1.84E-06,0.000163379,0.999080439,0.000919561,0.00082733,9.22E-05,0.004561587,0.019307503,0.85137068,0,0,0.123840669,0.001591871,0.006680961,0.061863042,0.405776298,0.321233456,0.091383796,0.037448293,0.022357885,0.016910938,0.013295804,0.021457657,0,0.797145628,0.202854372,1.067084667,0.021080497
