Sample ID,Top,Bottom,width,plot,D10 (mm):,D50 (mm):,D90 (mm):,(D90 / D10) (mm):,(D90 - D10) (mm):,(D75 / D25) (mm):,(D75 - D25) (mm):,D10 (f):,D50 (f):,D90 (f):,(D90 / D10) (f):,(D90 - D10) (f):,(D75 / D25) (f):,(D75 - D25) (f):,% GRAVEL:,% SAND:,% MUD:,% V COARSE GRAVEL:,% COARSE GRAVEL:,% MEDIUM GRAVEL:,% FINE GRAVEL:,% V FINE GRAVEL:,% V COARSE SAND:,% COARSE SAND:,% MEDIUM SAND:,% FINE SAND:,% V FINE SAND:,% V COARSE SILT:,% COARSE SILT:,% MEDIUM SILT:,% FINE SILT:,% V FINE SILT:,% CLAY:
UNB-2-1-12-13,12,13,1,12.5,1.266434907,9.450366853,44.95419239,35.49664664,43.68775748,6.503348399,19.02768576,4.475400523,6.72541395,9.625011358,2.150648039,5.149610835,1.493377246,2.701182714,0,0.05619395,0.94380605,0,0,0,0,0,0,0,0.000131958,0.012320887,0.043741105,0.110988347,0.189288212,0.196991113,0.1716125,0.120544112,0.154381764
UNB-2-1-13-14,13,14,1,13.5,1.32068423,9.667376632,41.99492121,31.79785163,40.67423698,6.197703224,18.57315282,4.573641328,6.692659836,9.564498719,2.091221859,4.99085739,1.478777504,2.631733673,0,0.04572059,0.95427941,0,0,0,0,0,0,0,9.63484E-06,0.008050878,0.037660077,0.110995309,0.202253929,0.201241338,0.17145926,0.119650652,0.148678922
UNB-2-1-14-15,14,15,1,14.5,1.124369946,6.400287058,31.48482744,28.00219584,30.36045749,5.558675347,12.07472006,4.989199429,7.287647672,9.796667487,1.963575044,4.807468058,1.406645885,2.474741124,0,0.042547619,0.957452381,0,0,0,0,0,0,0,0.000563893,0.015476414,0.026507312,0.058255023,0.134533839,0.200269569,0.215385784,0.162068743,0.186939423
UNB-2-1-15-16,15,16,1,15.5,1.029278669,5.964334374,33.95177406,32.98598823,32.92249539,6.225837473,12.49035421,4.880369229,7.389423144,9.924150651,2.033483572,5.043781422,1.434609286,2.638267915,0,0.038197599,0.961802401,0,0,0,0,0,0,0,1.55713E-05,0.011049372,0.027132655,0.071563079,0.12946186,0.179664801,0.206128251,0.1680357,0.20694871
UNB-2-1-16-17,16,17,1,16.5,1.29114533,11.20852556,59.05187129,45.73603755,57.76072596,8.505676898,26.72371045,4.081873412,6.47925968,9.597132887,2.351158872,5.515259475,1.612140201,3.088426053,0,0.090123804,0.909876196,0,0,0,0,0,0,0,6.9887E-05,0.020175789,0.069878128,0.152224761,0.18181591,0.157855599,0.150039921,0.116221814,0.151718191
UNB-2-1-17-18,17,18,1,17.5,2.950057998,29.26279865,89.65046747,30.38939151,86.70040947,4.953642349,43.54190255,3.479545084,5.094788436,8.405040967,2.415557426,4.925495883,1.55014544,2.30848971,0,0.19984981,0.80015019,0,0,0,0,0,0,0,0.000463739,0.040863349,0.158522722,0.275568709,0.209287249,0.115839667,0.076388257,0.050556497,0.07250981
UNB-2-1-17-18,17,18,1,17.5,2.62560196,28.01212214,89.55550998,34.10856305,86.92990802,5.497249896,43.91961646,3.481073992,5.157804907,8.573136064,2.462784785,5.092062072,1.582726101,2.458710063,0,0.195776159,0.804223841,0,0,0,0,0,0,0,0.000173484,0.043462707,0.152139967,0.26530897,0.203316438,0.118884902,0.082261938,0.055347877,0.079103716
UNB-2-1-18-19,18,19,1,18.5,3.375559794,36.7345018,106.7144401,31.61384973,103.3388803,4.726225554,51.97442734,3.228172687,4.766720481,8.21065751,2.543438132,4.982484823,1.57115533,2.240688482,0,0.27159807,0.72840193,0,0,0,0,0,0,0,0.00061841,0.066551905,0.204427755,0.28695014,0.173620483,0.092096222,0.064868518,0.045131216,0.065735351
UNB-2-1-19-20,19,20,1,19.5,1.522733109,14.12270122,66.45451164,43.64160157,64.93177853,8.303213165,32.08785246,3.911489041,6.145840133,9.359121183,2.392725912,5.447632142,1.639285652,3.053669737,0,0.111681902,0.888318098,0,0,0,0,0,0,0,2.92643E-05,0.022701604,0.088951033,0.179882356,0.185319012,0.155075018,0.139327589,0.101157099,0.127557025
UNB-2-1-20-21,20,21,1,20.5,1.735256233,15.31411513,62.20879252,35.84991735,60.47353629,6.356309987,28.34582848,4.006737686,6.028994181,9.170635574,2.288803583,5.163897888,1.545221707,2.668189484,0,0.099151949,0.900848051,0,0,0,0,0,0,0,0,0.016850006,0.082301942,0.172607027,0.222503849,0.176483655,0.130622857,0.087011677,0.111618987
UNB-2-1-21-22,21,22,1,21.5,4.041790243,33.14774566,81.96701151,20.27987762,77.92522127,3.682267715,39.96143251,3.608812791,4.914945432,7.950789832,2.203159402,4.341977041,1.449032151,1.88059452,0,0.190459462,0.809540538,0,0,0,0,0,0,0,6.71753E-05,0.028741244,0.161651043,0.33531539,0.215101751,0.101281006,0.060224493,0.038734128,0.058883769
UNB-2-1-22-23,22,23,1,22.5,2.383010382,21.19895266,84.08005603,35.2831262,81.69704565,5.859162936,37.10679363,3.572092559,5.5598632,8.712999048,2.439186248,5.140906489,1.569073778,2.55069457,0,0.158225165,0.841774835,0,0,0,0,0,0,0,0.001397544,0.042258496,0.114569125,0.207141141,0.227470372,0.153010495,0.104287251,0.065637768,0.084227809
UNB-2-1-23-24,23,24,1,23.5,1.881591543,17.14329664,76.19572955,40.49536141,74.314138,7.093870521,35.19236247,3.714146047,5.866211624,9.053830804,2.437661495,5.339684757,1.613221995,2.826572998,0,0.141418208,0.858581792,0,0,0,0,0,0,0,0.000287823,0.028537093,0.112593292,0.183513336,0.200256441,0.164856261,0.124772945,0.081719555,0.103463253
UNB-2-1-23-24,23,24,1,23.5,1.879718453,17.33897311,83.50498992,44.42420076,81.62527147,7.070360731,35.49922857,3.58199378,5.849837732,9.055267696,2.527996488,5.473273916,1.613956206,2.821783823,0,0.152914612,0.847085388,0,0,0,0,0,0,0,0.000579632,0.043176934,0.109158046,0.171952886,0.203640104,0.164133888,0.123946692,0.079948692,0.103463127
UNB-2-1-24-25,24,25,1,24.5,1.88040073,18.42339145,98.33222519,52.29322857,96.45182446,8.971243711,44.96809623,3.346191899,5.762317527,9.054744139,2.705984717,5.708552239,1.735356924,3.165308004,0,0.197806475,0.802193525,0,0,0,0,0,0,0,0.000574806,0.055849035,0.141382634,0.169215631,0.172135728,0.148714689,0.122561374,0.085800725,0.103765378
UNB-2-1-25-26,25,26,1,25.5,3.775982073,40.48235046,113.8188718,30.14285281,110.0428897,4.697437774,56.33725017,3.13518831,4.626563133,8.048932369,2.567288333,4.913744059,1.586653082,2.231874051,0,0.306743088,0.693256912,0,0,0,0,0,0,0,0.000943771,0.076378091,0.229421225,0.284084894,0.155415232,0.087854897,0.063349897,0.043884257,0.058667736
UNB-2-1-26-27,26,27,1,26.5,5.657192112,47.71151143,135.3932324,23.93293877,129.7360403,3.884698652,63.44886827,2.884772467,4.3895188,7.46569812,2.587967754,4.580925654,1.551667811,1.957802689,0,0.378654285,0.621345715,0,0,0,0,0,0,0,0.002710016,0.120240216,0.255704053,0.281852241,0.146491188,0.069588242,0.045474568,0.030848284,0.047091192
UNB-2-1-27-28,27,28,1,27.5,6.273979419,50.93095057,138.5706468,22.08656382,132.2966674,3.680485524,64.75344431,2.851306408,4.295313546,7.316403488,2.565982901,4.46509708,1.538421149,1.879896097,0,0.404701322,0.595298678,0,0,0,0,0,0,0,0.008011885,0.121301802,0.275387634,0.280606086,0.13602134,0.063554144,0.042138069,0.028677505,0.044301534
UNB-2-1-28-29,28,29,1,28.5,6.114699027,50.74298466,128.6506728,21.03957566,122.5359738,3.391073,59.19335155,2.958469093,4.30064781,7.353502795,2.485577021,4.395033703,1.492886276,1.761741842,0,0.393628177,0.606371823,0,0,0,0,0,0,0,0.004651752,0.103050989,0.285925436,0.298442546,0.130634852,0.061250705,0.040238933,0.027590088,0.048214698
UNB-2-1-29-30,29,30,1,29.5,3.643353095,43.84922918,122.8331921,33.71432549,119.189839,4.40247158,59.7502858,3.025227635,4.511304708,8.100517464,2.677655516,5.07528983,1.578989839,2.138313691,0,0.339046244,0.660953756,0,0,0,0,0,0,0,0.000862634,0.09466559,0.24351802,0.281752547,0.14581493,0.07608147,0.052386896,0.047146821,0.057771091
UNB-2-1-30-31,30,31,1,30.5,3.073138777,32.50644133,137.8721985,44.86364218,134.7990597,6.636338725,62.34713838,2.858596524,4.943130565,8.346071367,2.919639514,5.487474843,1.724643672,2.730387525,0,0.294657694,0.705342306,0,0,0,0,0,0,0.000439053,0.012045948,0.109499344,0.172673349,0.21674084,0.174663634,0.116704765,0.077628879,0.04929431,0.070309878
UNB-2-1-31-32,31,32,1,31.5,1.940090093,20.05362643,119.5409598,61.61619002,117.6008698,8.890906312,48.36214568,3.064423063,5.639993037,9.009660635,2.94008381,5.945237572,1.750941353,3.15233049,0,0.222486014,0.777513986,0,0,0,0,0,0,0,0.008410455,0.082622068,0.131453491,0.157863105,0.183431718,0.142794994,0.113257973,0.079540169,0.100626027
UNB-2-1-32-33,32,33,1,32.5,2.209991078,42.20787933,154.4701005,69.89625528,152.2601094,14.66631529,93.24289157,2.69460048,4.566343845,8.82174374,3.273859633,6.12714326,2.16665388,3.874434554,0,0.402260308,0.597739692,0,0,0,0,0,0,0,0.007521883,0.161816658,0.232921768,0.145650025,0.089482777,0.092325626,0.102176755,0.080037119,0.088067389
UNB-2-1-33-34,33,34,1,33.5,5.291894793,86.73083279,222.6910021,42.08152483,217.3991073,4.700164795,117.5464885,2.166884828,3.527311227,7.561999905,3.489802415,5.395115077,1.813796405,2.232711341,0,0.614734003,0.385265997,0,0,0,0,0,0.000864124,0.006932922,0.062996419,0.262145842,0.281794696,0.137409256,0.070833626,0.050421555,0.045789203,0.036115616,0.044696741
UNB-2-1-34-35,34,35,1,34.5,38.41585925,124.6589183,233.1249919,6.06845705,194.7091327,2.190141925,95.8009828,2.10082442,3.003941996,4.702154167,2.238242341,2.601329747,1.451700575,1.131024362,0,0.827636496,0.172363504,0,0,0,0,0,0,0.001383837,0.07513411,0.421496878,0.32962167,0.087564092,0.029442841,0.016072982,0.013304101,0.010290796,0.015688692
UNB-2-1-35-36,35,36,1,35.5,33.42466516,106.5350195,188.3783348,5.635907912,154.9536697,2.156615852,79.00147782,2.408295043,3.230600353,4.902943082,2.035856485,2.494648039,1.401274783,1.108769219,0,0.781521841,0.218478159,0,0,0,0,0,0,0.000315207,0.018623575,0.357765476,0.404817582,0.124574412,0.039635831,0.018092702,0.01255061,0.00982766,0.013796945
UNB-2-1-36-37,36,37,1,36.5,40.23743258,132.7798776,265.4213762,6.59637952,225.1839436,2.320908718,111.0935926,1.913643529,2.912891567,4.635317935,2.422247333,2.721674406,1.515355599,1.214689782,0,0.838222514,0.161777486,0,0,0,0,0,0,0.002021358,0.121297248,0.415768725,0.299135183,0.080235886,0.028911549,0.016504212,0.012203873,0.008841737,0.015080227
UNB-2-1-37-38,37,38,1,37.5,37.57562908,138.3986381,280.8260774,7.47362278,243.2504483,2.463275433,122.9791185,1.832251185,2.853098349,4.734058932,2.583739048,2.901807748,1.57240268,1.300577953,0,0.830925783,0.169074217,0,0,0,0,0,0.000136311,0.00440851,0.145140395,0.411817287,0.26942328,0.082800923,0.031765005,0.01713835,0.012594289,0.00943104,0.01534461
UNB-2-1-38-39,38,39,1,38.5,42.43247633,127.4546333,243.2040556,5.731554617,200.7715793,2.169829061,97.70196783,2.039760808,2.971944275,4.558687314,2.23491269,2.518926506,1.453529841,1.117581392,0,0.839999902,0.160000098,0,0,0,0,0,0,0.003058858,0.087073139,0.423962281,0.325905624,0.083891167,0.026950922,0.013774022,0.010752827,0.008567389,0.016063771
UNB-2-1-39-40,39,40,1,39.5,32.40651361,134.9475466,257.5002568,7.945941359,225.0937432,2.317583564,110.0015928,1.957354224,2.889529346,4.94757237,2.527683702,2.990218146,1.511724369,1.212621358,0,0.824906478,0.175093522,0,0,0,0,0,0.000246579,0.005532488,0.106925298,0.437531497,0.274670614,0.077412124,0.030752307,0.01943127,0.015682937,0.012287141,0.019527744
UNB-2-1-40-41,40,41,1,40.5,11.26623862,143.9087626,303.1155343,26.90476783,291.8492957,2.842343272,141.9097095,1.722060305,2.796773654,6.471850257,3.75820187,4.749789952,1.687720122,1.5070808,0,0.786908772,0.213091228,0,0,0,0,0,0.004178066,0.013297418,0.161846195,0.396467945,0.211119148,0.062069719,0.036465472,0.030162843,0.027070144,0.022432513,0.034890537
UNB-2-1-41-42,41,42,1,41.5,36.35032481,143.9150627,278.2089963,7.653549114,241.8586715,2.364459064,120.6287734,1.845759023,2.796710497,4.781887934,2.590743361,2.936128912,1.549785238,1.241510165,0,0.838227612,0.161772388,0,0,0,0,0,0,0.005224194,0.141616141,0.440519919,0.250867358,0.070892306,0.029326178,0.017464628,0.014384248,0.01122616,0.018478869
UNB-2-1-42-43,42,43,1,42.5,43.75362856,131.4381921,247.1115764,5.647796185,203.3579479,2.177192697,101.2229833,2.016765497,2.927543553,4.514453523,2.238462295,2.497688026,1.464353547,1.122469102,0,0.847352203,0.152647797,0,0,0,0,0,0,0.001972846,0.093270998,0.440150533,0.311957827,0.07802737,0.026578372,0.014053299,0.010705441,0.00885525,0.014428065
UNB-2-1-43-44,43,44,1,43.5,39.87612123,116.4498725,231.6124137,5.808298463,191.7362924,2.184038736,91.43750781,2.110215516,3.102219035,4.648331105,2.202775532,2.538115589,1.438898565,1.126998444,0,0.823914373,0.176085627,0,0,0,0,0,0,0.003395688,0.071434455,0.373793528,0.375290701,0.094402042,0.027076401,0.013852754,0.011774812,0.009999204,0.018980415
UNB-2-1-44-45,44,45,1,44.5,28.13027249,96.82118194,175.03209,6.222196746,146.9018175,2.17207973,72.46442925,2.514308648,3.368533484,5.151732662,2.048965892,2.637424014,1.386344682,1.119077061,0,0.74618619,0.25381381,0,0,0,0,0,0,0.000326657,0.014012871,0.288528095,0.443318567,0.143824038,0.046730044,0.022333703,0.01515173,0.00990186,0.015872436
UNB-2-1-45-46,45,46,1,45.5,33.77788251,103.0881867,187.6216458,5.554570976,153.8437633,2.139938554,76.54703693,2.414101814,3.278049077,4.887777299,2.024677365,2.473675485,1.39214363,1.097569372,0,0.777378552,0.222621448,0,0,0,0,0,0,0.001425989,0.018659942,0.332223174,0.425069447,0.129698521,0.038222732,0.018157646,0.013180579,0.009244567,0.014117404
UNB-2-1-46-47,46,47,1,46.5,38.47196723,111.3619243,212.4720352,5.522775426,174.000068,2.156844813,85.09171725,2.234655123,3.166672049,4.700048587,2.103254564,2.465393464,1.417498594,1.108922377,0,0.810007146,0.189992854,0,0,0,0,0,0,0.002007636,0.047931779,0.364575518,0.395492213,0.107049207,0.029486775,0.014530953,0.012183707,0.010082937,0.016659275
UNB-2-1-47-48,47,48,1,47.5,30.85590755,102.053505,199.7953279,6.475107808,168.9394204,2.218807052,80.36890295,2.323405248,3.292602363,5.018309461,2.159894175,2.694904213,1.414649795,1.149784216,0,0.770589174,0.229410826,0,0,0,0,0,0.005250026,0.000932313,0.03704809,0.311605179,0.415753565,0.128356214,0.037950668,0.019332331,0.014309161,0.010641563,0.018820888
UNB-2-1-48-49,48,49,1,48.5,32.60478588,102.3124774,194.9147678,5.978102987,162.309982,2.171946456,78.35224852,2.359084694,3.288945997,4.938772444,2.09351214,2.579687751,1.401964468,1.118988538,0,0.776267347,0.223732653,0,0,0,0,0,0,0.002561686,0.028745937,0.320994834,0.423964889,0.127124469,0.036022986,0.018105471,0.013690494,0.010124115,0.018665117
UNB-2-1-49-50,49,50,1,49.5,34.89546842,113.1760824,210.9386263,6.044871609,176.0431579,2.217261435,87.92958919,2.245104794,3.143358991,4.840816492,2.15616505,2.595711697,1.434753618,1.148778887,0,0.798933453,0.201066547,0,0,0,0,0,0,0.003049577,0.044177481,0.380379282,0.371327113,0.110301003,0.035768379,0.018315543,0.013197885,0.008890899,0.014592838
UNB-2-1-50-51,50,51,1,50.5,42.56982697,149.8864957,295.0841216,6.931766995,252.5142946,2.36251623,126.8101434,1.760801803,2.738057688,4.554024964,2.586335927,2.79322316,1.567600311,1.24032424,0,0.854097959,0.145902041,0,0,0,0,0,0,0.00550785,0.169352889,0.434508838,0.244728381,0.066030806,0.026519751,0.015601728,0.012360118,0.009076132,0.016313506
UNB-2-1-51-52,51,52,1,51.5,36.64318787,113.9912655,210.3597548,5.740760207,173.7165669,2.149450302,85.47044104,2.249069375,3.133004812,4.77031117,2.121015574,2.521241795,1.417314905,1.103967754,0,0.809043243,0.190956757,0,0,0,0,0,0,0.00278411,0.04378967,0.383880763,0.378588701,0.10386256,0.033174333,0.016743855,0.012623283,0.009061924,0.015490802
UNB-2-1-52-53,52,53,1,52.5,34.64303682,105.8118662,207.8797367,6.000621072,173.2366999,2.249698622,85.48650622,2.266178958,3.240426669,4.851290787,2.14073596,2.585111829,1.433232705,1.169731746,0,0.784552058,0.215447942,0,0,0,0,0,0,0.003885042,0.041406754,0.339417444,0.399842819,0.124164354,0.034244864,0.01690059,0.013186777,0.010059061,0.016892296
UNB-2-1-53-54,53,54,1,53.5,16.14958996,67.85725293,128.6359837,7.965278623,112.4863937,2.397002577,56.9834999,2.958633827,3.881353163,5.952358655,2.011860542,2.993724828,1.37599146,1.26123146,0,0.552107408,0.447892592,0,0,0,0,0,0,0,0.00014258,0.112181886,0.439782941,0.266537398,0.083747505,0.035083943,0.02303444,0.015774987,0.02371432
UNB-2-1-53-54,53,54,1,53.5,21.10573415,81.40599533,152.6091607,7.230696624,131.5034265,2.327152675,66.46445626,2.712086529,3.618721141,5.566221176,2.052375953,2.854134647,1.392953724,1.218565863,0,0.656788025,0.343211975,0,0,0,0,0,0,0,0.001184087,0.204037585,0.451566353,0.201391832,0.061225984,0.028051672,0.019419013,0.01329844,0.019825034
UNB-2-1-54-55,54,55,1,54.5,18.4550869,82.50185052,174.657124,9.463901466,156.2020371,2.644253473,79.28707685,2.517402606,3.59942971,5.759837659,2.288008142,3.242435053,1.472130152,1.402860477,0,0.646060236,0.353939764,0,0,0,0,0,0,0,0.012315573,0.248513667,0.385230997,0.201576512,0.062282435,0.028513149,0.020450119,0.015701135,0.025416414
UNB-2-1-55-56,55,56,1,55.5,15.10702319,75.69800657,170.8404711,11.30867868,155.7334479,2.739968202,76.52662934,2.549278314,3.723600881,6.048636781,2.372685928,3.499358468,1.476336805,1.454159151,0,0.60303086,0.39696914,0,0,0,0,0,0,0,0.011843698,0.220500953,0.370686209,0.225841518,0.069216019,0.032134059,0.023024043,0.017285886,0.029467614
UNB-2-1-56-57,56,57,1,56.5,12.05775779,72.24845612,168.1548565,13.94578158,156.0970987,2.828654793,75.10065658,2.572137649,3.790889431,6.373894535,2.478053435,3.801756886,1.483020712,1.500116122,0,0.578219823,0.421780177,0,0,0,0,0,0,0,0.011374271,0.205088477,0.361757076,0.232747837,0.07385158,0.036214046,0.026603636,0.019624826,0.032738252
UNB-2-1-57-58,57,58,1,57.5,13.36509485,75.34644566,175.7141653,13.14724416,162.3490704,2.615850438,72.41575356,2.508697595,3.730316733,6.225386113,2.481521139,3.716688518,1.4485854,1.387280057,0,0.607860101,0.392139899,0,0,0,0,0,0,0.002536167,0.025131839,0.192913686,0.387278408,0.221450635,0.06275696,0.030803824,0.024367201,0.019177372,0.033583907
UNB-2-1-58-59,58,59,1,58.5,25.62700263,100.2611778,208.9141863,8.152111634,183.2871837,2.516994118,91.19090765,2.259017633,3.318165007,5.286191441,2.34003992,3.027173808,1.488791225,1.331701845,0,0.73618122,0.26381878,0,0,0,0,0,0.000463517,0.005545889,0.044343375,0.313287977,0.372540462,0.146768994,0.043674215,0.022336587,0.016255147,0.01213277,0.022651066
UNB-2-1-59-60,59,60,1,59.5,25.17059404,90.24118179,165.3858511,6.570597851,140.2152571,2.291442363,72.11122624,2.596092278,3.470070228,5.312116924,2.046197267,2.716024646,1.403274103,1.196255998,0,0.706408472,0.293591528,0,0,0,0,0,0,0,0.003835451,0.262163048,0.440409974,0.170705855,0.053585623,0.024636773,0.016239424,0.010873403,0.017550449
UNB-2-1-59-60,59,60,1,59.5,30.85816488,117.6328605,234.7827331,7.608447682,203.9245682,2.41701569,101.2666794,2.090601784,3.087636965,5.018203922,2.400363359,2.927602137,1.502576824,1.273226838,0,0.790936769,0.209063231,0,0,0,0,0,5.6051E-05,0.005488432,0.074414911,0.380552425,0.33042495,0.108006008,0.036618969,0.018590653,0.014139513,0.01131914,0.020388948
UNB-2-1-60-61,60,61,1,60.5,12.32336468,78.56548776,172.0128794,13.95827226,159.6895147,3.168246816,86.10158607,2.539411505,3.669960485,6.342459977,2.497610161,3.803048472,1.556293385,1.66368473,0,0.597587891,0.402412109,0,0,0,0,0,0,0.000603622,0.013649239,0.239324401,0.344010629,0.205781169,0.081286711,0.039084987,0.027466939,0.019207243,0.02958506
UNB-2-1-60-61,60,61,1,60.5,10.91999875,82.02521112,201.8330524,18.48288238,190.9130537,3.582500741,100.4681152,2.308765644,3.607788788,6.516883499,2.822669991,4.208117856,1.647545584,1.840967003,0,0.602084148,0.397915852,0,0,0,0,0,7.66163E-06,0.003611718,0.044198604,0.255709077,0.298557087,0.195560562,0.080037876,0.039457609,0.028704015,0.021059016,0.033096773
UNB-2-1-61-62,61,62,1,61.5,6.780185226,64.93195826,187.7707286,27.69404115,180.9905434,4.174181385,94.56744286,2.412955915,3.94492747,7.204459598,2.985740251,4.791503684,1.685472711,2.061493293,0,0.514208498,0.485791502,0,0,0,0,0,2.37857E-05,0.003140112,0.034469699,0.21028531,0.266289591,0.225204412,0.100785804,0.051166753,0.037645401,0.027810833,0.0431783
UNB-2-1-62-63,62,63,1,62.5,3.789685438,44.11795424,135.3060322,35.70376339,131.5163467,4.765690132,64.92162297,2.885701936,4.502490295,8.043706182,2.787434863,5.158004246,1.624811042,2.25268515,0,0.350328573,0.649671427,0,0,0,0,0,0,0,0.004176996,0.117744993,0.228406584,0.273760183,0.139704455,0.076073578,0.057989335,0.0419421,0.060201776
UNB-2-1-63-64,63,64,1,63.5,2.99098534,37.32021157,119.217791,39.85903555,116.2268056,5.621130505,57.49110988,3.068328548,4.743899025,8.385163445,2.732811468,5.316834897,1.649015991,2.49086031,0,0.291347444,0.708652556,0,0,0,0,0,0,0,0.001614696,0.087466559,0.202266189,0.269062438,0.156849561,0.090528001,0.070456263,0.050650532,0.071105762
