Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),,,
NA,fiber,,fiber,SUB-4-7-1000um_S2_A_7,Lower Harbor,SUB-4-7,SUB-4-7-S2,7,blue,,Fiber,2.284,0.537,2.882,2.882,2737.9,2882,3026.1,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(esters/ethers/diglycidylethers/terephthalates)s,1.25E-09,1.26E-09,1.28E-09,509000,631000,942000,0.000637,0.000795,0.00121,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_A_39,Lower Harbor,SUB-4-10,SUB-4-10-S2,39,black,,Fiber,2.275,0.484,2.587,2.587,2457.65,2587,2716.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,457000,567000,846000,0.000571,0.000714,0.00108,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_B_79,Lower Harbor,SUB-4-9,SUB-4-9-S2,79,purple,,Fiber,2.267,0.371,2.982,2.982,2832.9,2982,3131.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,527000,653000,975000,0.000659,0.000823,0.00125,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_B_13,Lower Harbor,SUB-4-9,SUB-4-9-S2,13,translucent,,Fiber,2.266,0.758,2.81,2.81,2669.5,2810,2950.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,497000,616000,918000,0.000621,0.000776,0.00118,,,
NA,fragment,,fragment,SUB-3-9-250um_S1_A_72,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,72,translucent,,Non-Fiber,0.798,0.506,0,0.798,758.1,798,837.9,480.7,506,531.3,7.98,402.99,531.3,,,1.03E-09,1.08E-09,1.33E-09,2908060.99,162722526,236522152,0.003,0.176,0.315,,,
NA,fiber,,fiber,SUB-4-5-250um_S1_C_52,Lower Harbor,SUB-4-5,SUB-4-5-S1,52,blue,,Fiber,2.264,0.257,2.437,2.437,2315.15,2437,2558.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,431000,534000,797000,0.000538,0.000673,0.00102,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_A_19,Lower Harbor,SUB-4-10,SUB-4-10-S2,19,blue,,Fiber,2.264,0.609,3.248,3.248,3085.6,3248,3410.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,574000,711000,1060000,0.000717,0.000896,0.00136,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_A_7,Lower Harbor,SUB-4-10,SUB-4-10-S2,7,blue,,Fiber,2.263,0.505,2.848,2.848,2705.6,2848,2990.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,503000,624000,931000,0.000629,0.000786,0.00119,,,
NA,fiber,,fiber,SUB-4-9-250um_S1_B_8,Lower Harbor,SUB-4-9,SUB-4-9-S1,8,black,,Fiber,2.261,0.573,2.634,2.634,2502.3,2634,2765.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,465000,577000,861000,0.000582,0.000727,0.0011,,,
NA,fiber,,fiber,SUB-4-2-1000um_S1_A_6,Lower Harbor,SUB-4-2,SUB-4-2-S1,6,red,,Fiber,2.259,1.521,4.909,4.909,4663.55,4909,5154.45,15,16.7,20.4,15,16.7,20.4,mineral,mineral,1.25E-09,1.26E-09,1.28E-09,867000,1080000,1600000,0.00108,0.00135,0.00205,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_C_23,Lower Harbor,SUB-4-11,SUB-4-11-S1,23,gray,,Fiber,2.253,0.284,2.538,2.538,2411.1,2538,2664.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,449000,556000,830000,0.000561,0.0007,0.00106,,,
NA,fiber,,fiber,SUB-4-9-1000um_S2_A_11,Lower Harbor,SUB-4-9,SUB-4-9-S2,11,blue,,Fiber,2.25,0.691,3.534,3.534,3357.3,3534,3710.7,15,16.7,20.4,15,16.7,20.4,Unknown,,1.25E-09,1.26E-09,1.28E-09,625000,774000,1160000,0.000781,0.000975,0.00148,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_A_16,Lower Harbor,SUB-4-10,SUB-4-10-S1,16,black,,Fiber,2.248,0.446,2.67,2.67,2536.5,2670,2803.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,472000,585000,873000,0.00059,0.000737,0.00112,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_B_9,Lower Harbor,SUB-4-7,SUB-4-7-S2,9,blue,,Fiber,2.246,0.166,2.3,2.3,2185,2300,2415,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,406000,504000,752000,0.000508,0.000635,0.000962,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_B_66,Lower Harbor,SUB-4-7,SUB-4-7-S1,66,translucent,,Fiber,2.246,0.76,3.492,3.492,3317.4,3492,3666.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,617000,765000,1140000,0.000771,0.000964,0.00146,,,
NA,fiber,,fiber,SUB-4-1-1000um_S1_A_4,Lower Harbor,SUB-4-1,SUB-4-1-S1,4,black,,Fiber,2.244,1.101,3.668,3.668,3484.6,3668,3851.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,648000,803000,1200000,0.00081,0.00101,0.00153,,,
NA,fiber,,fiber,SUB-4-7-1000um_S2_A_16,Lower Harbor,SUB-4-7,SUB-4-7-S2,16,gray,,Fiber,2.239,0.528,2.837,2.837,2695.15,2837,2978.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,501000,621000,927000,0.000627,0.000783,0.00119,,,
NA,fiber,,fiber,SUB-4-5-500um_S1_A_27,Lower Harbor,SUB-4-5,SUB-4-5-S1,27,black,,Fiber,2.239,1.019,3.322,3.322,3155.9,3322,3488.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,587000,728000,1090000,0.000734,0.000917,0.00139,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_C_25,Lower Harbor,SUB-4-7,SUB-4-7-S2,25,translucent,,Fiber,2.234,0.543,3.446,3.446,3273.7,3446,3618.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,609000,755000,1130000,0.000761,0.000951,0.00144,,,
NA,fiber,,fiber,SUB-4-10-1000um_S2_A_4,Lower Harbor,SUB-4-10,SUB-4-10-S2,4,black,,Fiber,2.227,1.165,4.485,4.485,4260.75,4485,4709.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,793000,982000,1470000,0.000991,0.00124,0.00188,,,
NA,fiber,,fiber,SUB-4-2-250um_S1_C_8,Lower Harbor,SUB-4-2,SUB-4-2-S1,8,blue,,Fiber,2.226,0.41,2.85,2.85,2707.5,2850,2992.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,504000,624000,932000,0.00063,0.000787,0.00119,,,
NA,fiber,,fiber,SUB-4-10-500um_S2_A_12,Lower Harbor,SUB-4-10,SUB-4-10-S2,12,blue,,Fiber,2.223,0.523,2.799,2.799,2659.05,2799,2938.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,495000,613000,915000,0.000618,0.000772,0.00117,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_B_49,Lower Harbor,SUB-4-11,SUB-4-11-S1,49,green,,Fiber,2.219,0.919,3.082,3.082,2927.9,3082,3236.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,545000,675000,1010000,0.000681,0.000851,0.00129,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_E_9,Lower Harbor,SUB-4-1,SUB-4-1-S1,9,blue,,Fiber,2.211,0.802,4.236,4.236,4024.2,4236,4447.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,749000,928000,1380000,0.000936,0.00117,0.00177,,,
PP,fragment,poly(propylene),fragment,UNB-3-00-05-500um_A_17,Upper Newport Bay,UNB-3,UNB-3-00-05,17,blue,,Non-Fiber,0.848,0.448,0,0.848,805.6,848,890.4,425.6,448,470.4,8.48,428.24,470.4,Unknown,poly(propylene),9.98E-10,0.000000001,0.000000001,2907481.29,162690089,197024293,0.0029,0.163,0.197,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_B_14,Lower Harbor,SUB-4-7,SUB-4-7-S2,14,blue,,Fiber,2.207,0.251,2.544,2.544,2416.8,2544,2671.2,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,450000,557000,832000,0.000562,0.000702,0.00106,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_C_69,Lower Harbor,SUB-4-7,SUB-4-7-S2,69,translucent,,Fiber,2.205,0.297,2.55,2.55,2422.5,2550,2677.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,451000,559000,833000,0.000563,0.000704,0.00107,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_A_17,Lower Harbor,SUB-4-10,SUB-4-10-S1,17,pink,,Fiber,2.204,0.129,2.288,2.288,2173.6,2288,2402.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,404000,501000,748000,0.000505,0.000631,0.000957,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_A_20,Lower Harbor,SUB-4-9,SUB-4-9-S2,20,black,,Fiber,2.202,0.487,2.746,2.746,2608.7,2746,2883.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,485000,601000,898000,0.000607,0.000758,0.00115,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_A_111,Lower Harbor,SUB-4-7,SUB-4-7-S1,111,translucent,,Fiber,2.201,0.505,2.53,2.53,2403.5,2530,2656.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,447000,554000,827000,0.000559,0.000698,0.00106,,,
NA,fiber,,fiber,SUB-4-2-1000um_S1_A_9,Lower Harbor,SUB-4-2,SUB-4-2-S1,9,blue,,Fiber,2.201,0.524,2.657,2.657,2524.15,2657,2789.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,470000,582000,868000,0.000587,0.000733,0.00111,,,
NA,fiber,,fiber,SUB-4-1-1000um_S1_A_8,Lower Harbor,SUB-4-1,SUB-4-1-S1,8,translucent,,Fiber,2.196,1.011,3.836,3.836,3644.2,3836,4027.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,678000,840000,1250000,0.000847,0.00106,0.0016,,,
NA,fiber,,fiber,SUB-4-4-250um_S1_A_26,Lower Harbor,SUB-4-4,SUB-4-4-S1,26,translucent,,Fiber,2.192,0.648,2.787,2.787,2647.65,2787,2926.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,493000,610000,911000,0.000616,0.000769,0.00117,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_C_29,Lower Harbor,SUB-4-7,SUB-4-7-S2,29,translucent,,Fiber,2.189,0.212,2.28,2.28,2166,2280,2394,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,403000,499000,745000,0.000504,0.000629,0.000954,,,
NA,fiber bundle,,fiber bundle,SUB-4-2-250um_S1_B_11,Lower Harbor,SUB-4-2,SUB-4-2-S1,11,pink,,Fiber,2.188,0.251,2.631,2.631,2499.45,2631,2762.55,,NA,,,,,,,1.44E-09,1.45E-09,1.46E-09,1730159.53,505844010,1912281587,0.00249,0.00311,0.00471,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-3-01-250-500um_S1_A_55,Basin I/III,SUB-1-3,SUB-1-3-S1,55,black,,Non-Fiber,1.274,0.499,0,1.274,1210.3,1274,1337.7,474.05,499,523.95,12.74,255.87,499,,,1.2E-09,1.45E-09,1.7E-09,7309482.19,162663212,349743070,0.00877,0.236,0.595,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_A_5,Lower Harbor,SUB-4-10,SUB-4-10-S1,5,blue,,Fiber,2.185,0.499,3.585,3.585,3405.75,3585,3764.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,634000,785000,1170000,0.000792,0.000989,0.0015,,,
NA,fiber,,fiber,SUB-4-10-1000um_S1_A_6,Lower Harbor,SUB-4-10,SUB-4-10-S1,6,pink,,Fiber,2.183,1.734,6.15,6.15,5842.5,6150,6457.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1090000,1350000,2010000,0.00136,0.0017,0.00257,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_C_7,Lower Harbor,SUB-4-10,SUB-4-10-S1,7,black,,Fiber,2.18,0.208,2.273,2.273,2159.35,2273,2386.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,402000,498000,743000,0.000502,0.000627,0.000951,,,
NA,fiber,,fiber,SUB-4-1-500um_S1_A_16,Lower Harbor,SUB-4-1,SUB-4-1-S1,16,gray,,Fiber,2.175,1.221,4.563,4.563,4334.85,4563,4791.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,806000,999000,1490000,0.00101,0.00126,0.00191,,,
NA,fiber,,fiber,SUB-4-11-1000um_S1_A_40,Lower Harbor,SUB-4-11,SUB-4-11-S1,40,translucent,,Fiber,2.17,0.428,2.465,2.465,2341.75,2465,2588.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,436000,540000,806000,0.000545,0.00068,0.00103,,,
NA,fragment,,fragment,UNB-2-00-05-1000um_A_32,Upper Newport Bay,UNB-2,UNB-2-00-05,32,clear,,Non-Fiber,1.137,0.528,0,1.137,1080.15,1137,1193.85,501.6,528,554.4,11.37,269.685,528,,,1.07599E-09,1.10533E-09,1.25876E-09,6160302.84,161901614,349467592,0.006628399,0.178954028,0.439896539,,,
NA,fiber,,fiber,SUB-4-1-500um_S1_B_41,Lower Harbor,SUB-4-1,SUB-4-1-S1,41,translucent,,Fiber,2.169,0.226,0,2.169,2060.55,2169,2277.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,383000,475000,709000,0.000479,0.000599,0.000907,,,
NA,fiber,,fiber,SUB-4-2-250um_S1_C_30,Lower Harbor,SUB-4-2,SUB-4-2-S1,30,translucent,,Fiber,2.168,0.227,2.417,2.417,2296.15,2417,2537.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,427000,529000,790000,0.000534,0.000667,0.00101,,,
NA,fragment,,fragment,SUB-3-9-250um_S1_B_90,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,90,black,,Non-Fiber,0.762,0.552,0,0.762,723.9,762,800.1,524.4,552,579.6,7.62,384.81,579.6,,,1.03E-09,1.08E-09,1.33E-09,2892652.28,161860321,268782522,0.00298,0.175,0.357,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_A_67,Lower Harbor,SUB-4-10,SUB-4-10-S2,67,gray,,Fiber,2.165,0.246,2.275,2.275,2161.25,2275,2388.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,402000,498000,744000,0.000503,0.000628,0.000952,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_A_24,Lower Harbor,SUB-4-9,SUB-4-9-S2,24,blue,,Fiber,2.163,0.186,2.272,2.272,2158.4,2272,2385.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,401000,498000,743000,0.000502,0.000627,0.000951,,,
NA,fiber,,fiber,SUB-4-2-1000um_S1_A_11,Lower Harbor,SUB-4-2,SUB-4-2-S1,11,red,,Fiber,2.161,0.607,2.689,2.689,2554.55,2689,2823.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,475000,589000,879000,0.000594,0.000742,0.00112,,,
NA,fiber,,fiber,SUB-4-9-1000um_S2_A_21,Lower Harbor,SUB-4-9,SUB-4-9-S2,21,gray,,Fiber,2.158,0.479,2.923,2.923,2776.85,2923,3069.15,15,16.7,20.4,15,16.7,20.4,mineral,mineral,1.25E-09,1.26E-09,1.28E-09,517000,640000,955000,0.000646,0.000807,0.00122,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_A_58,Lower Harbor,SUB-4-7,SUB-4-7-S2,58,blue,,Fiber,2.155,0.355,2.405,2.405,2284.75,2405,2525.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,425000,527000,786000,0.000531,0.000664,0.00101,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_A_65,Lower Harbor,SUB-4-10,SUB-4-10-S2,65,gray,,Fiber,2.146,0.298,2.358,2.358,2240.1,2358,2475.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,417000,516000,771000,0.000521,0.000651,0.000987,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_A_33,Lower Harbor,SUB-4-7,SUB-4-7-S2,33,translucent,,Fiber,2.145,0.41,2.813,2.813,2672.35,2813,2953.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,497000,616000,919000,0.000621,0.000776,0.00118,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_F_4,Basin II,SUB-2-2,SUB-2-2-S1,4,black,,Non-Fiber,0.744,0.579,0,0.744,706.8,744,781.2,550.05,579,607.95,7.44,375.72,607.95,,,1.2E-09,1.45E-09,1.7E-09,2892488.53,161851159,288734022,0.00347,0.235,0.491,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_A_43,Lower Harbor,SUB-4-9,SUB-4-9-S2,43,gray,,Fiber,2.14,0.328,2.31,2.31,2194.5,2310,2425.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,408000,506000,755000,0.00051,0.000638,0.000966,,,
NA,fiber,,fiber,SUB-4-7-500um_S2_A_5,Lower Harbor,SUB-4-7,SUB-4-7-S2,5,translucent,,Fiber,2.135,0.956,3.065,3.065,2911.75,3065,3218.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,542000,671000,1000000,0.000677,0.000846,0.00128,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_A_21,Lower Harbor,SUB-4-9,SUB-4-9-S2,21,pink,,Fiber,2.132,0.325,2.365,2.365,2246.75,2365,2483.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,418000,518000,773000,0.000522,0.000653,0.000989,,,
NA,fiber,,fiber,SUB-4-11-1000um_S1_A_27,Lower Harbor,SUB-4-11,SUB-4-11-S1,27,black,,Fiber,2.13,0.586,3.512,3.512,3336.4,3512,3687.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,621000,769000,1150000,0.000776,0.000969,0.00147,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_C_39,Lower Harbor,SUB-4-1,SUB-4-1-S1,39,translucent,,Fiber,2.12,1.138,6.555,6.555,6227.25,6555,6882.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1160000,1440000,2140000,0.00145,0.00181,0.00274,,,
NA,fiber,,fiber,SUB-4-5-250um_S1_A_27,Lower Harbor,SUB-4-5,SUB-4-5-S1,27,black,,Fiber,2.113,0.386,2.796,2.796,2656.2,2796,2935.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,494000,612000,914000,0.000618,0.000772,0.00117,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_A_74,Lower Harbor,SUB-4-10,SUB-4-10-S2,74,translucent,,Fiber,2.112,0.436,2.502,2.502,2376.9,2502,2627.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,442000,548000,818000,0.000553,0.000691,0.00105,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_A_1,Lower Harbor,SUB-4-7,SUB-4-7-S2,1,black,,Fiber,2.109,0.629,2.899,2.899,2754.05,2899,3043.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,512000,635000,948000,0.00064,0.0008,0.00121,,,
NA,fiber,,fiber,SUB-4-2-250um_S1_B_31,Lower Harbor,SUB-4-2,SUB-4-2-S1,31,black,,Fiber,2.107,0.306,2.537,2.537,2410.15,2537,2663.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,448000,556000,829000,0.00056,0.0007,0.00106,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_H_13,Lower Harbor,SUB-4-1,SUB-4-1-S1,13,translucent,,Fiber,2.104,0.46,2.387,2.387,2267.65,2387,2506.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,422000,523000,780000,0.000527,0.000659,0.000999,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-3-9-250um_S1_B_53,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,53,black,,Non-Fiber,1.85,0.409,0,1.85,1757.5,1850,1942.5,388.55,409,429.45,18.5,213.75,409,,,1.2E-09,1.45E-09,1.7E-09,12633217.6,161733938,341190510,0.0152,0.235,0.58,,,
NA,fiber,,fiber,SUB-4-10-500um_S1_A_19,Lower Harbor,SUB-4-10,SUB-4-10-S1,19,pink,,Fiber,2.091,0.38,2.296,2.296,2181.2,2296,2410.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,406000,503000,750000,0.000507,0.000634,0.000961,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_B_33,Lower Harbor,SUB-4-7,SUB-4-7-S2,33,pink,,Fiber,2.08,0.227,2.205,2.205,2094.75,2205,2315.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,390000,483000,721000,0.000487,0.000609,0.000923,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_39,Basin II,SUB-2-3,SUB-2-3-S1,39,black,,Non-Fiber,0.819,0.477,0,0.819,778.05,819,859.95,453.15,477,500.85,8.19,413.595,500.85,,,1.2E-09,1.45E-09,1.7E-09,2887575.8,161576263,215719079,0.00347,0.234,0.367,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_A_30,Lower Harbor,SUB-4-9,SUB-4-9-S2,30,black,,Fiber,2.078,0.693,3.182,3.182,3022.9,3182,3341.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,562000,697000,1040000,0.000703,0.000878,0.00133,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_A_50,Lower Harbor,SUB-4-10,SUB-4-10-S2,50,pink,,Fiber,2.074,0.718,3.027,3.027,2875.65,3027,3178.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,535000,663000,989000,0.000669,0.000835,0.00127,,,
NA,fiber,,fiber,SUB-4-1-1000um_S1_A_11,Lower Harbor,SUB-4-1,SUB-4-1-S1,11,blue,,Fiber,2.073,0.382,2.552,2.552,2424.4,2552,2679.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,451000,559000,834000,0.000564,0.000704,0.00107,,,
NA,fiber,,fiber,SUB-4-7-1000um_S2_A_27,Lower Harbor,SUB-4-7,SUB-4-7-S2,27,black,,Fiber,2.071,0.558,2.483,2.483,2358.85,2483,2607.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,439000,544000,812000,0.000548,0.000685,0.00104,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_B_49,Lower Harbor,SUB-4-10,SUB-4-10-S1,49,black,,Fiber,2.068,0.535,2.556,2.556,2428.2,2556,2683.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,452000,560000,835000,0.000565,0.000705,0.00107,,,
NA,fiber,,fiber,SUB-4-9-500um_S2_A_34,Lower Harbor,SUB-4-9,SUB-4-9-S2,34,translucent,,Fiber,2.066,0.461,2.523,2.523,2396.85,2523,2649.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,446000,553000,825000,0.000557,0.000696,0.00106,,,
NA,fiber,,fiber,SUB-4-11-500um_S1_A_15,Lower Harbor,SUB-4-11,SUB-4-11-S1,15,blue,,Fiber,2.057,0.413,2.451,2.451,2328.45,2451,2573.55,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,433000,537000,801000,0.000541,0.000676,0.00103,,,
NA,fragment,,fragment,SUB-2-2_G-01-250-500um_S1_B_22,Basin II,SUB-2-2,SUB-2-2-S1,22,gray,,Non-Fiber,0.818,0.478,0,0.818,777.1,818,858.9,454.1,478,501.9,8.18,413.09,501.9,,,1.03E-09,1.08E-09,1.33E-09,2886567.48,161519842,216360011,0.00297,0.174,0.288,,,
NA,fiber,,fiber,SUB-4-5-250um_S1_A_3,Lower Harbor,SUB-4-5,SUB-4-5-S1,3,black,,Fiber,2.056,0.144,2.153,2.153,2045.35,2153,2260.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,380000,472000,704000,0.000476,0.000594,0.000901,,,
NA,fiber,,fiber,SUB-4-5-250um_S1_A_25,Lower Harbor,SUB-4-5,SUB-4-5-S1,25,blue,,Fiber,2.056,0.164,2.223,2.223,2111.85,2223,2334.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,393000,487000,727000,0.000491,0.000614,0.00093,,,
NA,fiber,,fiber,SUB-4-9-500um_S1_A_47,Lower Harbor,SUB-4-9,SUB-4-9-S1,47,blue,,Fiber,2.054,0.431,2.837,2.837,2695.15,2837,2978.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,501000,621000,927000,0.000627,0.000783,0.00119,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_B_72,Lower Harbor,SUB-4-7,SUB-4-7-S2,72,gray,,Fiber,2.047,0.289,2.219,2.219,2108.05,2219,2329.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,392000,486000,725000,0.00049,0.000612,0.000928,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-4-4-500um_S1_A_25,Lower Harbor,SUB-4-4,SUB-4-4-S1,25,black,,Non-Fiber,1.83,0.411,0,1.83,1738.5,1830,1921.5,390.45,411,431.55,18.3,214.65,411,,,1.2E-09,1.45E-09,1.7E-09,12421991,161444705,340810787,0.0149,0.234,0.579,,,
