"","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Unique_ID","Site","Location","Sample","Particle.x","Color","Plastic.or.not..morphology.","X1st.Order.Morph","Feret","MinFeret","Length","Length..mm.","Min.Length..microns.","Length..microns.","Max.Length..microns.","Min.Width..microns.","Width..microns.","Max.Width..microns.","Min.Height..Microns.","Height..microns.","Max.Height..Microns.","Polymer.Class..openspecy.","Polymer..openspecy.","Min.Density..mg.microns3.","Density..mg.microns3.","Max.Density..mg.microns3.","Min.Volume..microns3.","Volume..microns3.","Max.Volume..microns3.","Min.Mass..mg.","Mass..mg.","Max.Mass..mg.","X","X.1","X.2","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj"
"4634",NA,"fiber","","fiber","SUB-4-10-250um_S1_C_5","Lower Harbor","SUB-4-10","SUB-4-10-S1",5,"blue","","Fiber",0.558,0.112,0.645,0.645,612.75,645,677.25,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,114000,141000,211000,0.000142,0.000178,0.00027,NA,NA,NA,0.000645,1.67e-05,1.67e-05,0.160908274703997,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114306659731652,0.015519684695273,38.1284932938821,0.00114306659731652
"4635",NA,"fiber","","fiber","SUB-4-1-250um_S1_A_42","Lower Harbor","SUB-4-1","SUB-4-1-S1",42,"blue","","Fiber",0.558,0.321,1.945,1.945,1847.75,1945,2042.25,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,344000,426000,636000,0.00043,0.000537,0.000814,NA,NA,NA,0.001945,1.67e-05,1.67e-05,0.0926613093579409,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114499880974844,0.0155459187990236,37.9999164146482,0.00114499880974844
"4636","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-2_G-01-250-500um_S1_C_28","Basin II","SUB-2-2","SUB-2-2-S1",28,"black","","Non-Fiber",0.598,0.437,0,0.598,568.1,598,627.9,415.15,437,458.85,5.98,301.99,458.85,"","",1.2e-09,1.45e-09,1.7e-09,1410363.36,78917838.7,132200152,0.00169,0.114,0.225,NA,NA,NA,0.000598,0.000437,0.00030199,0.590746628384258,0.000428935239688847,1026,1450,0.413255360623782,5.95777577838936,NA,0.0319297929163297,11.1348076242123,2.27418485867893,0.0319297929163297
"4637",NA,"fiber","","fiber","SUB-4-7-250um_S1_A_71","Lower Harbor","SUB-4-7","SUB-4-7-S1",71,"blue","","Fiber",0.557,0.28,0.873,0.873,829.35,873,916.65,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,154000,191000,285000,0.000193,0.000241,0.000365,NA,NA,NA,0.000873,1.67e-05,1.67e-05,0.138309214143771,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.001143649356487,0.0155275969539292,38.0896456036465,0.001143649356487
"4638","tire wear","rubbery fragment","tire wear","TRWP","SUB-3-9-250um_S1_C_3","Middle Newport Bay","SUB-3-9","SUB-3-9-S1",3,"black","","Non-Fiber",0.633,0.39,0,0.633,601.35,633,664.65,370.5,390,409.5,6.33,319.665,409.5,"","",1.2e-09,1.45e-09,1.7e-09,1410325.11,78915698.6,111455325,0.00169,0.114,0.189,NA,NA,NA,0.000633,0.00039,0.000319665,0.643370182948893,0.000428931362191169,1026,1450,0.413255360623782,5.9577219211643,NA,0.0336069243140984,11.7195640854486,2.05284663780109,0.0336069243140984
"4639","PE","film","poly(ethylene)","film","SUB-3-7-500um_S1_A_49","Middle Newport Bay","SUB-3-7","SUB-3-7-S1",49,"white","","Non-Fiber",1.304,0.919,0,1.304,1238.8,1304,1369.2,873.05,919,964.95,1.304,65.852,130.4,"poly(ethylene)","poly(ethylene)",9.08e-10,1.01e-09,1.7e-09,1410320.78,78915456.4,172285724,0.00128,0.0797,0.293,NA,NA,NA,0.001304,0.000919,6.5852e-05,0.0601550951569407,0.000428930923383571,1026,1010,0.0155945419103314,1.9983175056284,4.35,0.000872732213697669,0.304342954705634,114.869759027599,-0.000872732213697669
"4640","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-5-01-250-500um_S1_B_55","Basin I/III","SUB-1-5","SUB-1-5-S1",55,"black","","Non-Fiber",0.672,0.346,0,0.672,638.4,672,705.6,328.7,346,363.3,6.72,339.36,363.3,"","",1.2e-09,1.45e-09,1.7e-09,1410138.78,78905272.3,93129949.6,0.00169,0.114,0.158,NA,NA,NA,0.000672,0.000346,0.00033936,0.703781692373588,0.000428912471425099,1026,1450,0.413255360623782,5.95745953435595,NA,0.0354649773962049,12.3669683772695,1.84329794695516,0.0354649773962049
"4641","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-2_G-01-250-500um_S1_E_24","Basin II","SUB-2-2","SUB-2-2-S1",24,"black","","Non-Fiber",0.662,0.356,0,0.662,628.9,662,695.1,338.2,356,373.8,6.62,334.31,373.8,"","",1.2e-09,1.45e-09,1.7e-09,1408034.15,78787506.3,97123848.4,0.00169,0.114,0.165,NA,NA,NA,0.000662,0.000356,0.00033431,0.688644960790734,0.000428698981439658,1026,1450,0.413255360623782,5.95449422550161,NA,0.0349913867478117,12.1957494780066,1.89258930976152,0.0349913867478117
"4642",NA,"fragment","","fragment","UNB-3-00-05-500um_B_17","Upper Newport Bay","UNB-3","UNB-3-00-05",17,"blue","","Non-Fiber",1.066,0.379,0,1.066,1012.7,1066,1119.3,360.05,379,397.95,10.66,194.83,379,"","",1.07599e-09,1.10533e-09,1.25876e-09,3886877.29,78714047.6,168816240,0.004182225,0.087004666,0.212499475,NA,NA,NA,0.001066,0.000379,0.00019483,0.306519157510591,0.000428565705392673,1026,1105.33,0.0773196881091617,3.40460741806241,4.6,0.00787360155293729,2.74337853944343,6.99146818741529,0.00787360155293729
"4643","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3_G-01-250-500um_S1_G_11","Basin II","SUB-2-3","SUB-2-3-S1",11,"black","","Non-Fiber",0.633,0.389,0,0.633,601.35,633,664.65,369.55,389,408.45,6.33,319.665,408.45,"","",1.2e-09,1.45e-09,1.7e-09,1406708.89,78713350.6,110884492,0.00169,0.114,0.189,NA,NA,NA,0.000633,0.000389,0.000319665,0.644196606132154,0.000428564440402006,1026,1450,0.413255360623782,5.95262549273928,NA,0.0336098005127166,11.7105409339475,2.0507395322486,0.0336098005127166
"4644",NA,"fragment","","fragment","SUB-2-5_G-01-250-500um_S1_C_11","Basin II","SUB-2-5","SUB-2-5-S1",11,"white","","Non-Fiber",0.625,0.399,0,0.625,593.75,625,656.25,379.05,399,418.95,6.25,315.625,418.95,"mineral","mineral",1.03e-09,1.08e-09,1.33e-09,1406630.86,78708984.4,115184411,0.00145,0.085,0.153,NA,NA,NA,0.000625,0.000399,0.000315625,0.632040545081221,0.000428556516098179,1026,1080,0.0526315789473684,2.99485980696342,4.6,0.009649663217956,3.36213500016908,3.16838488796202,0.009649663217956
"4645","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3_G-01-250-500um_S1_H_26","Basin II","SUB-2-3","SUB-2-3-S1",26,"black","","Non-Fiber",0.648,0.371,0,0.648,615.6,648,680.4,352.45,371,389.55,6.48,327.24,389.55,"","",1.2e-09,1.45e-09,1.7e-09,1405954.07,78671113.9,103250157,0.00169,0.114,0.176,NA,NA,NA,0.000648,0.000371,0.00032724,0.667408796276846,0.000428487772425863,1026,1450,0.413255360623782,5.95156059862713,NA,0.034326369340262,11.958072791932,1.96566240229936,0.034326369340262
"4646","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-4_G-01-250-500um_S1_C_43","Basin II","SUB-2-4","SUB-2-4-S1",43,"black","","Non-Fiber",0.648,0.371,0,0.648,615.6,648,680.4,352.45,371,389.55,6.48,327.24,389.55,"","",1.2e-09,1.45e-09,1.7e-09,1405954.07,78671113.9,103250157,0.00169,0.114,0.176,NA,NA,NA,0.000648,0.000371,0.00032724,0.667408796276846,0.000428487772425863,1026,1450,0.413255360623782,5.95156059862713,NA,0.034326369340262,11.958072791932,1.96566240229936,0.034326369340262
"4647",NA,"fiber","","fiber","SUB-4-10-250um_S2_B_57","Lower Harbor","SUB-4-10","SUB-4-10-S2",57,"blue","","Fiber",0.55,0.432,1.241,1.241,1178.95,1241,1303.05,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,219000,272000,406000,0.000274,0.000343,0.000519,NA,NA,NA,0.001241,1.67e-05,1.67e-05,0.116003834441613,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114427456842477,0.015536085603816,38.0480339206008,0.00114427456842477
"4648",NA,"fiber","","fiber","SUB-4-7-250um_S1_A_73","Lower Harbor","SUB-4-7","SUB-4-7-S1",73,"gray","","Fiber",0.549,0.088,0.585,0.585,555.75,585,614.25,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,103000,128000,191000,0.000129,0.000161,0.000245,NA,NA,NA,0.000585,1.67e-05,1.67e-05,0.168958600097801,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114286924567519,0.0155170052055087,38.141662552656,0.00114286924567519
"4649",NA,"fragment","","fragment","SUB-2-4_G-01-250-500um_S1_B_44","Basin II","SUB-2-4","SUB-2-4-S1",44,"clear","","Non-Fiber",0.997,0.392,0,0.997,947.15,997,1046.85,372.4,392,411.6,9.97,200.985,392,"","",1.03e-09,1.08e-09,1.33e-09,3516605.04,78549761.6,168906316,0.00362,0.0848,0.225,NA,NA,NA,0.000997,0.000392,0.000200985,0.321494119444875,0.000428267341128357,1026,1080,0.0526315789473684,2.9928389801605,4.6,0.00642886781927355,2.23843424993979,7.13345797618898,0.00642886781927355
"4650",NA,"fragment","","fragment","SUB-2-4_G-01-250-500um_S1_A_13","Basin II","SUB-2-4","SUB-2-4-S1",13,"black","","Non-Fiber",0.905,0.412,0,0.905,859.75,905,950.25,391.4,412,432.6,9.05,210.525,412,"","",1.03e-09,1.08e-09,1.33e-09,3045380.66,78496351.5,169364198,0.00314,0.0848,0.225,NA,NA,NA,0.000905,0.000412,0.000210525,0.344771039596826,0.000428170251909574,1026,1080,0.0526315789473684,2.99216049648775,4.6,0.00670301776002324,2.33336000232805,6.56039355510741,0.00670301776002324
"4651",NA,"fiber","","fiber","SUB-4-7-250um_S2_C_59","Lower Harbor","SUB-4-7","SUB-4-7-S2",59,"white","","Fiber",0.548,0.205,0.781,0.781,741.95,781,820.05,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,138000,171000,255000,0.000173,0.000216,0.000327,NA,NA,NA,0.000781,1.67e-05,1.67e-05,0.146228733529369,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114343994504019,0.0155247537253424,38.1035984802017,0.00114343994504019
"4652",NA,"fiber","","fiber","SUB-4-1-250um_S1_C_16","Lower Harbor","SUB-4-1","SUB-4-1-S1",16,"translucent","","Fiber",0.547,0.349,1.558,1.558,1480.1,1558,1635.9,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,275000,341000,509000,0.000344,0.00043,0.000652,NA,NA,NA,0.001558,1.67e-05,1.67e-05,0.103531977410838,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114465118665855,0.0155411990383722,38.0230005722597,0.00114465118665855
"4653","tire wear","rubbery fragment","tire wear","TRWP","SUB-3-9-250um_S1_C_40","Middle Newport Bay","SUB-3-9","SUB-3-9-S1",40,"black","","Non-Fiber",0.594,0.44,0,0.594,564.3,594,623.7,418,440,462,5.94,299.97,462,"","",1.2e-09,1.45e-09,1.7e-09,1401111.76,78400159.2,133125023,0.00168,0.114,0.226,NA,NA,NA,0.000594,0.00044,0.00029997,0.586756976950424,0.000427995281923127,1026,1450,0.413255360623782,5.94472006020361,NA,0.0317444722537359,11.0459222371858,2.29577328848742,0.0317444722537359
"4654","1,4-Polyisoprene (cis and trans)(Latex)","fragment","1,4-polyisoprene (cis and trans)(latex)","fragment","SUB-4-10-250um_S2_B_32","Lower Harbor","SUB-4-10","SUB-4-10-S2",32,"blue","","Non-Fiber",0.605,0.424,0,0.605,574.75,605,635.25,402.8,424,445.2,6.05,305.525,445.2,"Unknown","1,4-polyisoprene (cis and trans)(latex)",8.72e-10,9.05e-10,9.38e-10,1400631.27,78373273,125908481,0.00122,0.0709,0.118,NA,NA,NA,0.000605,0.000424,0.000305525,0.603234452137212,0.000427946351400015,1026,905,0.117933723196881,3.91340617562616,4.6,0.00578427894509635,2.01248867482432,19.7304333733803,-0.00578427894509635
"4655",NA,"fiber","","fiber","SUB-4-7-250um_S2_B_80","Lower Harbor","SUB-4-7","SUB-4-7-S2",80,"gray","","Fiber",0.546,0.145,0.673,0.673,639.35,673,706.65,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,119000,147000,220000,0.000149,0.000186,0.000282,NA,NA,NA,0.000673,1.67e-05,1.67e-05,0.157525440762342,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114315103350076,0.0155208311052542,38.1228609574844,0.00114315103350076
"4656",NA,"fragment","","fragment","SUB-3-3-250um_S1_C_85","Middle Newport Bay","SUB-3-3","SUB-3-3-S1",85,"blue","","Non-Fiber",0.619,0.405,0,0.619,588.05,619,649.95,384.75,405,425.25,6.19,312.595,425.25,"","",1.03e-09,1.08e-09,1.33e-09,1400501.35,78366003.5,117535374,0.00144,0.0846,0.156,NA,NA,NA,0.000619,0.000405,0.000312595,0.624322793607028,0.000427933119672015,1026,1080,0.0526315789473684,2.99050335727618,4.6,0.00956764262869783,3.32870825854116,3.21825277595324,0.00956764262869783
"4657","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-2_G-01-250-500um_S1_I_6","Basin II","SUB-2-2","SUB-2-2-S1",6,"black","","Non-Fiber",0.645,0.373,0,0.645,612.75,645,677.25,354.35,373,391.65,6.45,325.725,391.65,"","",1.2e-09,1.45e-09,1.7e-09,1400475.36,78364549.1,103883190,0.00168,0.114,0.177,NA,NA,NA,0.000645,0.000373,0.000325725,0.664074523822702,0.000427930472308994,1026,1450,0.413255360623782,5.94381987501582,NA,0.0341877587726954,11.89429573885,1.97905649071426,0.0341877587726954
"4658","tire wear","rubbery fragment","tire wear","TRWP","SUB-4-1-250um_S1_G_7","Lower Harbor","SUB-4-1","SUB-4-1-S1",7,"black","","Non-Fiber",0.607,0.421,NA,0.607,576.65,607,637.35,399.95,421,442.05,6.07,306.535,442.05,"","",1.2e-09,1.45e-09,1.7e-09,1399931.19,78334099.6,124543418,0.00168,0.114,0.212,NA,NA,NA,0.000607,0.000421,0.000306535,0.606379730591491,0.000427875039299401,1026,1450,0.413255360623782,5.94304992792051,NA,0.032369972901579,11.2604092905558,2.20728554991408,0.032369972901579
"4659","tire wear","rubbery fragment","tire wear","TRWP","SUB-3-9-250um_S1_D_37","Middle Newport Bay","SUB-3-9","SUB-3-9-S1",37,"black","","Non-Fiber",0.643,0.375,0,0.643,610.85,643,675.15,356.25,375,393.75,6.43,324.715,393.75,"","",1.2e-09,1.45e-09,1.7e-09,1399266.46,78296904.4,104674623,0.00168,0.114,0.178,NA,NA,NA,0.000643,0.000375,0.000324715,0.66127367002374,0.000427807306144006,1026,1450,0.413255360623782,5.94210913566269,NA,0.0340933176597999,11.8580247036999,1.98946318563278,0.0340933176597999
"4660",NA,"foam","","foam","SUB-4-4-250um_S1_C_27","Lower Harbor","SUB-4-4","SUB-4-4-S1",27,"white","","Non-Fiber",0.915,0.409,0,0.915,869.25,915,960.75,388.55,409,429.45,9.15,209.075,409,"","",2.55e-10,2.77e-10,3.37e-10,3090385.85,78243182.6,168750982,0.000788,0.0217,0.0569,NA,NA,NA,0.000915,0.000409,0.000209075,0.34176682544556,0.000427709440139949,1026,277,0.730019493177388,7.18146833096555,5,0.0227296034920534,7.90379348308064,7.90509907480935,-0.0227296034920534
"4661",NA,"fiber","","fiber","SUB-4-9-250um_S2_A_10","Lower Harbor","SUB-4-9","SUB-4-9-S2",10,"green","","Fiber",0.543,0.064,0.568,0.568,539.6,568,596.4,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,1e+05,124000,186000,0.000125,0.000157,0.000238,NA,NA,NA,0.000568,1.67e-05,1.67e-05,0.171468389071293,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114280870861171,0.0155161832795248,38.1457035533691,0.00114280870861171
"4662",NA,"fiber","","fiber","SUB-4-1-250um_S1_B_26","Lower Harbor","SUB-4-1","SUB-4-1-S1",26,"black","","Fiber",0.543,0.366,1.007,1.007,956.65,1007,1057.35,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,178000,221000,329000,0.000222,0.000278,0.000421,NA,NA,NA,0.001007,1.67e-05,1.67e-05,0.128778540959734,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.0011439096761319,0.0155311313751242,38.0723114469538,0.0011439096761319
"4663",NA,"fragment","","fragment","SUB-1-2-01-250-500um_S1_B_28","Basin I/III","SUB-1-2","SUB-1-2-S1",28,"white","","Non-Fiber",0.603,0.426,0,0.603,572.85,603,633.15,404.7,426,447.3,6.03,304.515,447.3,"","",1.03e-09,1.08e-09,1.33e-09,1397949.34,78223204.2,126678936,0.00144,0.0845,0.168,NA,NA,NA,0.000603,0.000426,0.000304515,0.600821181009205,0.000427673033555142,1026,1080,0.0526315789473684,2.98868581063177,4.6,0.00934534513890704,3.24939195542778,3.37112859765483,0.00934534513890704
"4664",NA,"fragment","","fragment","SUB-2-4_G-01-250-500um_S1_A_27","Basin II","SUB-2-4","SUB-2-4-S1",27,"clear","","Non-Fiber",0.645,0.372,0,0.645,612.75,645,677.25,353.4,372,390.6,6.45,325.725,390.6,"","",1.03e-09,1.08e-09,1.33e-09,1396720.73,78154456.5,103326922,0.00144,0.0844,0.137,NA,NA,NA,0.000645,0.000372,0.000325725,0.664966498064667,0.000427547707818247,1026,1080,0.0526315789473684,2.9878100031289,4.6,0.00992947383940464,3.45148274786886,2.98528812620685,0.00992947383940464
"4665",NA,"fragment","","fragment","SUB-4-5-250um_S1_D_5","Lower Harbor","SUB-4-5","SUB-4-5-S1",5,"gray","","Non-Fiber",0.615,0.409,0,0.615,584.25,615,645.75,388.55,409,429.45,6.15,310.575,429.45,"","",1.03e-09,1.08e-09,1.33e-09,1396113.58,78120482.6,119093931,0.00144,0.0844,0.158,NA,NA,NA,0.000615,0.000409,0.000310575,0.619251806223448,0.00042748574693426,1026,1080,0.0526315789473684,2.98737700501993,4.6,0.00951297578542392,3.30622890991827,3.25194356167307,0.00951297578542392
"4666",NA,"fiber","","fiber","SUB-4-4-250um_S1_B_76","Lower Harbor","SUB-4-4","SUB-4-4-S1",76,"gray","","Fiber",0.541,0.23,0.794,0.794,754.3,794,833.7,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,140000,174000,260000,0.000175,0.000219,0.000332,NA,NA,NA,0.000794,1.67e-05,1.67e-05,0.145026706478288,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114347134938136,0.0155251801094867,38.1015055515505,0.00114347134938136
"4667",NA,"fragment","","fragment","UNB-3-00-05-250um_B_12","Upper Newport Bay","UNB-3","UNB-3-00-05",12,"gray","","Non-Fiber",1.16,0.361,0,1.16,1102,1160,1218,342.95,361,379.05,11.6,186.3,361,"","",1.07599e-09,1.10533e-09,1.25876e-09,4383998.44,78014988,166667527,0.00471712,0.086231977,0.209794756,NA,NA,NA,0.00116,0.000361,0.0001863,0.287892439198919,0.000427293233343725,1026,1105.33,0.0773196881091617,3.39449865825589,4.6,0.00756491225885213,2.62799660085082,7.55120155192298,0.00756491225885213
"4668","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-6-01-250-500um_S1_B_50","Basin I/III","SUB-1-6","SUB-1-6-S1",50,"black","","Non-Fiber",0.578,0.462,0,0.578,549.1,578,606.9,438.9,462,485.1,5.78,291.89,485.1,"","",1.2e-09,1.45e-09,1.7e-09,1392979.94,77945138,142816928,0.00167,0.113,0.243,NA,NA,NA,0.000578,0.000462,0.00029189,0.564851530122962,0.000427165670986705,1026,1450,0.413255360623782,5.933197024824,NA,0.0309798727313341,10.758974083222,2.40582107349105,0.0309798727313341
"4669",NA,"fiber","","fiber","SUB-4-1-250um_S1_F_26","Lower Harbor","SUB-4-1","SUB-4-1-S1",26,"gray","","Fiber",0.539,0.139,0.638,0.638,606.1,638,669.9,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,113000,140000,209000,0.000141,0.000176,0.000267,NA,NA,NA,0.000638,1.67e-05,1.67e-05,0.161788592271957,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114304477387671,0.0155193883932854,38.1299492347881,0.00114304477387671
"4670","tire wear","rubbery fragment","tire wear","TRWP","SUB-3-9-250um_S1_C_14","Middle Newport Bay","SUB-3-9","SUB-3-9-S1",14,"black","","Non-Fiber",0.894,0.413,0,0.894,849.3,894,938.7,392.35,413,433.65,8.94,210.97,413,"","",1.2e-09,1.45e-09,1.7e-09,2979012.32,77894765.3,168118776,0.00357,0.113,0.286,NA,NA,NA,0.000894,0.000413,0.00021097,0.347197762442576,0.000427073631356068,1026,1450,0.413255360623782,5.93191862325815,NA,0.023130782534272,8.03133926261712,4.3146775640883,0.023130782534272
"4671",NA,"fiber","","fiber","SUB-4-11-1000um_S1_A_14","Lower Harbor","SUB-4-11","SUB-4-11-S1",14,"black","","Fiber",0.538,0.235,0,0.538,511.1,538,564.9,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,95100,118000,176000,0.000119,0.000148,0.000225,NA,NA,NA,0.000538,1.67e-05,1.67e-05,0.176184256371869,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114269617633192,0.0155146554022302,38.1532170717334,0.00114269617633192
"4672",NA,"fiber","","fiber","SUB-4-7-250um_S2_A_81","Lower Harbor","SUB-4-7","SUB-4-7-S2",81,"black","","Fiber",0.538,0.066,0.561,0.561,532.95,561,589.05,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,99100,123000,183000,0.000124,0.000155,0.000235,NA,NA,NA,0.000561,1.67e-05,1.67e-05,0.172534839799797,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114278312298343,0.0155158358974173,38.1474116512531,0.00114278312298343
"4673","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-6-01-250-500um_S1_B_44","Basin I/III","SUB-1-6","SUB-1-6-S1",44,"black","","Non-Fiber",0.661,0.353,0,0.661,627.95,661,694.05,335.35,353,370.65,6.61,333.805,370.65,"","",1.2e-09,1.45e-09,1.7e-09,1391953.84,77887722.1,95349576.3,0.00167,0.113,0.162,NA,NA,NA,0.000661,0.000353,0.000333805,0.691042495710783,0.000427060758913425,1026,1450,0.413255360623782,5.93173982907225,NA,0.0349571932869406,12.1372727598408,1.88904713989181,0.0349571932869406
"4674","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3_G-01-250-500um_S1_G_25","Basin II","SUB-2-3","SUB-2-3-S1",25,"black","","Non-Fiber",0.574,0.468,0,0.574,545.3,574,602.7,444.6,468,491.4,5.74,289.87,491.4,"","",1.2e-09,1.45e-09,1.7e-09,1391607.78,77868357.8,145536356,0.00167,0.113,0.247,NA,NA,NA,0.000574,0.000468,0.00028987,0.559273701017286,0.000427025364434341,1026,1450,0.413255360623782,5.93124821087289,NA,0.0307878629761083,10.6887791931115,2.4351225462719,0.0307878629761083
