Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),OS_Plastic_Not
NA,fiber,,fiber,UNB-2-25-30-500um_B_19,Upper Newport Bay,UNB-2,UNB-2-25-30,19,blue,,Fiber,0.29,0.24,0.742,0.742,704.9,742,779.1,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.31E+05,1.63E+05,2.43E+05,1.74E-04,2.19E-04,3.32E-04,
NA,fiber,,fiber,UNB-3-25-30-250um_E_28,Upper Newport Bay,UNB-3,UNB-3-25-30,28,gray,,Fiber,0.697,0.097,0.743,0.743,705.85,743,780.15,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.31E+05,1.63E+05,2.43E+05,1.75E-04,2.20E-04,3.33E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_E_44,Upper Newport Bay,UNB-3,UNB-3-10-15,44,black,,Fiber,0.431,0.256,0.745,0.745,707.75,745,782.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.32E+05,1.63E+05,2.44E+05,1.75E-04,2.20E-04,3.34E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_24,Upper Newport Bay,UNB-3,UNB-3-00-05,24,blue,,Fiber,0.481,0.128,0.747,0.747,709.65,747,784.35,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.32E+05,1.64E+05,2.44E+05,1.76E-04,2.21E-04,3.34E-04,
NA,fiber,,fiber,UNB-3-20-25-1000um_C_13,Upper Newport Bay,UNB-3,UNB-3-20-25,13,blue,,Fiber,0.744,0.018,0.751,0.751,713.45,751,788.55,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.33E+05,1.64E+05,2.45E+05,1.77E-04,2.22E-04,3.36E-04,
NA,fiber,,fiber,UNB-2-40-45-500um_A_46,Upper Newport Bay,UNB-2,UNB-2-40-45,46,black,,Fiber,0.467,0.25,0.752,0.752,714.4,752,789.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.33E+05,1.65E+05,2.46E+05,1.77E-04,2.22E-04,3.37E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_A_7,Upper Newport Bay,UNB-2,UNB-2-05-10,7,black,,Fiber,0.685,0.142,0.754,0.754,716.3,754,791.7,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.33E+05,1.65E+05,2.46E+05,1.77E-04,2.23E-04,3.38E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_B_7,Upper Newport Bay,UNB-1,UNB-1-15-20,7,black,,Fiber,0.611,0.164,0.756,0.756,718.2,756,793.8,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.34E+05,1.66E+05,2.47E+05,1.78E-04,2.24E-04,3.39E-04,
NA,fiber,,fiber,UNB-3-00-05-500um_B_2,Upper Newport Bay,UNB-3,UNB-3-00-05,2,black,,Fiber,0.661,0.16,0.761,0.761,722.95,761,799.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.34E+05,1.67E+05,2.49E+05,1.79E-04,2.25E-04,3.41E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_A_57,Upper Newport Bay,UNB-2,UNB-2-05-10,57,gray,,Fiber,0.496,0.228,0.764,0.764,725.8,764,802.2,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.35E+05,1.67E+05,2.50E+05,1.80E-04,2.26E-04,3.42E-04,
NA,fiber,,fiber,UNB-1-05-10-250um_B_68,Upper Newport Bay,UNB-1,UNB-1-05-10,68,blue,,Fiber,0.453,0.257,0.765,0.765,726.75,765,803.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.35E+05,1.68E+05,2.50E+05,1.80E-04,2.26E-04,3.43E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_B_40,Upper Newport Bay,UNB-2,UNB-2-05-10,40,black,,Fiber,0.647,0.157,0.768,0.768,729.6,768,806.4,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.36E+05,1.68E+05,2.51E+05,1.81E-04,2.27E-04,3.44E-04,
NA,fiber,,fiber,UNB-1-05-10-250um_A_7,Upper Newport Bay,UNB-1,UNB-1-05-10,7,black,,Fiber,0.614,0.186,0.77,0.77,731.5,770,808.5,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.36E+05,1.69E+05,2.52E+05,1.81E-04,2.28E-04,3.45E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_A_20,Upper Newport Bay,UNB-3,UNB-3-15-20,20,blue,,Fiber,0.729,0.106,0.771,0.771,732.45,771,809.55,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.36E+05,1.69E+05,2.52E+05,1.81E-04,2.28E-04,3.45E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_A_17,Upper Newport Bay,UNB-1,UNB-1-15-20,17,black,,Fiber,0.732,0.098,0.772,0.772,733.4,772,810.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.36E+05,1.69E+05,2.52E+05,1.81E-04,2.28E-04,3.46E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_C_47,Upper Newport Bay,UNB-2,UNB-2-05-10,47,black,,Fiber,0.71,0.118,0.772,0.772,733.4,772,810.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.36E+05,1.69E+05,2.52E+05,1.81E-04,2.28E-04,3.46E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_A_66,Upper Newport Bay,UNB-1,UNB-1-15-20,66,black,,Fiber,0.667,0.174,0.78,0.78,741,780,819,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.38E+05,1.71E+05,2.55E+05,1.83E-04,2.31E-04,3.49E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_H_53,Upper Newport Bay,UNB-2,UNB-2-05-10,53,red,,Fiber,0.756,0.046,0.78,0.78,741,780,819,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.38E+05,1.71E+05,2.55E+05,1.83E-04,2.31E-04,3.49E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_60,Upper Newport Bay,UNB-3,UNB-3-00-05,60,black,,Fiber,0.719,0.127,0.781,0.781,741.95,781,820.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.38E+05,1.71E+05,2.55E+05,1.84E-04,2.31E-04,3.50E-04,
NA,fiber,,fiber,UNB-2-00-05-500um_D_84,Upper Newport Bay,UNB-2,UNB-2-00-05,84,red,,Fiber,0.7,0.146,0.782,0.782,742.9,782,821.1,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.38E+05,1.71E+05,2.56E+05,1.84E-04,2.31E-04,3.50E-04,
NA,fiber,,fiber,UNB-3-10-15-500um_B_16,Upper Newport Bay,UNB-3,UNB-3-10-15,16,blue,,Fiber,0.489,0.254,0.784,0.784,744.8,784,823.2,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.39E+05,1.72E+05,2.56E+05,1.84E-04,2.32E-04,3.51E-04,
NA,fiber,,fiber,UNB-3-25-30-250um_F_30,Upper Newport Bay,UNB-3,UNB-3-25-30,30,green,,Fiber,0.578,0.217,0.785,0.785,745.75,785,824.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.39E+05,1.72E+05,2.57E+05,1.84E-04,2.32E-04,3.52E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_H_51,Upper Newport Bay,UNB-2,UNB-2-05-10,51,black,,Fiber,0.651,0.179,0.786,0.786,746.7,786,825.3,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.39E+05,1.72E+05,2.57E+05,1.85E-04,2.32E-04,3.52E-04,
NA,fiber,,fiber,UNB-1-35-40-250um_A_4,Upper Newport Bay,UNB-1,UNB-1-35-40,4,blue,,Fiber,0.662,0.167,0.788,0.788,748.6,788,827.4,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.39E+05,1.73E+05,2.58E+05,1.85E-04,2.33E-04,3.53E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_B_40,Upper Newport Bay,UNB-1,UNB-1-15-20,40,black,,Fiber,0.644,0.197,0.789,0.789,749.55,789,828.45,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.39E+05,1.73E+05,2.58E+05,1.85E-04,2.33E-04,3.53E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_F_4,Upper Newport Bay,UNB-2,UNB-2-05-10,4,red,,Fiber,0.422,0.285,0.789,0.789,749.55,789,828.45,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.39E+05,1.73E+05,2.58E+05,1.85E-04,2.33E-04,3.53E-04,
NA,fiber,,fiber,UNB-2-25-30-500um_B_94,Upper Newport Bay,UNB-2,UNB-2-25-30,94,clear,,Fiber,0.605,0.148,0.789,0.789,749.55,789,828.45,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.39E+05,1.73E+05,2.58E+05,1.85E-04,2.33E-04,3.53E-04,
NA,fiber,,fiber,UNB-2-25-30-500um_C_24,Upper Newport Bay,UNB-2,UNB-2-25-30,24,blue,,Fiber,0.709,0.137,0.791,0.791,751.45,791,830.55,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.40E+05,1.73E+05,2.59E+05,1.86E-04,2.34E-04,3.54E-04,
NA,fiber,,fiber,UNB-1-05-10-250um_B_19,Upper Newport Bay,UNB-1,UNB-1-05-10,19,black,,Fiber,0.468,0.181,0.794,0.794,754.3,794,833.7,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.40E+05,1.74E+05,2.60E+05,1.87E-04,2.35E-04,3.56E-04,
NA,fiber,,fiber,UNB-2-25-30-500um_B_18,Upper Newport Bay,UNB-2,UNB-2-25-30,18,clear,,Fiber,0.423,0.234,0.796,0.796,756.2,796,835.8,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.41E+05,1.74E+05,2.60E+05,1.87E-04,2.35E-04,3.56E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_B_47,Upper Newport Bay,UNB-1,UNB-1-15-20,47,black,,Fiber,0.713,0.142,0.797,0.797,757.15,797,836.85,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.41E+05,1.75E+05,2.61E+05,1.87E-04,2.36E-04,3.57E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_B_19,Upper Newport Bay,UNB-3,UNB-3-15-20,19,black,,Fiber,0.397,0.176,0.798,0.798,758.1,798,837.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.41E+05,1.75E+05,2.61E+05,1.88E-04,2.36E-04,3.57E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_E_38,Upper Newport Bay,UNB-2,UNB-2-05-10,38,white,,Fiber,0.657,0.208,0.799,0.799,759.05,799,838.95,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.41E+05,1.75E+05,2.61E+05,1.88E-04,2.36E-04,3.58E-04,
NA,fiber,,fiber,UNB-2-25-30-500um_B_89,Upper Newport Bay,UNB-2,UNB-2-25-30,89,clear,,Fiber,0.725,0.101,0.8,0.8,760,800,840,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.41E+05,1.75E+05,2.61E+05,1.88E-04,2.37E-04,3.58E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_D_30,Upper Newport Bay,UNB-2,UNB-2-05-10,30,blue,,Fiber,0.738,0.128,0.801,0.801,760.95,801,841.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.42E+05,1.75E+05,2.62E+05,1.88E-04,2.37E-04,3.59E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_52,Upper Newport Bay,UNB-3,UNB-3-00-05,52,gray,,Fiber,0.657,0.195,0.801,0.801,760.95,801,841.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.42E+05,1.75E+05,2.62E+05,1.88E-04,2.37E-04,3.59E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_55,Upper Newport Bay,UNB-3,UNB-3-00-05,55,black,,Fiber,0.428,0.272,0.801,0.801,760.95,801,841.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.42E+05,1.75E+05,2.62E+05,1.88E-04,2.37E-04,3.59E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_A_18,Upper Newport Bay,UNB-2,UNB-2-05-10,18,black,,Fiber,0.438,0.285,0.806,0.806,765.7,806,846.3,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.42E+05,1.77E+05,2.63E+05,1.89E-04,2.38E-04,3.61E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_D_10,Upper Newport Bay,UNB-3,UNB-3-00-05,10,black,,Fiber,0.484,0.275,0.806,0.806,765.7,806,846.3,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.42E+05,1.77E+05,2.63E+05,1.89E-04,2.38E-04,3.61E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_C_14,Upper Newport Bay,UNB-3,UNB-3-00-05,14,black,,Fiber,0.738,0.085,0.808,0.808,767.6,808,848.4,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.43E+05,1.77E+05,2.64E+05,1.90E-04,2.39E-04,3.62E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_A_40,Upper Newport Bay,UNB-2,UNB-2-05-10,40,red,,Fiber,0.762,0.11,0.809,0.809,768.55,809,849.45,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.43E+05,1.77E+05,2.64E+05,1.90E-04,2.39E-04,3.62E-04,
NA,fiber,,fiber,UNB-1-25-30-500um_A_20,Upper Newport Bay,UNB-1,UNB-1-25-30,20,green,,Fiber,0.619,0.205,0.811,0.811,770.45,811,851.55,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.43E+05,1.78E+05,2.65E+05,1.91E-04,2.40E-04,3.63E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_17,Upper Newport Bay,UNB-3,UNB-3-00-05,17,black,,Fiber,0.568,0.181,0.811,0.811,770.45,811,851.55,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.43E+05,1.78E+05,2.65E+05,1.91E-04,2.40E-04,3.63E-04,
NA,fiber,,fiber,UNB-1-05-10-500um_B_27,Upper Newport Bay,UNB-1,UNB-1-05-10,27,black,,Fiber,0.426,0.171,0.812,0.812,771.4,812,852.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.43E+05,1.78E+05,2.65E+05,1.91E-04,2.40E-04,3.64E-04,
NA,fiber,,fiber,UNB-2-10-15-1000um_D_9,Upper Newport Bay,UNB-2,UNB-2-10-15,9,black,,Fiber,0.464,0.202,0.812,0.812,771.4,812,852.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.43E+05,1.78E+05,2.65E+05,1.91E-04,2.40E-04,3.64E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_B_31,Upper Newport Bay,UNB-3,UNB-3-15-20,31,black,,Fiber,0.537,0.271,0.812,0.812,771.4,812,852.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.43E+05,1.78E+05,2.65E+05,1.91E-04,2.40E-04,3.64E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_A_59,Upper Newport Bay,UNB-2,UNB-2-05-10,59,gray,,Fiber,0.761,0.119,0.813,0.813,772.35,813,853.65,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.44E+05,1.78E+05,2.66E+05,1.91E-04,2.40E-04,3.64E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_A_67,Upper Newport Bay,UNB-1,UNB-1-15-20,67,black,,Fiber,0.593,0.229,0.815,0.815,774.25,815,855.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.44E+05,1.79E+05,2.66E+05,1.92E-04,2.41E-04,3.65E-04,
NA,fiber,,fiber,UNB-3-25-30-250um_C_9,Upper Newport Bay,UNB-3,UNB-3-25-30,9,gray,,Fiber,0.773,0.121,0.816,0.816,775.2,816,856.8,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.44E+05,1.79E+05,2.67E+05,1.92E-04,2.41E-04,3.65E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_C_28,Upper Newport Bay,UNB-3,UNB-3-15-20,28,blue,,Fiber,0.792,0.072,0.818,0.818,777.1,818,858.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.79E+05,2.67E+05,1.92E-04,2.42E-04,3.66E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_B_17,Upper Newport Bay,UNB-2,UNB-2-05-10,17,blue,,Fiber,0.583,0.247,0.82,0.82,779,820,861,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.80E+05,2.68E+05,1.93E-04,2.42E-04,3.67E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_C_25,Upper Newport Bay,UNB-3,UNB-3-10-15,25,blue,,Fiber,0.451,0.293,0.82,0.82,779,820,861,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.80E+05,2.68E+05,1.93E-04,2.42E-04,3.67E-04,
NA,fiber,,fiber,UNB-1-05-10-250um_B_76,Upper Newport Bay,UNB-1,UNB-1-05-10,76,gray,,Fiber,0.752,0.112,0.821,0.821,779.95,821,862.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.80E+05,2.68E+05,1.93E-04,2.43E-04,3.68E-04,
NA,fiber,,fiber,UNB-1-10-15-250um_A_56,Upper Newport Bay,UNB-1,UNB-1-10-15,56,blue,,Fiber,0.663,0.208,0.821,0.821,779.95,821,862.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.80E+05,2.68E+05,1.93E-04,2.43E-04,3.68E-04,
NA,fiber,,fiber,UNB-1-10-15-500um_C_39,Upper Newport Bay,UNB-1,UNB-1-10-15,39,blue,,Fiber,0.753,0.146,0.821,0.821,779.95,821,862.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.80E+05,2.68E+05,1.93E-04,2.43E-04,3.68E-04,
NA,fiber,,fiber,UNB-2-00-05-500um_D_28,Upper Newport Bay,UNB-2,UNB-2-00-05,28,black,,Fiber,0.453,0.314,0.821,0.821,779.95,821,862.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.80E+05,2.68E+05,1.93E-04,2.43E-04,3.68E-04,
NA,fiber,,fiber,UNB-2-00-05-250um_C_12,Upper Newport Bay,UNB-2,UNB-2-00-05,12,blue,,Fiber,0.49,0.266,0.821,0.821,779.95,821,862.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.80E+05,2.68E+05,1.93E-04,2.43E-04,3.68E-04,
PAN,fiber,poly(acrylonitrile),fiber,UNB-2-00-05-500um_B_13,Upper Newport Bay,UNB-2,UNB-2-00-05,13,green,,Fiber,0.748,0.132,0.822,0.822,780.9,822,863.1,15,16.7,20.4,15,16.7,20.4,Unknown,poly(acrylonitrile),1.15E-09,1.18E-09,1.21E-09,1.45E+05,1.80E+05,2.69E+05,1.67E-04,2.12E-04,3.25E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_C_42,Upper Newport Bay,UNB-2,UNB-2-05-10,42,black,,Fiber,0.279,0.237,0.823,0.823,781.85,823,864.15,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.80E+05,2.69E+05,1.93E-04,2.43E-04,3.69E-04,
NA,fiber,,fiber,UNB-2-10-15-1000um_C_26,Upper Newport Bay,UNB-2,UNB-2-10-15,26,blue,,Fiber,0.605,0.24,0.823,0.823,781.85,823,864.15,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.80E+05,2.69E+05,1.93E-04,2.43E-04,3.69E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_B_30,Upper Newport Bay,UNB-2,UNB-2-05-10,30,blue,,Fiber,0.71,0.186,0.826,0.826,784.7,826,867.3,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.46E+05,1.81E+05,2.70E+05,1.94E-04,2.44E-04,3.70E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_B_35,Upper Newport Bay,UNB-1,UNB-1-15-20,35,black,,Fiber,0.732,0.179,0.832,0.832,790.4,832,873.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.47E+05,1.82E+05,2.72E+05,1.96E-04,2.46E-04,3.73E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_B_51,Upper Newport Bay,UNB-1,UNB-1-15-20,51,black,,Fiber,0.707,0.17,0.834,0.834,792.3,834,875.7,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.47E+05,1.83E+05,2.73E+05,1.96E-04,2.47E-04,3.73E-04,
NA,fiber,,fiber,UNB-2-00-05-500um_D_79,Upper Newport Bay,UNB-2,UNB-2-00-05,79,blue,,Fiber,0.681,0.182,0.835,0.835,793.25,835,876.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.48E+05,1.83E+05,2.73E+05,1.96E-04,2.47E-04,3.74E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_E_54,Upper Newport Bay,UNB-2,UNB-2-05-10,54,black,,Fiber,0.632,0.147,0.835,0.835,793.25,835,876.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.48E+05,1.83E+05,2.73E+05,1.96E-04,2.47E-04,3.74E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_F_22,Upper Newport Bay,UNB-2,UNB-2-05-10,22,black,,Fiber,0.751,0.115,0.835,0.835,793.25,835,876.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.48E+05,1.83E+05,2.73E+05,1.96E-04,2.47E-04,3.74E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_G_34,Upper Newport Bay,UNB-2,UNB-2-05-10,34,gray,,Fiber,0.659,0.196,0.836,0.836,794.2,836,877.8,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.48E+05,1.83E+05,2.73E+05,1.96E-04,2.47E-04,3.74E-04,
NA,fiber,,fiber,UNB-2-10-15-1000um_D_3,Upper Newport Bay,UNB-2,UNB-2-10-15,3,blue,,Fiber,0.675,0.225,0.84,0.84,798,840,882,15,16.7,20.4,15,16.7,20.4,Unknown,,1.33E-09,1.35E-09,1.37E-09,1.48E+05,1.84E+05,2.75E+05,1.97E-04,2.48E-04,3.76E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_F_39,Upper Newport Bay,UNB-2,UNB-2-05-10,39,black,,Fiber,0.739,0.116,0.84,0.84,798,840,882,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.48E+05,1.84E+05,2.75E+05,1.97E-04,2.48E-04,3.76E-04,
NA,fiber,,fiber,UNB-2-25-30-500um_B_34,Upper Newport Bay,UNB-2,UNB-2-25-30,34,clear,,Fiber,0.788,0.091,0.843,0.843,800.85,843,885.15,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.49E+05,1.85E+05,2.76E+05,1.98E-04,2.49E-04,3.77E-04,
NA,fiber,,fiber,UNB-2-00-05-500um_D_41,Upper Newport Bay,UNB-2,UNB-2-00-05,41,clear,,Fiber,0.744,0.125,0.845,0.845,802.75,845,887.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.49E+05,1.85E+05,2.76E+05,1.99E-04,2.50E-04,3.78E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_A_73,Upper Newport Bay,UNB-1,UNB-1-15-20,73,black,,Fiber,0.77,0.104,0.846,0.846,803.7,846,888.3,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.50E+05,1.85E+05,2.77E+05,1.99E-04,2.50E-04,3.79E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_G_15,Upper Newport Bay,UNB-2,UNB-2-05-10,15,red,,Fiber,0.805,0.062,0.846,0.846,803.7,846,888.3,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.50E+05,1.85E+05,2.77E+05,1.99E-04,2.50E-04,3.79E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_B_9,Upper Newport Bay,UNB-1,UNB-1-15-20,9,black,,Fiber,0.792,0.108,0.847,0.847,804.65,847,889.35,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.50E+05,1.86E+05,2.77E+05,1.99E-04,2.50E-04,3.79E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_C_22,Upper Newport Bay,UNB-2,UNB-2-05-10,22,black,,Fiber,0.628,0.24,0.849,0.849,806.55,849,891.45,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.50E+05,1.86E+05,2.77E+05,2.00E-04,2.51E-04,3.80E-04,
NA,fiber,,fiber,UNB-1-15-20-250um_B_32,Upper Newport Bay,UNB-1,UNB-1-15-20,32,black,,Fiber,0.724,0.179,0.85,0.85,807.5,850,892.5,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.50E+05,1.86E+05,2.78E+05,2.00E-04,2.51E-04,3.81E-04,
NA,fiber,,fiber,UNB-2-05-10-250um_C_38,Upper Newport Bay,UNB-2,UNB-2-05-10,38,black,,Fiber,0.355,0.254,0.852,0.852,809.4,852,894.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.51E+05,1.87E+05,2.78E+05,2.00E-04,2.52E-04,3.82E-04,
