Sample ID,Top,Bottom,width,plot,D10 (mm):,D50 (mm):,D90 (mm):,(D90 / D10) (mm):,(D90 - D10) (mm):,(D75 / D25) (mm):,(D75 - D25) (mm):,D10 (f):,D50 (f):,D90 (f):,(D90 / D10) (f):,(D90 - D10) (f):,(D75 / D25) (f):,(D75 - D25) (f):,% GRAVEL:,% SAND:,% MUD:,% V COARSE GRAVEL:,% COARSE GRAVEL:,% MEDIUM GRAVEL:,% FINE GRAVEL:,% V FINE GRAVEL:,% V COARSE SAND:,% COARSE SAND:,% MEDIUM SAND:,% FINE SAND:,% V FINE SAND:,% V COARSE SILT:,% COARSE SILT:,% MEDIUM SILT:,% FINE SILT:,% V FINE SILT:,% CLAY:
UNB-3-1-16-17,16,17,1,16.5,1.043823782,6.350649091,30.98782381,29.68683445,29.94400003,5.929457587,12.60596031,5.012154748,7.298880229,9.903906108,1.975977719,4.89175136,1.424918354,2.567900136,0,0.037152367,0.962847633,0,0,0,0,0,0,0,7.58448E-05,0.014041204,0.023035317,0.061726641,0.144067285,0.191893398,0.210608199,0.158630181,0.195921929
UNB-3-1-17-18,17,18,1,17.5,1.036080576,6.086127042,26.88521105,25.94895771,25.84913047,5.69771653,11.70968618,5.217043393,7.360259836,9.914648079,1.900434275,4.697604686,1.409008545,2.510383847,0,0.012336901,0.987663099,0,0,0,0,0,0,0,0,0.00120723,0.01112967,0.063697872,0.151181108,0.192899928,0.216255662,0.163480514,0.200148016
UNB-3-1-18-19,18,19,1,18.5,1.16201431,7.340859934,33.61742057,28.93029826,32.45540626,6.080868003,14.69970944,4.894647157,7.089835209,9.749156449,1.991799641,4.854509292,1.446789677,2.604277273,0,0.027832325,0.972167675,0,0,0,0,0,0,0,0.000291369,0.004845468,0.022695488,0.084501286,0.169000419,0.199680047,0.198711319,0.14511005,0.175164554
UNB-3-1-19-20,19,20,1,19.5,1.244210491,7.818347408,37.99660339,30.5387261,36.7523929,6.535484685,16.78956375,4.717985732,6.998920592,9.650553709,2.04548175,4.932567977,1.478775779,2.708294233,0,0.038421036,0.961578964,0,0,0,0,0,0,0,0.000670829,0.009168045,0.028582162,0.096386557,0.177633218,0.187775191,0.190840027,0.143531307,0.165412665
UNB-3-1-20-21,20,21,1,20.5,1.328098907,9.085608891,41.60124816,31.32390813,40.27314925,6.357959849,18.34543208,4.587229376,6.782201082,9.556421693,2.083266589,4.969192317,1.483299328,2.668563906,0,0.042390135,0.957609865,0,0,0,0,0,0,0,8.52498E-05,0.010596331,0.031708554,0.111643574,0.193887722,0.194682951,0.178763367,0.128231623,0.150400627
UNB-3-1-21-22,21,22,1,21.5,1.648498355,11.21430646,45.58640303,27.65328996,43.93790467,5.813323425,20.59722543,4.455252611,6.478515789,9.244631837,2.07499611,4.789379226,1.476510937,2.539363175,0,0.053275552,0.946724448,0,0,0,0,0,0,0,0.000343149,0.01506691,0.037865493,0.129775373,0.21803388,0.202018298,0.165508125,0.111245139,0.120143632
UNB-3-1-22-23,22,23,1,22.5,1.318439035,9.838176873,50.59821071,38.37736092,49.27977167,6.997870425,21.29910406,4.304769822,6.667393292,9.566953422,2.222407659,5.262183601,1.526566819,2.806915951,0,0.07332705,0.92667295,0,0,0,0,0,0,0.001087956,0.005641547,0.024551006,0.042046541,0.118528232,0.18723035,0.182214962,0.168888297,0.121110925,0.148700184
UNB-3-1-23-24,23,24,1,23.5,1.284363999,9.018511349,51.35412258,39.98408755,50.06975858,7.303137554,20.68446936,4.283376093,6.792894972,9.604730153,2.242327068,5.32135406,1.532898003,2.868516404,0,0.07721833,0.92278167,0,0,0,0,0,0,0,0.004824357,0.034407353,0.03798662,0.107392781,0.177791069,0.175980592,0.174153988,0.130302301,0.157160939
UNB-3-1-24-25,24,25,1,24.5,2.107649529,21.29650304,70.29213585,33.35096034,68.18448632,6.643135333,37.14113342,3.830492897,5.553239636,8.890149297,2.320889122,5.059656399,1.605000965,2.731864305,0,0.130043303,0.869956697,0,0,0,0,0,0,0,5.96824E-05,0.022314286,0.107669335,0.242318511,0.209174425,0.13809807,0.110986102,0.076205716,0.093173871
UNB-3-1-25-26,25,26,1,25.5,1.143116514,7.352644002,43.84085871,38.35204738,42.69774219,7.409773857,17.71522719,4.511580133,7.08752115,9.772811825,2.166161641,5.261231691,1.515076435,2.889429513,0,0.057160726,0.942839274,0,0,0,0,0,0,0,0.000628199,0.018711881,0.037820646,0.095770249,0.16007167,0.170468232,0.186007423,0.148742055,0.181779645
UNB-3-1-26-27,26,27,1,26.5,1.121730202,7.413250904,36.09509561,32.17805453,34.97336541,6.526087617,15.66413383,4.792053364,7.075677944,9.800058563,2.045064572,5.008005199,1.470120849,2.706218357,0,0.032108712,0.967891288,0,0,0,0,0,0,0,8.8355E-06,0.006386283,0.025713593,0.093934195,0.167773117,0.19100904,0.191329172,0.14443211,0.179413655
UNB-3-1-27-28,27,28,1,27.5,1.178888303,7.604620769,38.52130403,32.67595746,37.34241572,6.768488004,16.76520848,4.698199648,7.03890798,9.728357252,2.070656418,5.030157605,1.486760325,2.75883359,0,0.036543875,0.963456125,0,0,0,0,0,0,0,0.000714198,0.008471941,0.027357736,0.100182851,0.172835222,0.182878827,0.188630857,0.145420654,0.173507714
UNB-3-1-28-29,28,29,1,28.5,1.266401866,12.1831452,61.14701394,48.28405231,59.88061207,8.87792377,29.58083947,4.031574142,6.358969562,9.625048998,2.387417088,5.593474856,1.642013348,3.150222321,0,0.09554204,0.90445796,0,0,0,0,0,0,0,8.01501E-05,0.015634065,0.079827826,0.171081347,0.178205166,0.154222491,0.143768322,0.107240407,0.149940226
UNB-3-1-29-30,29,30,1,29.5,1.085377494,8.358928719,45.50986901,41.92999142,44.42449151,7.390787936,18.95663286,4.457676756,6.902466226,9.847587386,2.209129985,5.38991063,1.523590772,2.885728179,0,0.060217822,0.939782178,0,0,0,0,0,0,0,4.85767E-05,0.018209994,0.041959251,0.104685753,0.174120471,0.178862862,0.174059918,0.130732867,0.177320307
UNB-3-1-30-31,30,31,1,30.5,1.67487269,20.42652537,76.10993369,45.44222026,74.435061,7.850885305,39.64509989,3.715771427,5.613412373,9.221732846,2.481781517,5.50596142,1.66653727,2.972855349,0,0.147084001,0.852915999,0,0,0,0,0,0,0,0.000845895,0.029006937,0.117231169,0.227883453,0.189129943,0.134223317,0.110615406,0.077428637,0.113635243
UNB-3-1-31-32,31,32,1,31.5,1.888589842,25.55356258,97.06020315,51.3929499,95.17161331,7.900877147,48.57579847,3.36497631,5.290331749,9.048474869,2.68901592,5.683498559,1.715387984,2.982012829,0,0.211795276,0.788204724,0,0,0,0,0,0,0,0.001109273,0.053989625,0.156696377,0.230236191,0.174775256,0.117301543,0.095487353,0.067716284,0.102688097
UNB-3-1-32-33,32,33,1,32.5,1.801454878,21.98816105,99.36373877,55.15749518,97.5622839,8.444101246,46.2437147,3.331136731,5.507129238,9.116621768,2.736790022,5.785485037,1.723753318,3.077943877,0,0.200862253,0.799137747,0,0,0,0,0,0,0,0.004438955,0.056936064,0.139487234,0.202150097,0.177570326,0.130579857,0.107432119,0.074479445,0.106925903
UNB-3-1-33-34,33,34,1,33.5,1.804888167,18.76455262,77.45632194,42.91474859,75.65143377,7.364347639,37.05307424,3.690473194,5.735846296,9.113874836,2.46956809,5.423401642,1.633964921,2.880557732,0,0.143329776,0.856670224,0,0,0,0,0,0,0,0.001463846,0.034219182,0.107646749,0.204446634,0.198797717,0.14904221,0.117341075,0.079802332,0.107240256
UNB-3-1-34-35,34,35,1,34.5,1.973514185,19.55180588,71.79484779,36.37919015,69.8213336,6.552027189,34.9122573,3.799975874,5.676554323,8.985017396,2.364493274,5.185041522,1.589399243,2.711941344,0,0.12820661,0.87179339,0,0,0,0,0,0,0,0.00067733,0.027944245,0.099585035,0.216271047,0.2172061,0.1490948,0.112237664,0.077939888,0.099043891
UNB-3-1-35-36,35,36,1,35.5,1.798039832,17.81970741,72.77618911,40.47529304,70.97814928,6.91131992,33.39439116,3.780389683,5.810382541,9.119359303,2.412280233,5.338969621,1.596088632,2.788961262,0,0.126283085,0.873716915,0,0,0,0,0,6.36173E-07,0.000832956,0.007897578,0.033262801,0.084289114,0.195267652,0.214099135,0.154503507,0.118342779,0.08349429,0.108009552
UNB-3-1-36-37,36,37,1,36.5,2.395383871,21.91618424,70.55635772,29.45513602,68.16097385,5.533977867,34.7060713,3.825080102,5.511859553,8.705527412,2.275907218,4.88044731,1.541163622,2.468316874,0,0.126313779,0.873686221,0,0,0,0,0,0,0,0.000253387,0.023178201,0.102882191,0.240494539,0.234336778,0.14521537,0.10361746,0.066596629,0.083425445
UNB-3-1-37-38,37,38,1,37.5,2.16940705,18.5206575,68.97012163,31.79215336,66.80071458,5.929402493,32.53493665,3.857884679,5.754720874,8.848483511,2.293610164,4.990598832,1.549234472,2.567886731,0,0.119447607,0.880552393,0,0,0,0,0,0,0,0.000442016,0.026544908,0.092460683,0.204117806,0.227852722,0.165819729,0.116744774,0.075370352,0.090647009
UNB-3-1-38-39,38,39,1,38.5,1.893083542,16.91500453,65.63587206,34.6714081,63.74278852,6.309475195,30.88354365,3.929371681,5.885552626,9.045046206,2.301906498,5.115674525,1.557357925,2.657520011,0,0.109375764,0.890624236,0,0,0,0,0,0,0,0.000430701,0.025030008,0.083915056,0.190579999,0.222858386,0.168292432,0.12496274,0.081059912,0.102870768
UNB-3-1-39-40,39,40,1,39.5,1.770203256,15.79473481,63.41603503,35.82415456,61.64583177,6.596390164,29.54647018,3.979008511,5.984412475,9.141869264,2.29752443,5.162860752,1.561901487,2.721676734,0,0.10273342,0.89726658,0,0,0,0,0,0,0,0.000600408,0.024745985,0.077387028,0.180379219,0.219903529,0.168176705,0.129787424,0.088930155,0.110089548
UNB-3-1-40-41,40,41,1,40.5,1.761240321,12.82115864,60.47179653,34.33477862,58.71055621,7.065713652,26.87004561,4.04759375,6.285329546,9.149192506,2.260402865,5.101598757,1.564426746,2.820835283,0,0.094175808,0.905824192,0,0,0,0,0,0,0,0.001218546,0.021108291,0.071848971,0.156243295,0.200935241,0.171680624,0.152065735,0.112435774,0.112463522
UNB-3-1-41-42,41,42,1,41.5,1.573080754,14.25960053,57.81375137,36.75192848,56.24067061,7.147595675,28.18640475,4.112443502,6.131922624,9.312191551,2.264393796,5.199748049,1.575383452,2.837458026,0,0.085780377,0.914219623,0,0,0,0,0,0,0,0.000192359,0.017706001,0.067882017,0.178638696,0.211351238,0.16750555,0.134505018,0.098068195,0.124150925
UNB-3-1-42-43,42,43,1,42.5,1.851518345,17.3190842,61.27761671,33.09587338,59.42609836,6.31714916,30.71219497,4.028496003,5.851493544,9.077075441,2.253216941,5.048579438,1.556749927,2.659273637,0,0.095887418,0.904112582,0,0,0,0,0,0,0,1.80695E-07,0.01415731,0.081729927,0.206170541,0.227287767,0.162998127,0.120201182,0.082278519,0.105176446
UNB-3-1-43-44,43,44,1,43.5,1.55136132,13.50197995,57.42989935,37.01903523,55.87853803,6.942794466,26.72918951,4.122054156,6.210685209,9.332249548,2.263980335,5.210195392,1.558984215,2.795516463,0,0.085019442,0.914980558,0,0,0,0,0,0,0,0.000148036,0.02038443,0.064486976,0.164767994,0.211541454,0.173911189,0.139700308,0.099183586,0.125876026
UNB-3-1-44-45,44,45,1,44.5,1.656097396,13.93450047,69.36946332,41.88730897,67.71336593,7.24041003,29.07537557,3.849555467,6.165194905,9.237996763,2.399756762,5.388441297,1.584108142,2.8560714,0,0.116537251,0.883462749,0,0,0,0,0,0,0,0.00146791,0.024774681,0.09029466,0.153009234,0.201130901,0.1725702,0.138133525,0.10047839,0.118140499
UNB-3-1-45-46,45,46,1,45.5,2.06402343,22.90350403,102.3435591,49.58449481,100.2795356,8.872928509,53.49233001,3.288507785,5.448287855,8.920324937,2.712575283,5.631817152,1.777245638,3.149410344,0,0.239819741,0.760180259,0,0,0,0,0,0,1.93723E-07,0.001982033,0.051045114,0.1867924,0.184086797,0.16421053,0.137086912,0.108286714,0.07110837,0.095400936
UNB-3-1-46-47,46,47,1,46.5,1.862888262,28.83974836,138.9294375,74.57743996,137.0665493,13.3738227,77.86449825,2.847575773,5.115797614,9.068243142,3.184548495,6.220667369,2.047768445,3.741339991,0,0.336239967,0.663760033,0,0,0,0,0,0,0,0.003961211,0.123426758,0.208851998,0.14962223,0.12161887,0.109000947,0.101623824,0.077463768,0.104430394
UNB-3-1-47-48,47,48,1,47.5,2.846705703,34.91992267,111.6398214,39.21719807,108.7931157,6.910526767,62.78427062,3.163076373,4.839805826,8.456490932,2.673501975,5.293414559,1.740137234,2.788795687,0,0.309349848,0.690650152,0,0,0,0,0,0,2.44658E-07,0.002949402,0.06526807,0.241132132,0.221265626,0.15723877,0.105421549,0.079497452,0.053337083,0.073889672
UNB-3-1-48-49,48,49,1,48.5,2.578266055,43.93534418,141.5496426,54.90110006,138.9713766,8.944757169,83.02452922,2.820619988,4.508474194,8.59938314,3.048756364,5.778763152,1.924476179,3.161042317,0,0.399635724,0.600364276,0,0,0,0,0,0,0,0.00883496,0.129690994,0.26110977,0.173512052,0.121028889,0.093581913,0.076956787,0.055048086,0.080236549
UNB-3-1-49-50,49,50,1,49.5,2.042186405,32.1230579,148.4332775,72.68351071,146.3910911,11.9115189,78.66189704,2.752113527,4.960246956,8.935669727,3.246839071,6.1835562,2.009204579,3.574285486,0,0.341808976,0.658191024,0,0,0,0,0,0,0.006432143,0.018194497,0.116750878,0.200431458,0.16360542,0.12939244,0.103536931,0.093579946,0.07207823,0.095998056
UNB-3-1-50-51,50,51,1,50.5,2.400859584,29.60901108,131.2330721,54.66086937,128.8322125,9.245077106,66.36914186,2.929796755,5.077819884,8.702233255,2.970251517,5.772436501,1.856062345,3.208685352,0,0.300856164,0.699143836,0,0,0,0,0,9.2267E-06,0.001150053,0.008275757,0.101677183,0.189743945,0.186836399,0.147508783,0.119548345,0.096385829,0.065434743,0.083429739
UNB-3-1-51.5-53,51.5,53,1.5,52.25,3.190548511,50.53031981,166.1240925,52.06756514,162.9335439,6.762282934,84.97728508,2.589666777,4.306706879,8.291979815,3.201948563,5.702313038,1.829099753,2.75751038,0,0.42281933,0.57718067,0,0,0,0,0,0,0.003487374,0.023086266,0.150725174,0.245520516,0.208122566,0.112215992,0.075810344,0.064917414,0.049299803,0.06681455
UNB-3-1-53-60,53,60,7,56.5,7.418076136,71.69446712,172.9726983,23.31773024,165.5546221,3.556220416,85.69644915,2.531383752,3.801994404,7.07473921,2.794811022,4.543355458,1.596536111,1.830344746,0,0.560337796,0.439662204,0,0,0,0,0,0,0.002027453,0.019502851,0.206442116,0.332365376,0.203233971,0.086821472,0.046616345,0.035017569,0.025302579,0.04267027
UNB-3-1-60-63,60,63,3,61.5,2.932284605,33.99208477,112.2431585,38.27839846,109.3108739,5.968219547,55.63849722,3.155300583,4.878657343,8.413759148,2.666547584,5.258458565,1.660304343,2.577300607,0,0.272853272,0.727146728,0,0,0,0,0,0,0,0.000435501,0.074307207,0.198110564,0.255284086,0.170310673,0.099694852,0.076770862,0.054074821,0.071011434
UNB-3-1-63.5-64,63,64,1,63.5,1.501150581,14.60299729,90.29104076,60.14789051,88.78989018,10.36149815,39.96083088,3.469273348,6.097591675,9.379715583,2.703654236,5.910442235,1.749783159,3.37316071,0,0.167358883,0.832641117,0,0,0,0,0,0,0,0.001222425,0.052501805,0.113634653,0.165704667,0.153427369,0.142070014,0.137467768,0.103884914,0.130086385
UNB-3-1-64.5-70,64,70,6,67,1.291056518,8.753587694,67.74303317,52.4710051,66.45197665,8.288831347,23.52011784,3.883783605,6.835909852,9.597232126,2.471103723,5.713448521,1.584013888,3.051168709,0,0.110601717,0.889398283,0,0,0,0,0,0,0,5.95862E-05,0.032392306,0.078149825,0.110821469,0.146765633,0.160939057,0.177692407,0.136105792,0.157073925
UNB-3-1-70-73,70,73,3,71.5,1.02380722,6.623683933,34.01256258,33.22164751,32.98875536,6.305471054,13.47153896,4.877788484,7.238150452,9.931840199,2.036135891,5.054051715,1.445378896,2.656604152,0,0.040845616,0.959154384,0,0,0,0,0,0,0,0.000251662,0.012389459,0.028204496,0.070093707,0.145047045,0.194189997,0.199301357,0.151651418,0.19887086
UNB-3-1-73-74,73,74,1,73.5,1.315860653,8.698155948,52.79955512,40.12549127,51.48369447,7.856156253,21.20228818,4.243330416,6.84507471,9.569777567,2.255251566,5.32644715,1.554485502,2.973823624,0,0.076785886,0.923214114,0,0,0,0,0,0,0,0.001393132,0.019246847,0.056145908,0.118977205,0.16787458,0.163653715,0.16920023,0.145600742,0.157907643
UNB-3-1-74-81,74,81,7,77.5,0.995388232,5.073462915,25.56586802,25.68431814,24.57047979,5.615748817,9.876596269,5.28963718,7.622813483,9.972453049,1.885281109,4.682815869,1.390270317,2.489478408,0,0.022973243,0.977026757,0,0,0,0,0,0,0,2.34521E-05,0.007421018,0.015528773,0.051686371,0.122329931,0.168357505,0.21672215,0.189681504,0.228249297
UNB-3-1-81-84.5,81,84.5,3.5,82.75,0.9414935,4.648825054,37.99640074,40.35758158,37.05490724,6.775916661,11.10495021,4.717993426,7.74891815,10.05276124,2.130728116,5.334767819,1.440799999,2.760416131,0,0.049186511,0.950813489,0,0,0,0,0,0,0,6.04842E-06,0.014295449,0.034885014,0.068391306,0.106169266,0.130969105,0.197442284,0.193883155,0.253958373
UNB-3-1-84.5-88,84.5,88,3.5,86.25,1.046247046,7.393154232,44.08113368,42.13262426,43.03488663,7.604694834,17.47418925,4.503694862,7.079594274,9.900560735,2.19831961,5.396865873,1.519391259,2.926890356,0,0.052511672,0.947488328,0,0,0,0,0,0,0,4.79896E-05,0.01152516,0.040938523,0.102179047,0.155209604,0.175130837,0.180447586,0.140579086,0.193942169
UNB-3-1-88-91,88,91,3,89.5,1.070209373,6.9471048,38.12262931,35.62165524,37.05241994,6.664176196,15.02725763,4.713208565,7.169372424,9.867891215,2.09366742,5.154682651,1.470037952,2.736426545,0,0.037522566,0.962477434,0,0,0,0,0,0,0,0.00016392,0.008100373,0.029258273,0.091299127,0.150341444,0.186113337,0.195717354,0.147560237,0.191445936
UNB-3-1-91-96,91,96,5,93.5,1.079549453,6.752783125,28.41456611,26.32076376,27.33501666,5.702273557,12.58124538,5.137225504,7.21030206,9.855354952,1.918419766,4.718129448,1.416203125,2.511537252,0,0.013042917,0.986957083,0,0,0,0,0,0,0,0,0.002618688,0.010424229,0.072510212,0.157942492,0.209918457,0.206966504,0.150525017,0.189094401
UNB-3-1-96-101,96,101,5,98.5,1.069451478,8.969855447,80.87504089,75.62291749,79.80558941,10.47812716,27.58088437,3.628161653,6.800699549,9.868913257,2.720086424,6.240751604,1.673085509,3.38930897,0,0.140010995,0.859989005,0,0,0,0,0,0,0,0.000781714,0.042078136,0.097151146,0.106256829,0.134332116,0.152049528,0.15924652,0.125638724,0.182465289
UNB-3-1-101-105,101,105,4,103,0.927364387,6.05695049,54.23146401,58.47913157,53.30409962,9.604456639,18.71586257,4.204726073,7.367192666,10.07457605,2.396012459,5.869849982,1.584791035,3.263703997,0,0.078977232,0.921022768,0,0,0,0,0,0,0,0.000268846,0.020792947,0.057915439,0.108479989,0.110499293,0.137811348,0.17853643,0.157699237,0.227996471
UNB-3-1-105-109,105,109,4,107,1.024458802,6.93817376,51.42027246,50.19262109,50.39581366,8.059330854,17.86469944,4.281518935,7.171228313,9.930922317,2.319485787,5.649403381,1.536122858,3.01066006,0,0.075786818,0.924213182,0,0,0,0,0,0,0,0.000478603,0.020986532,0.054321683,0.094307731,0.134680577,0.162878416,0.185082041,0.146710795,0.200553621
UNB-3-1-109-115,109,115,6,112,1.678564016,19.3400841,131.9271212,78.59522777,130.2485571,9.786507233,49.61674726,2.922186915,5.692262121,9.218556726,3.1546773,6.296369811,1.787737775,3.290794059,0,0.225262719,0.774737281,0,0,0,0,0,0,0.059534277,0.013868369,0.034270696,0.117589378,0.153736685,0.170765889,0.142240249,0.114287645,0.079619762,0.114087051
UNB-3-1-109-115,109,115,6,112,1.62114852,18.6935455,97.02150148,59.84738615,95.40035296,8.861691126,43.91067156,3.365551683,5.741315967,9.268768017,2.754011493,5.903216333,1.725827601,3.147582043,0,0.192753251,0.807246749,0,0,0,0,0,0,0,0.001296093,0.054021555,0.137435603,0.173479986,0.177407857,0.146321281,0.114303932,0.078900462,0.116833231
UNB-3-1-115-120,115,120,5,117.5,1.234351054,10.62200802,58.13403513,47.09684083,56.89968407,8.605529621,25.60693675,4.104473139,6.556799666,9.662031524,2.354024791,5.557558385,1.607790059,3.105263985,0,0.089242782,0.910757218,0,0,0,0,0,0,0,0.000954156,0.024413025,0.063875602,0.142813764,0.179054283,0.160755576,0.149527431,0.11956404,0.159042124
UNB-3-1-120-125,120,125,5,122.5,1.280328869,11.46645047,57.79859792,45.14355594,56.51826905,7.823253285,26.02766526,4.112821694,6.446437327,9.609269852,2.336417809,5.496448158,1.585762926,2.967768674,0,0.08665349,0.91334651,0,0,0,0,0,0,0,1.20561E-06,0.02012151,0.066530774,0.151900541,0.184610009,0.171188311,0.151238367,0.106640281,0.147769001
