Site,Location,Sample,Depth,Size,Unique_ID,Color,Color-Group,Morphology,1st Order Morph,Comment,Feret,MinFeret,Length,plastic_or_not,match_val,good_match_vals,material_class,material_class_specific,spectrum_identity
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,250um,UNB-1-00-05-250um_B_6,black,Black,fiber,Fiber,,2.739,0.893,4.052,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,250um,UNB-1-00-05-250um_B_7,blue,Blue,fiber,Fiber,,0.892,0.171,1.068,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,250um,UNB-1-00-05-250um_B_8,black,Black,fiber,Fiber,,0.903,0.225,1.912,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,250um,UNB-1-00-05-250um_B_9,black,Black,fiber,Fiber,,0.608,0.398,4.077,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_1,black,Black,fiber,Fiber,,1.816,0.547,2.541,plastic,0.964899198,TRUE,poly(propylene),poly(propylene),pp
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_10,blue,Blue,fiber,Fiber,,2.611,0.322,3.005,plastic,0.780753849,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,,fibre_polyester
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_11,silver,,not plastic,,from core barrel,0.903,0.694,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_12,blue,Blue,fiber,Fiber,,1.273,0.223,1.562,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_13,blue,Blue,fiber,Fiber,,1.75,0.641,3.792,plastic,0.774326433,TRUE,ethylene-vinyl acetate,,eva 5. green fiber
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_14,white,White,foam,Non-Fiber,,2.216,1.625,0,plastic,0.872509993,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,polystyrene-packaging foam-centrifuge tube
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_15,white,White,foam,Non-Fiber,,1.421,1.177,0,plastic,0.93357846,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,ps
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_16,black,,not plastic,,,1.811,0.452,3.561,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_17,silver,,not plastic,,from core barrel,1.256,0.704,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_18,silver,,not plastic,,from core barrel,0.738,0.644,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_19,black,,not plastic,,,2.567,0.793,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_2,white,White,foam,Non-Fiber,,1.051,0.778,0,plastic,0.879131285,TRUE,cellulose derivatives (ether cellulose),cellulose acetate,ca
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_20,black,,not plastic,,,1.961,0.755,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_21,silver,,not plastic,,from core barrel,0.101,0.041,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_22,blue,Blue,fragment,Non-Fiber,thick fiber shape,0.956,0.756,0,plastic,0.9529751,TRUE,poly(propylene),poly(propylene),fibre_polypropylene_dyed
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_23,pink,Red,fragment,Non-Fiber,,1.608,1.088,0,plastic,0.970979452,TRUE,poly(ethylene),poly(ethylene),hdpe.1
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_24,black,Black,fiber,Fiber,,2.374,0.499,2.711,plastic,0.846055406,TRUE,polyacrylonitriles (nitriles),,pan
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_25,silver,,not plastic,,from core barrel,0.741,0.6,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_26,black,,not plastic,,maleable and squiching into pieces,1.962,0.676,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_27,silver,,not plastic,,from core barrel,1.196,0.741,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_28,black,Black,fiber,Fiber,,2.103,0.824,6.051,plastic,0.617287696,FALSE,Unknown,,pes
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_29,silver,,not plastic,,from core barrel,0.664,0.494,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_3,black,Black,TRWP,Non-Fiber,or tar; bouncy,0.932,0.672,0,not plastic,0.632703201,FALSE,Unknown,,soil
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_30,silver,,not plastic,,from core barrel,0.852,0.633,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_31,silver,,not plastic,,from core barrel,1.224,0.608,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_32,silver,,not plastic,,from core barrel,1.022,0.717,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_33,silver,,not plastic,,from core barrel,0.872,0.742,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_34,silver,,not plastic,,from core barrel,1.249,0.821,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_35,silver,,not plastic,,from core barrel,0.791,0.612,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_36,silver,,not plastic,,from core barrel,2.175,1.247,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_37,silver,,not plastic,,from core barrel,1.578,1.284,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_38,silver,,not plastic,,from core barrel,1.87,0.924,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_39,silver,,not plastic,,from core barrel,1.452,0.672,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_4,blue,Blue,fiber,Fiber,,1.729,0.743,3.47,plastic,0.821042751,TRUE,polymethacrylates,,pbs
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_40,silver,,not plastic,,from core barrel,0.923,0.677,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_41,silver,,not plastic,,from core barrel,1.125,0.564,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_42,silver,,not plastic,,from core barrel,0.806,0.463,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_43,silver,,not plastic,,from core barrel,1.091,0.638,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_44,silver,,not plastic,,from core barrel,0.917,0.74,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_45,silver,,not plastic,,from core barrel,0.803,0.653,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_46,gray,Black,fiber,Fiber,,1.205,0.468,1.812,plastic,0.615641334,FALSE,Unknown,poly(ethylene terephthalate),pet
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_47,silver,,not plastic,,from core barrel,0.758,0.467,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_48,silver,,not plastic,,from core barrel,0.956,0.753,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_49,silver,,not plastic,,from core barrel,1.049,0.792,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_5,blue,Blue,fiber,Fiber,,2.041,0.741,4.609,plastic,0.86021245,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.1
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_50,silver,,not plastic,,from core barrel,1.069,0.849,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_6,black,Black,film,Non-Fiber,,1.346,1.101,0,plastic,0.683338589,FALSE,Unknown,poly(ethylene),ldpe.2
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_7,white,White,foam,Non-Fiber,,1.997,1.673,0,plastic,0.896276042,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_8,gray,Black,fiber,Fiber,may be a faded red,1.904,0.387,2.234,plastic,0.794262253,TRUE,poly(propylene),poly(propylene),polypropylen
Upper Newport Bay,UNB-1,UNB-1-00-05,0-5cm,500um,UNB-1-00-05-500um_A_9,blue,Blue,fiber,Fiber,,1.408,0.757,2.837,plastic,0.96044034,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.1
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_1,white,,not plastic,,crunchy.,3.333,2.677,0,not plastic,0.839467482,TRUE,mineral,,soil
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_10,blue,Blue,fiber,Fiber,,1.395,0.375,2.161,plastic,0.481956911,FALSE,Unknown,,rubber
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_11,black,Black,fragment,Non-Fiber,or film; or black grass,2.957,0.877,0,plastic,0.860688262,TRUE,poly(acrylamide/amid)s,,ethylene_acrylic_acid
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_12,blue,Blue,fiber,Fiber,,0.953,0.691,2.272,plastic,0.851038738,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_13,black,Black,fragment,Non-Fiber,thick and waxy,3.732,1.022,0,plastic,0.955908453,TRUE,poly(propylene),poly(propylene),pp
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_14,blue,Blue,fiber,Fiber,,1.29,0.457,2.944,plastic,0.425542963,FALSE,Unknown,polystyrene,ps
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_16,gray,,not plastic,,broke easily,2.741,0.761,3.335,plastic,0.556586988,FALSE,Unknown,,poly(1_butene)_isotactic
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_17,blue,Blue,fragment,Non-Fiber,thick and translucent around blue core,2.371,1.215,0,plastic,0.775656237,TRUE,poly(acrylamide/amid)s,"nylon 6,12 - poly(hexamethylene dodecanediamide)",nylon_6_12
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_18,blue,Blue,fiber,Fiber,,3.28,0.451,4.404,plastic,0.628988828,FALSE,Unknown,poly(methyl methacrylate),pmma
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_19,gray,Black,fiber,Fiber,,1.646,0.879,2.722,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_2,blue,Blue,fiber,Fiber,,2.04,0.196,2.166,not plastic,0.68300802,FALSE,Unknown,,sigmacell cellulose (20 um)
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_20,white,,not plastic,,crunchy,1.851,0.853,2.769,plastic,0.51492512,FALSE,Unknown,poly(2-hydroxyethyl methacrylate),poly(2_hydroxyethyl_methacrylate)
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_21,blue,Blue,fiber,Fiber,,4.536,0.639,7.136,plastic,0.850751097,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,,pes
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_22,blue,Blue,fiber,Fiber,,1.039,0.547,1.928,plastic,0.840032985,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.1
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_23,blue,Blue,fiber,Fiber,,1.946,1.43,4.146,plastic,0.848288645,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.1
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_24,blue,Blue,fiber,Fiber,,3.637,1.203,5.55,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_25,blue,Blue,fiber,Fiber,,2.719,0.518,3.203,plastic,0.670398205,FALSE,Unknown,,pan
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_26,pink,Red,fiber,Fiber,,2.094,0.254,2.204,plastic,0.79476559,TRUE,polyacrylonitriles (nitriles),,pan
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_27,white,White,foam,Non-Fiber,or organic?,1.884,0.723,0,plastic,0.898151501,TRUE,cellulose derivatives (ether cellulose),cellulose acetate,ca
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_28,pink,Red,fiber,Fiber,,3.895,0.773,6.418,plastic,0.827574999,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.1
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_29,blue,Blue,fiber,Fiber,,2.307,1.517,6.12,plastic,0.873306095,TRUE,polyacrylonitriles (nitriles),,pan
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_3,blue,Blue,fiber,Fiber,,4.84,2.104,8.578,not plastic,0.647641931,FALSE,Unknown,,staurolite
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_30,black,Black,fragment,Non-Fiber,may tear apart,1.182,0.349,0,plastic,0.959766641,TRUE,poly(propylene),poly(propylene),pp
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_31,blue,Blue,fragment,Non-Fiber,or film,2.401,0.186,0,plastic,0.950323264,TRUE,poly(ethylene),poly(ethylene),pe
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_32,black,Black,fiber,Fiber,,3.226,0.547,3.544,not plastic,0.686619842,FALSE,Unknown,,amber
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_33,black,Black,fiber,Fiber,,1.835,0.5,2.331,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_34,blue,Blue,fiber,Fiber,,2.048,0.489,3.376,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_35,blue,Blue,fiber,Fiber,,5.724,2.176,7.787,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_36,black,Black,fiber,Fiber,,3.451,0.675,4.398,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_37,black,Black,fiber,Fiber,,4.033,1.441,5.59,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_4,gray,Black,fiber,Fiber,,2.928,1.864,8.398,plastic,0.749949378,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.1
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_5,white,,not plastic,,crunchy.,2.299,1.782,0,not plastic,0.837643649,TRUE,mineral,,soil
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_6,blue,Blue,fiber,Fiber,,1.248,0.456,2.399,plastic,0.658898426,FALSE,Unknown,poly(vinyl alcohol),fibre_polyvinyl_alcohol
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_7,red,,not plastic,,may be a hair; broke,1.383,0.435,2.09,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_8,black,Black,fiber,Fiber,,2.402,0.826,3.642,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_A_9,blue,Blue,fiber,Fiber,,1.595,0.436,1.992,plastic,0.831017767,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.1
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_1,black,Black,fiber,Fiber,,2.62,1.529,6.49,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_10,blue,Blue,fiber,Fiber,,1.344,0.488,1.787,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_11,black,Black,fiber,Fiber,,2.448,0.156,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_12,clear,Transparent,fiber,Fiber,,7.003,1.012,8.202,plastic,0.791454474,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.1
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_13,black,Black,fiber,Fiber,,2.078,0.91,4.331,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_14,black,Black,fragment,Non-Fiber,,1.372,0.885,0,plastic,0.906546583,TRUE,poly(propylene),poly(propylene),pp
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_15,clear,Transparent,fiber,Fiber,,2.216,0.676,3.923,plastic,0.78932308,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,,pes
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_16,blue,Blue,fiber,Fiber,translucent,1.027,0.282,1.57,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_17,blue,Blue,fiber,Fiber,translucent,1.906,0.467,3.837,plastic,0.932218457,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,,fibre_polyester
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_18,clear,Transparent,fiber,Fiber,,4.674,2.161,10.656,plastic,0.682605261,FALSE,Unknown,,pes
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_19,green,Green,fiber,Fiber,,3.812,1.148,6.428,plastic,0.852280888,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,,fibre_polyester
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_2,blue,Blue,fiber,Fiber,,2.288,0.253,2.56,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_3,red,Red,fiber,Fiber,,3.432,0.203,3.568,plastic,0.809930824,TRUE,polyacrylonitriles (nitriles),,pan
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_4,gray,Black,fiber,Fiber,may be not plastic,5.181,1.177,6.832,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_5,black,Black,fiber,Fiber,,1.786,1.173,3.33,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_6,clear,Transparent,fiber,Fiber,hint of green,5.853,1.391,10.088,plastic,0.76463607,TRUE,poly(propylene),poly(propylene),pbe
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_7,red,Red,fiber,Fiber,,2.185,1.094,3.51,plastic,0.850125809,TRUE,polyacrylonitriles (nitriles),,pan
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_8,red,Red,fiber,Fiber,,2.416,0.624,2.929,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,1000um,UNB-1-05-10-1000um_B_9,pink,Red,fiber,Fiber,could be faded red,7.679,2.765,12.865,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_1,black,Black,fiber,Fiber,,0.644,0.323,1.171,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_10,gray,Black,fiber,Fiber,,1.478,0.465,2.018,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_11,pink,Red,fiber,Fiber,,1.966,0.391,2.199,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_12,pink,Red,fragment,Non-Fiber,,0.898,0.378,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_13,black,Black,fragment,Non-Fiber,,0.705,0.376,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_14,blue,Blue,fiber,Fiber,,1.129,0.353,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_15,black,Black,fiber,Fiber,,1.396,0.139,1.472,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_16,blue,Blue,fiber,Fiber,,1.153,0.135,1.219,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_17,white,White,fragment,Non-Fiber,,0.985,0.715,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_18,white,White,fragment,Non-Fiber,blue paint,0.764,0.499,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_19,black,Black,fiber,Fiber,,0.535,0.363,1.2,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_2,black,Black,fragment,Non-Fiber,,0.757,0.334,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_20,clear,Transparent,fiber,Fiber,,2.415,0.907,5.218,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_21,blue,Blue,fiber,Fiber,,1.281,0.58,2.52,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_22,black,Black,fragment,Non-Fiber,tar or TW,0.534,0.345,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_23,blue,Blue,fiber,Fiber,,0.407,0.236,1.255,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_24,black,Black,fragment,Non-Fiber,or thick fiber,0.586,0.167,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_25,black,,not plastic,,broke apart easily,1.381,0.384,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_26,green,Green,fragment,Non-Fiber,,0.677,0.237,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_27,black,Black,fragment,Non-Fiber,,0.542,0.328,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_28,black,Black,fragment,Non-Fiber,turning translucent; film or maleable,0.921,0.3,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_29,black,Black,fiber,Fiber,,1.785,0.905,6.806,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_3,black,Black,fiber,Fiber,,0.61,0.372,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_30,black,,not plastic,,,0.267,0.09,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_31,green,Green,fiber,Fiber,,1.655,0.626,2.17,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_32,black,Black,fiber,Fiber,,2.432,0.084,2.503,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_33,green,Green,fragment,Non-Fiber,maleable,0.589,0.393,0,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_34,blue,Blue,fiber,Fiber,,0.774,0.487,1.578,,,,,,
Upper Newport Bay,UNB-1,UNB-1-05-10,05-10cm,250um,UNB-1-05-10-250um_A_35,black,Black,fragment,Non-Fiber,turning translucent,0.719,0.552,0,,,,,,
