Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg)
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_35,Basin II,SUB-2-3,SUB-2-3-S1,35,black,,Non-Fiber,0.386,0.195,0,0.386,366.7,386,405.3,185.25,195,204.75,3.86,194.93,204.75,,,1.20E-09,1.45E-09,1.70E-09,262214.336,14672381.1,16991214.6,3.15E-04,2.13E-02,2.89E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_37,Basin II,SUB-2-3,SUB-2-3-S1,37,black,,Non-Fiber,0.842,0.44,0,0.842,799.9,842,884.1,418,440,462,8.42,425.21,462,,,1.20E-09,1.45E-09,1.70E-09,2815296.04,157531801,188705840,3.38E-03,2.28E-01,3.21E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_38,Basin II,SUB-2-3,SUB-2-3-S1,38,black,,Non-Fiber,0.509,0.408,0,0.509,483.55,509,534.45,387.6,408,428.4,5.09,257.045,428.4,,,1.20E-09,1.45E-09,1.70E-09,953988.058,53381049.2,98085770,1.14E-03,7.74E-02,1.67E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_39,Basin II,SUB-2-3,SUB-2-3-S1,39,black,,Non-Fiber,0.496,0.276,0,0.496,471.2,496,520.8,262.2,276,289.8,4.96,250.48,289.8,,,1.20E-09,1.45E-09,1.70E-09,612801.254,34289710.1,43738888,7.35E-04,4.97E-02,7.44E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_40,Basin II,SUB-2-3,SUB-2-3-S1,40,black,,Non-Fiber,0.67,0.464,0,0.67,636.5,670,703.5,440.8,464,487.2,6.7,338.35,487.2,,,1.20E-09,1.45E-09,1.70E-09,1879813.64,105186248,166985461,2.26E-03,1.53E-01,2.84E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_41,Basin II,SUB-2-3,SUB-2-3-S1,41,black,,Non-Fiber,0.898,0.464,0,0.898,853.1,898,942.9,440.8,464,487.2,8.98,453.49,487.2,,,1.20E-09,1.45E-09,1.70E-09,3376897.39,188956585,223810365,4.05E-03,2.74E-01,3.80E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_42,Basin II,SUB-2-3,SUB-2-3-S1,42,black,,Non-Fiber,0.777,0.419,0,0.777,738.15,777,815.85,398.05,419,439.95,7.77,392.385,439.95,,,1.20E-09,1.45E-09,1.70E-09,2282986.12,127746038,157912665,2.74E-03,1.85E-01,2.68E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_43,Basin II,SUB-2-3,SUB-2-3-S1,43,black,,Non-Fiber,0.58,0.357,0,0.58,551,580,609,339.15,357,374.85,5.8,292.9,374.85,,,1.20E-09,1.45E-09,1.70E-09,1083855.57,60647874,85572126.2,1.30E-03,8.79E-02,1.45E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_46,Basin II,SUB-2-3,SUB-2-3-S1,46,black,,Non-Fiber,0.529,0.313,0,0.529,502.55,529,555.45,297.35,313,328.65,5.29,267.145,328.65,,,1.20E-09,1.45E-09,1.70E-09,790501.853,44233067.7,59994611.4,9.49E-04,6.41E-02,1.02E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_50,Basin II,SUB-2-3,SUB-2-3-S1,50,black,,Non-Fiber,1.21,0.494,0,1.21,1149.5,1210,1270.5,469.3,494,518.7,12.1,253.05,494,,,1.20E-09,1.45E-09,1.70E-09,6527470.24,151258107,325550125,7.83E-03,2.19E-01,5.53E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_54,Basin II,SUB-2-3,SUB-2-3-S1,54,black,,Non-Fiber,0.675,0.285,0,0.675,641.25,675,708.75,270.75,285,299.25,6.75,145.875,285,,,1.20E-09,1.45E-09,1.70E-09,1171924.45,28062703.1,60446629.7,1.41E-03,4.07E-02,1.03E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_55,Basin II,SUB-2-3,SUB-2-3-S1,55,black,,Non-Fiber,0.289,0.201,0,0.289,274.55,289,303.45,190.95,201,211.05,2.89,145.945,211.05,,,1.20E-09,1.45E-09,1.70E-09,151509.182,8477799.11,13516301,1.82E-04,1.23E-02,2.30E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_56,Basin II,SUB-2-3,SUB-2-3-S1,56,black,,Non-Fiber,0.458,0.295,0,0.458,435.1,458,480.9,280.25,295,309.75,4.58,231.29,309.75,,,1.20E-09,1.45E-09,1.70E-09,558470.43,31249591.9,46139980.6,6.70E-04,4.53E-02,7.84E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_58,Basin II,SUB-2-3,SUB-2-3-S1,58,black,,Non-Fiber,0.425,0.217,0,0.425,403.75,425,446.25,206.15,217,227.85,4.25,214.625,227.85,,,1.20E-09,1.45E-09,1.70E-09,353740.516,19793790.6,23167346.5,4.24E-04,2.87E-02,3.94E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_63,Basin II,SUB-2-3,SUB-2-3-S1,63,black,,Non-Fiber,0.87,0.552,0,0.87,826.5,870,913.5,524.4,552,579.6,8.7,439.35,579.6,,,1.20E-09,1.45E-09,1.70E-09,3770724.42,210993444,306877682,4.52E-03,3.06E-01,5.22E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_64,Basin II,SUB-2-3,SUB-2-3-S1,64,black,,Non-Fiber,1.189,0.545,0,1.189,1129.55,1189,1248.45,517.75,545,572.25,11.89,278.445,545,,,1.20E-09,1.45E-09,1.70E-09,6953563.45,180433752,389361904,8.34E-03,2.62E-01,6.62E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_65,Basin II,SUB-2-3,SUB-2-3-S1,65,black,,Non-Fiber,0.897,0.341,0,0.897,852.15,897,941.85,323.95,341,358.05,8.97,174.985,341,,,1.20E-09,1.45E-09,1.70E-09,2476204.31,53523886.8,114995223,2.97E-03,7.76E-02,1.95E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_67,Basin II,SUB-2-3,SUB-2-3-S1,67,black,,Non-Fiber,1.229,0.371,0,1.229,1167.55,1229,1290.45,352.45,371,389.55,12.29,191.645,371,,,1.20E-09,1.45E-09,1.70E-09,5057371.84,87382262.6,186499770,6.07E-03,1.27E-01,3.17E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_68,Basin II,SUB-2-3,SUB-2-3-S1,68,black,,Non-Fiber,0.385,0.208,0,0.385,365.75,385,404.25,197.6,208,218.4,3.85,194.425,218.4,,,1.20E-09,1.45E-09,1.70E-09,278247.97,15569554,19282142.9,3.34E-04,2.26E-02,3.28E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_69,Basin II,SUB-2-3,SUB-2-3-S1,69,black,,Non-Fiber,0.357,0.227,0,0.357,339.15,357,374.85,215.65,227,238.35,3.57,180.285,238.35,,,1.20E-09,1.45E-09,1.70E-09,261101.58,14610116.1,21295499.3,3.13E-04,2.12E-02,3.62E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_70,Basin II,SUB-2-3,SUB-2-3-S1,70,black,,Non-Fiber,0.395,0.223,0,0.395,375.25,395,414.75,211.85,223,234.15,3.95,199.475,234.15,,,1.20E-09,1.45E-09,1.70E-09,314012.014,17570755.4,22739175.8,3.77E-04,2.55E-02,3.87E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_72,Basin II,SUB-2-3,SUB-2-3-S1,72,black,,Non-Fiber,0.591,0.41,0,0.591,561.45,591,620.55,389.5,410,430.5,5.91,298.455,430.5,,,1.20E-09,1.45E-09,1.70E-09,1292427.02,72318631.1,115006687,1.55E-03,1.05E-01,1.96E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_74,Basin II,SUB-2-3,SUB-2-3-S1,74,black,,Non-Fiber,1.375,0.272,0,1.375,1306.25,1375,1443.75,258.4,272,285.6,13.75,142.875,272,,,1.20E-09,1.45E-09,1.70E-09,4641106.25,53435250,112155120,5.57E-03,7.75E-02,1.91E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_5,Basin II,SUB-2-3,SUB-2-3-S1,5,black,,Non-Fiber,0.617,0.277,0,0.617,586.15,617,647.85,263.15,277,290.85,6.17,141.585,277,,,1.20E-09,1.45E-09,1.70E-09,951693.948,24198150.8,52194326.8,1.14E-03,3.51E-02,8.87E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_6,Basin II,SUB-2-3,SUB-2-3-S1,6,black,,Non-Fiber,0.571,0.359,0,0.571,542.45,571,599.55,341.05,359,376.95,5.71,288.355,376.95,,,1.20E-09,1.45E-09,1.70E-09,1056364.69,59109603.1,85190840.4,1.27E-03,8.57E-02,1.45E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_7,Basin II,SUB-2-3,SUB-2-3-S1,7,black,,Non-Fiber,1.166,0.712,0,1.166,1107.7,1166,1224.3,676.4,712,747.6,11.66,588.83,747.6,,,1.20E-09,1.45E-09,1.70E-09,8736234.94,488841955,684268322,1.05E-02,7.09E-01,1.16E+00
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_9,Basin II,SUB-2-3,SUB-2-3-S1,9,black,,Non-Fiber,0.627,0.387,0,0.627,595.65,627,658.35,367.65,387,406.35,6.27,316.635,406.35,,,1.20E-09,1.45E-09,1.70E-09,1373071.83,76831166.1,108706964,1.65E-03,1.11E-01,1.85E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_10,Basin II,SUB-2-3,SUB-2-3-S1,10,black,,Non-Fiber,0.603,0.423,0,0.603,572.85,603,633.15,401.85,423,444.15,6.03,304.515,444.15,,,1.20E-09,1.45E-09,1.70E-09,1388104.63,77672336.5,124901008,1.67E-03,1.13E-01,2.12E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_11,Basin II,SUB-2-3,SUB-2-3-S1,11,black,,Non-Fiber,0.633,0.389,0,0.633,601.35,633,664.65,369.55,389,408.45,6.33,319.665,408.45,,,1.20E-09,1.45E-09,1.70E-09,1406708.89,78713350.6,110884492,1.69E-03,1.14E-01,1.89E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_12,Basin II,SUB-2-3,SUB-2-3-S1,12,black,,Non-Fiber,0.599,0.292,0,0.599,569.05,599,628.95,277.4,292,306.6,5.99,148.995,292,,,1.20E-09,1.45E-09,1.70E-09,945548.275,26060417.5,56308132.4,1.13E-03,3.78E-02,9.57E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_13,Basin II,SUB-2-3,SUB-2-3-S1,13,black,,Non-Fiber,0.636,0.359,0,0.636,604.2,636,667.8,341.05,359,376.95,6.36,321.18,376.95,,,1.20E-09,1.45E-09,1.70E-09,1310556.93,73333102.3,94888571.8,1.57E-03,1.06E-01,1.61E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_14,Basin II,SUB-2-3,SUB-2-3-S1,14,black,,Non-Fiber,0.493,0.336,0,0.493,468.35,493,517.65,319.2,336,352.8,4.93,248.965,352.8,,,1.20E-09,1.45E-09,1.70E-09,737021.788,41240554.3,64430777.4,8.84E-04,5.98E-02,1.10E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_15,Basin II,SUB-2-3,SUB-2-3-S1,15,black,,Non-Fiber,0.508,0.341,0,0.508,482.6,508,533.4,323.95,341,358.05,5.08,256.54,358.05,,,1.20E-09,1.45E-09,1.70E-09,794198.412,44439911.1,68381774.7,9.53E-04,6.44E-02,1.16E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_16,Basin II,SUB-2-3,SUB-2-3-S1,16,black,,Non-Fiber,0.283,0.219,0,0.283,268.85,283,297.15,208.05,219,229.95,2.83,142.915,229.95,,,1.20E-09,1.45E-09,1.70E-09,158293.906,8857442.96,15712401.3,1.90E-04,1.28E-02,2.67E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_17,Basin II,SUB-2-3,SUB-2-3-S1,17,black,,Non-Fiber,0.603,0.34,0,0.603,572.85,603,633.15,323,340,357,6.03,304.515,357,,,1.20E-09,1.45E-09,1.70E-09,1115734.22,62431665.3,80694334.4,1.34E-03,9.05E-02,1.37E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_18,Basin II,SUB-2-3,SUB-2-3-S1,18,black,,Non-Fiber,0.489,0.27,0,0.489,464.55,489,513.45,256.5,270,283.5,4.89,246.945,283.5,,,1.20E-09,1.45E-09,1.70E-09,582678.097,32604148.4,41267131.8,6.99E-04,4.73E-02,7.02E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_19,Basin II,SUB-2-3,SUB-2-3-S1,19,black,,Non-Fiber,0.666,0.445,0,0.666,632.7,666,699.3,422.75,445,467.25,6.66,336.33,467.25,,,1.20E-09,1.45E-09,1.70E-09,1781376.34,99678122.1,152672968,2.14E-03,1.45E-01,2.60E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_21,Basin II,SUB-2-3,SUB-2-3-S1,21,black,,Non-Fiber,0.613,0.384,0,0.613,582.35,613,643.65,364.8,384,403.2,6.13,309.565,403.2,,,1.20E-09,1.45E-09,1.70E-09,1302265.05,72869124.5,104638335,1.56E-03,1.06E-01,1.78E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_23,Basin II,SUB-2-3,SUB-2-3-S1,23,black,,Non-Fiber,0.715,0.56,0,0.715,679.25,715,750.75,532,560,588,7.15,361.075,588,,,1.20E-09,1.45E-09,1.70E-09,2583731.15,144574430,259567308,3.10E-03,2.10E-01,4.41E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_24,Basin II,SUB-2-3,SUB-2-3-S1,24,black,,Non-Fiber,0.62,0.27,0,0.62,589,620,651,256.5,270,283.5,6.2,138.1,270,,,1.20E-09,1.45E-09,1.70E-09,936686.7,23117940,49830795,1.12E-03,3.35E-02,8.47E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_25,Basin II,SUB-2-3,SUB-2-3-S1,25,black,,Non-Fiber,0.574,0.468,0,0.574,545.3,574,602.7,444.6,468,491.4,5.74,289.87,491.4,,,1.20E-09,1.45E-09,1.70E-09,1391607.78,77868357.8,145536356,1.67E-03,1.13E-01,2.47E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_26,Basin II,SUB-2-3,SUB-2-3-S1,26,black,,Non-Fiber,0.786,0.314,0,0.786,746.7,786,825.3,298.3,314,329.7,7.86,160.93,314,,,1.20E-09,1.45E-09,1.70E-09,1750741.19,39718167.7,85439842.7,2.10E-03,5.76E-02,1.45E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_27,Basin II,SUB-2-3,SUB-2-3-S1,27,black,,Non-Fiber,0.437,0.333,0,0.437,415.15,437,458.85,316.35,333,349.65,4.37,220.685,349.65,,,1.20E-09,1.45E-09,1.70E-09,573923.91,32114301.9,56096763,6.89E-04,4.66E-02,9.54E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_28,Basin II,SUB-2-3,SUB-2-3-S1,28,black,,Non-Fiber,0.416,0.142,0,0.416,395.2,416,436.8,134.9,142,149.1,4.16,73.08,142,,,1.20E-09,1.45E-09,1.70E-09,221779.917,4316981.76,9248016.96,2.66E-04,6.26E-03,1.57E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_29,Basin II,SUB-2-3,SUB-2-3-S1,29,black,,Non-Fiber,0.391,0.261,0,0.391,371.45,391,410.55,247.95,261,274.05,3.91,197.455,274.05,,,1.20E-09,1.45E-09,1.70E-09,360115.018,20150480.2,30833701.9,4.32E-04,2.92E-02,5.24E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_30,Basin II,SUB-2-3,SUB-2-3-S1,30,black,,Non-Fiber,0.48,0.221,0,0.48,456,480,504,209.95,221,232.05,4.8,112.9,221,,,1.20E-09,1.45E-09,1.70E-09,459538.56,11976432,25846657.2,5.51E-04,1.74E-02,4.39E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_31,Basin II,SUB-2-3,SUB-2-3-S1,31,black,,Non-Fiber,0.422,0.323,0,0.422,400.9,422,443.1,306.85,323,339.15,4.22,213.11,339.15,,,1.20E-09,1.45E-09,1.70E-09,519128.216,29048171.7,50966568.3,6.23E-04,4.21E-02,8.66E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_32,Basin II,SUB-2-3,SUB-2-3-S1,32,black,,Non-Fiber,0.563,0.454,0,0.563,534.85,563,591.15,431.3,454,476.7,5.63,284.315,476.7,,,1.20E-09,1.45E-09,1.70E-09,1298732.93,72671482.6,134334634,1.56E-03,1.05E-01,2.28E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_33,Basin II,SUB-2-3,SUB-2-3-S1,33,black,,Non-Fiber,0.676,0.434,0,0.676,642.2,676,709.8,412.3,434,455.7,6.76,341.38,455.7,,,1.20E-09,1.45E-09,1.70E-09,1789906.45,100155430,147398835,2.15E-03,1.45E-01,2.51E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_34,Basin II,SUB-2-3,SUB-2-3-S1,34,black,,Non-Fiber,0.58,0.375,0,0.58,551,580,609,356.25,375,393.75,5.8,292.9,393.75,,,1.20E-09,1.45E-09,1.70E-09,1138503.75,63705750,94418789.1,1.37E-03,9.24E-02,1.61E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_36,Basin II,SUB-2-3,SUB-2-3-S1,36,black,,Non-Fiber,0.861,0.326,0,0.861,817.95,861,904.05,309.7,326,342.3,8.61,167.305,326,,,1.20E-09,1.45E-09,1.70E-09,2181077.58,46960171.2,100882759,2.62E-03,6.81E-02,1.72E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_38,Basin II,SUB-2-3,SUB-2-3-S1,38,black,,Non-Fiber,0.683,0.498,0,0.683,648.85,683,717.15,473.1,498,522.9,6.83,344.915,522.9,,,1.20E-09,1.45E-09,1.70E-09,2096611.49,117317319,196086316,2.52E-03,1.70E-01,3.33E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_40,Basin II,SUB-2-3,SUB-2-3-S1,40,black,,Non-Fiber,1.217,0.309,0,1.217,1156.15,1217,1277.85,293.55,309,324.45,12.17,160.585,309,,,1.20E-09,1.45E-09,1.70E-09,4130349.92,60388471,128110916,4.96E-03,8.76E-02,2.18E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_41,Basin II,SUB-2-3,SUB-2-3-S1,41,black,,Non-Fiber,0.767,0.345,0,0.767,728.65,767,805.35,327.75,345,362.25,7.67,176.335,345,,,1.20E-09,1.45E-09,1.70E-09,1831711.34,46660886,100649623,2.20E-03,6.77E-02,1.71E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_42,Basin II,SUB-2-3,SUB-2-3-S1,42,black,,Non-Fiber,0.641,0.517,0,0.641,608.95,641,673.05,491.15,517,542.85,6.41,323.705,542.85,,,1.20E-09,1.45E-09,1.70E-09,1917139.93,107274866,198338495,2.30E-03,1.56E-01,3.37E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_43,Basin II,SUB-2-3,SUB-2-3-S1,43,black,,Non-Fiber,0.89,0.319,0,0.89,845.5,890,934.5,303.05,319,334.95,8.9,163.95,319,,,1.20E-09,1.45E-09,1.70E-09,2280436.1,46547044.5,99850437.2,2.74E-03,6.75E-02,1.70E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_45,Basin II,SUB-2-3,SUB-2-3-S1,45,black,,Non-Fiber,0.868,0.336,0,0.868,824.6,868,911.4,319.2,336,352.8,8.68,172.34,336,,,1.20E-09,1.45E-09,1.70E-09,2284682.94,50262616.3,108038085,2.74E-03,7.29E-02,1.84E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_46,Basin II,SUB-2-3,SUB-2-3-S1,46,black,,Non-Fiber,0.668,0.415,0,0.668,634.6,668,701.4,394.25,415,435.75,6.68,337.34,435.75,,,1.20E-09,1.45E-09,1.70E-09,1671276.21,93517394.8,133180473,2.01E-03,1.36E-01,2.26E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_49,Basin II,SUB-2-3,SUB-2-3-S1,49,black,,Non-Fiber,0.852,0.486,0,0.852,809.4,852,894.6,461.7,486,510.3,8.52,430.26,510.3,,,1.20E-09,1.45E-09,1.70E-09,3183923.83,178158619,232959288,3.82E-03,2.58E-01,3.96E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_50,Basin II,SUB-2-3,SUB-2-3-S1,50,black,,Non-Fiber,0.481,0.384,0,0.481,456.95,481,505.05,364.8,384,403.2,4.81,242.905,403.2,,,1.20E-09,1.45E-09,1.70E-09,801804.682,44865525.1,82106099.7,9.62E-04,6.51E-02,1.40E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_51,Basin II,SUB-2-3,SUB-2-3-S1,51,black,,Non-Fiber,0.461,0.182,0,0.461,437.95,461,484.05,172.9,182,191.1,4.61,93.305,182,,,1.20E-09,1.45E-09,1.70E-09,349076.369,7828476.11,16835355.8,4.19E-04,1.14E-02,2.86E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_52,Basin II,SUB-2-3,SUB-2-3-S1,52,black,,Non-Fiber,0.639,0.558,0,0.639,607.05,639,670.95,530.1,558,585.9,6.39,322.695,585.9,,,1.20E-09,1.45E-09,1.70E-09,2056284.14,115060775,230322918,2.47E-03,1.67E-01,3.92E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_53,Basin II,SUB-2-3,SUB-2-3-S1,53,black,,Non-Fiber,0.689,0.211,0,0.689,654.55,689,723.45,200.45,211,221.55,6.89,108.945,211,,,1.20E-09,1.45E-09,1.70E-09,903999.332,15838315.2,33819153.3,1.08E-03,2.30E-02,5.75E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_54,Basin II,SUB-2-3,SUB-2-3-S1,54,black,,Non-Fiber,0.577,0.203,0,0.577,548.15,577,605.85,192.85,203,213.15,5.77,104.385,203,,,1.20E-09,1.45E-09,1.70E-09,609950.898,12226719.4,26214796.3,7.32E-04,1.77E-02,4.46E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_55,Basin II,SUB-2-3,SUB-2-3-S1,55,black,,Non-Fiber,0.38,0.24,0,0.38,361,380,399,228,240,252,3.8,191.9,252,,,1.20E-09,1.45E-09,1.70E-09,312770.4,17501280,25338096,3.75E-04,2.54E-02,4.31E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_57,Basin II,SUB-2-3,SUB-2-3-S1,57,black,,Non-Fiber,0.461,0.306,0,0.461,437.95,461,484.05,290.7,306,321.3,4.61,232.805,321.3,,,1.20E-09,1.45E-09,1.70E-09,586908.62,32840870.1,49970267.6,7.04E-04,4.76E-02,8.49E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_58,Basin II,SUB-2-3,SUB-2-3-S1,58,black,,Non-Fiber,0.482,0.352,0,0.482,457.9,482,506.1,334.4,352,369.6,4.82,243.41,369.6,,,1.20E-09,1.45E-09,1.70E-09,738046.883,41297914.2,69135365.4,8.86E-04,5.99E-02,1.18E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_59,Basin II,SUB-2-3,SUB-2-3-S1,59,black,,Non-Fiber,1.185,0.38,0,1.185,1125.75,1185,1244.25,361,380,399,11.85,195.925,380,,,1.20E-09,1.45E-09,1.70E-09,4815789.64,88225027.5,188653185,5.78E-03,1.28E-01,3.21E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_60,Basin II,SUB-2-3,SUB-2-3-S1,60,black,,Non-Fiber,0.744,0.521,0,0.744,706.8,744,781.2,494.95,521,547.05,7.44,375.72,547.05,,,1.20E-09,1.45E-09,1.70E-09,2602740.11,145638089,233784804,3.12E-03,2.11E-01,3.97E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_61,Basin II,SUB-2-3,SUB-2-3-S1,61,black,,Non-Fiber,0.709,0.206,0,0.709,673.55,709,744.45,195.7,206,216.3,7.09,106.545,206,,,1.20E-09,1.45E-09,1.70E-09,934559.381,15561323.4,33171054.2,1.12E-03,2.26E-02,5.64E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_64,Basin II,SUB-2-3,SUB-2-3-S1,64,black,,Non-Fiber,0.855,0.481,0,0.855,812.25,855,897.75,456.95,481,505.05,8.55,431.775,505.05,,,1.20E-09,1.45E-09,1.70E-09,3173397.8,177569628,228994032,3.81E-03,2.57E-01,3.89E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_65,Basin II,SUB-2-3,SUB-2-3-S1,65,black,,Non-Fiber,0.584,0.306,0,0.584,554.8,584,613.2,290.7,306,321.3,5.84,294.92,321.3,,,1.20E-09,1.45E-09,1.70E-09,941877.302,52703383.7,63302898.7,1.13E-03,7.64E-02,1.08E-01
