"","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Unique_ID","Site","Location","Sample","Particle.x","Color","Plastic.or.not..morphology.","X1st.Order.Morph","Feret","MinFeret","Length","Length..mm.","Min.Length..microns.","Length..microns.","Max.Length..microns.","Min.Width..microns.","Width..microns.","Max.Width..microns.","Min.Height..Microns.","Height..microns.","Max.Height..Microns.","Polymer.Class..openspecy.","Polymer..openspecy.","Min.Density..mg.microns3.","Density..mg.microns3.","Max.Density..mg.microns3.","Min.Volume..microns3.","Volume..microns3.","Max.Volume..microns3.","Min.Mass..mg.","Mass..mg.","Max.Mass..mg.","OS_Plastic_Not","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj"
"3525","PAM","film","poly(acrylamide/amid)s","film","UNB-3-05-10-1000um_D_12","Upper Newport Bay","UNB-3","UNB-3-05-10",12,"clear","","Non-Fiber",5.612,2.311,0,5.612,5331.4,5612,5892.6,2195.45,2311,2426.55,5.612,283.406,561.2,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,65687461.8,3675586505,8024424003,"8.34E-02","4.78E+00","1.07E+01","",0.005612,0.002311,0.000283406,0.0786955611565085,0.001543271073838,1026,1300,0.267056530214425,18.5323095169865,4.35,0.0204172246491954,25.6173269993135,12.9318228744075,0.0204172246491954
"3526","PAM","film","poly(acrylamide/amid)s","film","UNB-3-05-10-1000um_D_13","Upper Newport Bay","UNB-3","UNB-3-05-10",13,"clear","","Non-Fiber",7.605,4.709,0,7.605,7224.75,7605,7985.25,4473.55,4709,4944.45,7.605,384.0525,760.5,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,245795732,1.38e+10,3e+10,"3.12E-01","1.79E+01","3.99E+01","",0.007605,0.004709,0.0003840525,0.0641765907093331,0.00239592288136761,1026,1300,0.267056530214425,28.7713449497308,4.35,0.0256848507135833,50.031643519663,12.6861455395047,0.0256848507135833
"3527","PAM","film","poly(acrylamide/amid)s","film","UNB-3-05-10-1000um_D_17","Upper Newport Bay","UNB-3","UNB-3-05-10",17,"clear","","Non-Fiber",3.546,1.845,0,3.546,3368.7,3546,3723.3,1752.75,1845,1937.25,3.546,179.073,354.6,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,20937317.7,1171561823,2557716653,"2.66E-02","1.52E+00","3.40E+00","",0.003546,0.001845,0.000179073,0.0700103999243039,0.00105419690549841,1026,1300,0.267056530214425,12.6592817527251,4.35,0.0140316168494942,12.0260870421757,18.7032573054313,0.0140316168494942
"3528","PAM","film","poly(acrylamide/amid)s","film","UNB-3-05-10-1000um_D_18","Upper Newport Bay","UNB-3","UNB-3-05-10",18,"clear","","Non-Fiber",3.041,2.28,0,3.041,2888.95,3041,3193.05,2166,2280,2394,3.041,153.5705,304.1,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,19028953.2,1064777990,2324589573,"2.42E-02","1.38E+00","3.09E+00","",0.003041,0.00228,0.0001535705,0.0583219672510718,0.00102114250754798,1026,1300,0.267056530214425,12.2623493251694,4.35,0.0122586085030355,10.1770619722266,23.7364053741255,0.0122586085030355
"3529","PAM","film","poly(acrylamide/amid)s","film","UNB-3-05-10-1000um_D_3","Upper Newport Bay","UNB-3","UNB-3-05-10",3,"clear","","Non-Fiber",9.476,4.781,0,9.476,9002.2,9476,9949.8,4541.95,4781,5020.05,9.476,478.538,947.6,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,387450351,2.17e+10,4.73e+10,"4.92E-01","2.82E+01","6.30E+01","",0.009476,0.004781,0.000478538,0.0710958960699117,0.00278838930710685,1026,1300,0.267056530214425,33.4842624663773,4.35,0.0308362983390643,69.9053695604908,10.2432996419352,0.0308362983390643
"3530","PAM","film","poly(acrylamide/amid)s","film","UNB-3-05-10-1000um_E_11","Upper Newport Bay","UNB-3","UNB-3-05-10",11,"clear","","Non-Fiber",7.815,6.702,0,7.815,7424.25,7815,8205.75,6366.9,6702,7037.1,7.815,394.6575,781.5,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,369410809,2.07e+10,4.51e+10,"4.69E-01","2.69E+01","6.00E+01","",0.007815,0.006702,0.0003946575,0.0545322801990377,0.00274442429615028,1026,1300,0.267056530214425,32.9563103750194,4.35,0.0259672519279502,57.9391521100177,14.2170738291004,0.0259672519279502
"3531","PAM","film","poly(acrylamide/amid)s","film","UNB-3-05-10-1000um_E_14","Upper Newport Bay","UNB-3","UNB-3-05-10",14,"clear","","Non-Fiber",4.355,2.86,0,4.355,4137.25,4355,4572.75,2717,2860,3003,4.355,219.9275,435.5,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,48954155.4,2739262991,5980272173,"6.22E-02","3.56E+00","7.95E+00","",0.004355,0.00286,0.0002199275,0.0623164121822873,0.0013991939221557,1026,1300,0.267056530214425,16.8021647520347,4.35,0.0164110581832991,18.668498265216,18.1474532204199,0.0164110581832991
"3532","PAM","film","poly(acrylamide/amid)s","film","UNB-3-05-10-1000um_E_15","Upper Newport Bay","UNB-3","UNB-3-05-10",15,"clear","","Non-Fiber",3.561,2.193,0,3.561,3382.95,3561,3739.05,2083.35,2193,2302.65,3.561,179.8305,356.1,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,25097461.1,1404345468,3065922532,"3.19E-02","1.83E+00","4.08E+00","",0.003561,0.002193,0.0001798305,0.0643514073285969,0.00111984518167925,1026,1300,0.267056530214425,13.447616475033,4.35,0.0140001926081813,12.7463806787425,19.9572597878615,0.0140001926081813
"3533","PAM","film","poly(acrylamide/amid)s","film","UNB-3-05-10-1000um_E_23","Upper Newport Bay","UNB-3","UNB-3-05-10",23,"clear","","Non-Fiber",5.496,3.591,0,5.496,5221.2,5496,5770.8,3411.45,3591,3770.55,5.496,277.548,549.6,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,97893997.6,5477725075,1.2e+10,"1.24E-01","7.12E+00","1.59E+01","",0.005496,0.003591,0.000277548,0.0624751111680108,0.00176278796624347,1026,1300,0.267056530214425,21.1683694180821,4.35,0.0197722947855135,28.3368807422127,15.7505915607726,0.0197722947855135
"3534","PAM","film","poly(acrylamide/amid)s","film","UNB-3-10-15-1000um_D_2","Upper Newport Bay","UNB-3","UNB-3-10-15",2,"clear","","Non-Fiber",2.388,1.192,0,2.388,2268.6,2388,2507.4,1132.4,1192,1251.6,2.388,120.594,238.8,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,6134682.78,343270339,749416927,"7.79E-03","4.46E-01","9.97E-01","",0.002388,0.001192,0.000120594,0.0714776740381641,0.000700183855531828,1026,1300,0.267056530214425,8.40813007480426,4.35,0.0102410553583179,5.82977367926987,23.3202719885183,0.0102410553583179
"3535","PAM","film","poly(acrylamide/amid)s","film","UNB-3-20-25-1000um_B_4","Upper Newport Bay","UNB-3","UNB-3-20-25",4,"green","","Non-Fiber",2.955,1.32,0,2.955,2807.25,2955,3102.75,1254,1320,1386,2.955,149.2275,295.5,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,10402461.4,582076787,1270771598,"1.32E-02","7.57E-01","1.69E+00","",0.002955,0.00132,0.0001492275,0.0755584699842687,0.000834949277519377,1026,1300,0.267056530214425,10.026455302821,4.35,0.0121890753055497,8.2741948130065,19.6304167158693,0.0121890753055497
"3536","PAM","film","poly(acrylamide/amid)s","film","UNB-3-40-45-1000um_A_12","Upper Newport Bay","UNB-3","UNB-3-40-45",12,"clear","","Non-Fiber",5.255,3.862,0,5.255,4992.25,5255,5517.75,3668.9,3862,4055.1,5.255,265.3775,525.5,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,96250927,5385785941,1.18e+10,"1.22E-01","7.00E+00","1.56E+01","",0.005255,0.003862,0.0002653775,0.0589076372208348,0.00175286995100818,1026,1300,0.267056530214425,21.049269325266,4.35,0.0190009585923598,27.0782189893482,16.9593662456897,0.0190009585923598
"3537","PAM","film","poly(acrylamide/amid)s","film","UNB-3-40-45-500um_A_2","Upper Newport Bay","UNB-3","UNB-3-40-45",2,"clear","","Non-Fiber",3.239,1.65,0,3.239,3077.05,3239,3400.95,1567.5,1650,1732.5,3.239,163.5695,323.9,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,15622590.6,874172657,1908466049,"1.98E-02","1.14E+00","2.54E+00","",0.003239,0.00165,0.0001635695,0.0707546325713238,0.000956164039256551,1026,1300,0.267056530214425,11.4820579643512,4.35,0.0130602546641459,10.1526389051943,19.581234179538,0.0130602546641459
"3538","PAM","film","poly(acrylamide/amid)s","film","UNB-3-45-50-1000um_A_14","Upper Newport Bay","UNB-3","UNB-3-45-50",14,"yellow","","Non-Fiber",10.02,7.205,0,10.02,9519,10020,10521,6844.75,7205,7565.25,10.02,506.01,1002,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,652854856,3.65e+10,7.98e+10,"8.29E-01","4.75E+01","1.06E+02","",0.01002,0.007205,0.00050601,0.0595536310875442,0.00331808063143154,1026,1300,0.267056530214425,39.8450397382761,4.35,0.0318659806906942,85.9625149035479,11.4141428677893,0.0318659806906942
"3539","PAM","film","poly(acrylamide/amid)s","film","UNB-3-45-50-1000um_A_19","Upper Newport Bay","UNB-3","UNB-3-45-50",19,"yellow","","Non-Fiber",4.588,2.931,0,4.588,4358.6,4588,4817.4,2784.45,2931,3077.55,4.588,231.694,458.8,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,55681361.7,3115688383,6802072163,"7.07E-02","4.05E+00","9.05E+00","",0.004588,0.002931,0.000231694,0.0631822624958744,0.00146055529997068,1026,1300,0.267056530214425,17.5390204252431,4.35,0.017125541030098,20.335609525508,17.3956375318812,0.017125541030098
"3540","PAM","film","poly(acrylamide/amid)s","film","UNB-3-45-50-1000um_A_7","Upper Newport Bay","UNB-3","UNB-3-45-50",7,"yellow","","Non-Fiber",9.197,5.55,0,9.197,8737.15,9197,9656.85,5272.5,5550,5827.5,9.197,464.4485,919.7,"poly(acrylamide/amid)s","",1.27e-09,1.3e-09,1.33e-09,423674735,2.37e+10,5.18e+10,"5.38E-01","3.08E+01","6.88E+01","",0.009197,0.00555,0.0004644485,0.0650081758544872,0.00287271303314677,1026,1300,0.267056530214425,34.4968605880482,4.35,0.0299286671408244,69.899570861917,11.202847868876,0.0299286671408244
"3541","PP","film","poly(propylene)","film","UNB-2-00-05-500um_A_77","Upper Newport Bay","UNB-2","UNB-2-00-05",77,"clear","","Non-Fiber",0.724,0.466,0,0.724,687.8,724,760.2,442.7,466,489.3,0.724,36.562,72.4,"poly(propylene)","",9.98e-10,1e-09,1e-09,220450.079,12335433.8,26930328.3,"2.20E-04","1.23E-02","2.69E-02","",0.000724,0.000466,3.6562e-05,0.0629459370184007,0.000231056474438834,1026,1000,0.0253411306042884,1.2655512378935,4.35,0.000462001576235427,0.0867873621058064,358.810347636124,-0.000462001576235427
"3542","Polyacrylonitriles (Nitriles)","film","polyacrylonitriles (nitriles)","film","UNB-1-20-25-250um_B_4","Upper Newport Bay","UNB-1","UNB-1-20-25",4,"blue","","Non-Fiber",1.877,1.013,0,1.877,1783.15,1877,1970.85,962.35,1013,1063.65,1.877,94.7885,187.7,"polyacrylonitriles (nitriles)","",1.09e-09,1.12e-09,1.14e-09,3220959.03,180230949,393474497,"3.51E-03","2.02E-01","4.49E-01","",0.001877,0.001013,9.47885e-05,0.0687414663105407,0.000564862993055464,1026,1120,0.0916179337231969,4.74849751812099,4.35,0.00443389026346049,2.03621180902258,34.43193890355,0.00443389026346049
"3543","Polyacrylonitriles (Nitriles)","film","polyacrylonitriles (nitriles)","film","UNB-2-05-10-500um_B_23","Upper Newport Bay","UNB-2","UNB-2-05-10",23,"clear","","Non-Fiber",1.095,0.439,0,1.095,1040.25,1095,1149.75,417.05,439,460.95,1.095,55.2975,109.5,"polyacrylonitriles (nitriles)","",1.09e-09,1.12e-09,1.14e-09,475050.707,26581784.7,58032510.2,"5.18E-04","2.98E-02","6.62E-02","",0.001095,0.000439,5.52975e-05,0.0797565165752534,0.000298442987604841,1026,1120,0.0916179337231969,2.50884870024234,4.35,0.00290969840940418,0.705999257180193,42.2428939022758,0.00290969840940418
"3544",NA,"film","","film","UNB-1-30-35-500um_A_7","Upper Newport Bay","UNB-1","UNB-1-30-35",7,"pink","","Non-Fiber",1.78,1.059,0,1.78,1691,1780,1869,1006.05,1059,1111.95,1.78,89.89,178,"Unknown","",1.07e-09,1.13e-09,1.31e-09,3028190.38,169444448,369925750,"3.24E-03","1.91E-01","4.85E-01","",0.00178,0.001059,8.989e-05,0.065471667062273,0.000553361722168908,1026,1130,0.101364522417154,4.81124384622336,4.35,0.0045007178652627,2.02481706416109,36.2192337428813,0.0045007178652627
"3545",NA,"film","","film","UNB-2-00-05-500um_B_26","Upper Newport Bay","UNB-2","UNB-2-00-05",26,"clear","","Non-Fiber",1.121,0.473,0,1.121,1064.95,1121,1177.05,449.35,473,496.65,1.121,56.6105,112.1,"Unknown","",1.07e-09,1.13e-09,1.31e-09,536438.052,30016755.2,65531629,"5.74E-04","3.39E-02","8.58E-02","",0.001121,0.000473,5.66105e-05,0.0777434150491829,0.00031078108699221,1026,1130,0.101364522417154,2.70210882395922,4.35,0.00314488154446489,0.794609516138649,41.6619621544404,0.00314488154446489
"3546",NA,"film","","film","UNB-2-05-10-1000um_A_21","Upper Newport Bay","UNB-2","UNB-2-05-10",21,"clear","","Non-Fiber",0.621,0.179,0,0.621,589.95,621,652.05,170.05,179,187.95,0.621,31.3605,62.1,"Unknown","",1.07e-09,1.13e-09,1.31e-09,62299.3394,3486001.82,7610528.72,"6.67E-05","3.94E-03","9.97E-03","",0.000621,0.000179,3.13605e-05,0.0940612319881496,0.000151626765188812,1026,1130,0.101364522417154,1.31832996702065,4.35,0.00198568132733541,0.244782468585117,50.985946811874,0.00198568132733541
"3547",NA,"film","","film","UNB-2-05-10-500um_A_19","Upper Newport Bay","UNB-2","UNB-2-05-10",19,"clear","","Non-Fiber",1.459,1.054,0,1.459,1386.05,1459,1531.95,1001.3,1054,1106.7,1.459,73.6795,145.9,"Unknown","",1.07e-09,1.13e-09,1.31e-09,2024875.87,113303304,247360183,"2.17E-03","1.28E-01","3.24E-01","",0.001459,0.001054,7.36795e-05,0.0594153580507264,0.0004838909772925,1026,1130,0.101364522417154,4.20722538887667,4.35,0.00381399139589143,1.50045205198625,44.1043909162963,0.00381399139589143
"3548",NA,"film","","film","UNB-2-05-10-500um_A_24","Upper Newport Bay","UNB-2","UNB-2-05-10",24,"clear","","Non-Fiber",2.027,0.625,0,2.027,1925.65,2027,2128.35,593.75,625,656.25,2.027,102.3635,202.7,"Unknown","",1.07e-09,1.13e-09,1.31e-09,2317579.95,129681759,283117108,"2.48E-03","1.47E-01","3.71E-01","",0.002027,0.000625,0.0001023635,0.0909448778106827,0.000506165993884975,1026,1130,0.101364522417154,4.40089714500215,4.35,0.00510438914103039,2.10054325426449,25.7572287298006,0.00510438914103039
"3549",NA,"film","","film","UNB-2-05-10-500um_B_28","Upper Newport Bay","UNB-2","UNB-2-05-10",28,"clear","","Non-Fiber",1.328,0.748,0,1.328,1261.6,1328,1394.4,710.6,748,785.4,1.328,67.064,132.8,"Unknown","",1.07e-09,1.13e-09,1.31e-09,1190542.65,66617622,145437482,"1.27E-03","7.53E-02","1.91E-01","",0.001328,0.000748,6.7064e-05,0.0672883093675276,0.000405380675487548,1026,1130,0.101364522417154,3.52461184462268,4.35,0.00356694704650657,1.17558650661882,42.2438450032764,0.00356694704650657
"3550",NA,"film","","film","UNB-2-40-45-500um_A_50","Upper Newport Bay","UNB-2","UNB-2-40-45",50,"white","","Non-Fiber",1.026,0.522,0,1.026,974.7,1026,1077.3,495.9,522,548.1,1.026,51.813,102.6,"Unknown","",1.07e-09,1.13e-09,1.31e-09,495920.927,27749592,60582030.1,"5.31E-04","3.14E-02","7.94E-02","",0.001026,0.000522,5.1813e-05,0.0707994374612368,0.000302750963689463,1026,1130,0.101364522417154,2.63229033132239,4.35,0.00291158028474917,0.716653444769962,47.350188994672,0.00291158028474917
"3551",NA,"film","","film","UNB-3-00-05-1000um_B_5","Upper Newport Bay","UNB-3","UNB-3-00-05",5,"blue","","Non-Fiber",0.732,0.288,0,0.732,695.4,732,768.6,273.6,288,302.4,0.732,36.966,73.2,"Unknown","",1.07e-09,1.13e-09,1.31e-09,139271.374,7793024.26,17013483.6,"1.49E-04","8.81E-03","2.23E-02","",0.000732,0.000288,3.6966e-05,0.080510157226692,0.000198260109938075,1026,1130,0.101364522417154,1.72378698358895,4.35,0.00224151235697263,0.361302834407274,52.3174768025254,0.00224151235697263
"3552",NA,"film","","film","UNB-3-05-10-1000um_C_30","Upper Newport Bay","UNB-3","UNB-3-05-10",30,"clear","","Non-Fiber",1.667,1.409,0,1.667,1583.65,1667,1750.35,1338.55,1409,1479.45,1.667,84.1835,166.7,"Unknown","",1.07e-09,1.13e-09,1.31e-09,3533697.78,197730457,431678870,"3.78E-03","2.23E-01","5.65E-01","",0.001667,0.001409,8.41835e-05,0.0549292515483007,0.000582583066224275,1026,1130,0.101364522417154,5.06531095302235,4.35,0.00422095724237705,1.99923431924031,43.3540499645372,0.00422095724237705
"3553",NA,"film","","film","UNB-3-05-10-1000um_C_9","Upper Newport Bay","UNB-3","UNB-3-05-10",9,"blue","","Non-Fiber",3.888,2.127,0,3.888,3693.6,3888,4082.4,2020.65,2127,2233.35,3.888,196.344,388.8,"Unknown","",1.07e-09,1.13e-09,1.31e-09,29017982.4,1623720899,3544856022,"3.10E-02","1.83E+00","4.64E+00","",0.003888,0.002127,0.000196344,0.068276423146551,0.00117535879163893,1026,1130,0.101364522417154,10.2192427246553,4.35,0.0084322074645501,8.05761721657102,21.9170256591611,0.0084322074645501
"3554",NA,"film","","film","UNB-3-05-10-1000um_D_21","Upper Newport Bay","UNB-3","UNB-3-05-10",21,"clear","","Non-Fiber",1.434,0.818,0,1.434,1362.3,1434,1505.7,777.1,818,858.9,1.434,72.417,143.4,"Unknown","",1.07e-09,1.13e-09,1.31e-09,1518094.54,84946010,185451438,"1.62E-03","9.60E-02","2.43E-01","",0.001434,0.000818,7.2417e-05,0.0668635301385717,0.000439589855414027,1026,1130,0.101364522417154,3.82204605413126,4.35,0.00379135253514064,1.35499196158218,40.5464696501624,0.00379135253514064
"3555",NA,"film","","film","UNB-3-10-15-1000um_C_28","Upper Newport Bay","UNB-3","UNB-3-10-15",28,"clear","","Non-Fiber",3.71,2.525,0,3.71,3524.5,3710,3895.5,2398.75,2525,2651.25,3.71,187.355,371,"Unknown","",1.07e-09,1.13e-09,1.31e-09,31365803.1,1755094801,3831667363,"3.36E-02","1.98E+00","5.02E+00","",0.00371,0.002525,0.000187355,0.0612135605891374,0.00120623944626417,1026,1130,0.101364522417154,10.487736828206,4.35,0.00806302236967143,7.90726474667321,24.5997967995629,0.00806302236967143
"3556",NA,"film","","film","UNB-3-15-20-1000um_E_12","Upper Newport Bay","UNB-3","UNB-3-15-20",12,"green","","Non-Fiber",2.772,1.91,0,2.772,2633.4,2772,2910.6,1814.5,1910,2005.5,2.772,139.986,277.2,"Unknown","",1.07e-09,1.13e-09,1.31e-09,13245459.5,741158677,1618074141,"1.42E-02","8.38E-01","2.12E+00","",0.002772,0.00191,0.000139986,0.0608374927455119,0.000904976008122354,1026,1130,0.101364522417154,7.86837989623256,4.35,0.00638344168738212,4.69663542790967,29.4456399454881,0.00638344168738212
"3557",NA,"film","","film","UNB-3-40-45-1000um_A_11","Upper Newport Bay","UNB-3","UNB-3-40-45",11,"clear","","Non-Fiber",7.137,5.334,0,7.137,6780.15,7137,7493.85,5067.3,5334,5600.7,7.137,360.4185,713.7,"Unknown","",1.07e-09,1.13e-09,1.31e-09,245206295,1.37e+10,3e+10,"2.62E-01","1.55E+01","3.92E+01","",0.007137,0.005334,0.0003604185,0.0584147766931278,0.00239400614590824,1026,1130,0.101364522417154,20.8148610138345,4.35,0.0135661401588871,26.4044088753076,17.2467148966489,0.0135661401588871
"3558",NA,"film","","film","UNB-3-40-45-1000um_A_11","Upper Newport Bay","UNB-3","UNB-3-40-45",11,"clear","","Non-Fiber",24.191,12.882,0,24.191,22981.45,24191,25400.55,12237.9,12882,13526.1,24.191,1221.6455,2419.1,"Unknown","",1.07e-09,1.13e-09,1.31e-09,6803590222,3.81e+11,8.31e+11,"7.28E+00","4.30E+02","1.09E+03","",0.024191,0.012882,0.0012216455,0.0692032740109177,0.0072475981470602,1026,1130,0.101364522417154,63.0147706065935,4.35,0.0364312210440434,214.665731816219,7.24003011803235,0.0364312210440434
"3559",NA,"film","","film","UNB-1-05-10-250um_A_5","Upper Newport Bay","UNB-1","UNB-1-05-10",5,"clear","","Non-Fiber",0.875,0.694,0,0.875,831.25,875,918.75,659.3,694,728.7,0.875,44.1875,87.5,"","",1.07e-09,1.13e-09,1.31e-09,479537.734,26832859.4,58580648.4,"5.13E-04","3.03E-02","7.67E-02","",0.000875,0.000694,4.41875e-05,0.056704257676269,0.000299379678871207,1026,1130,0.101364522417154,2.60297844962569,4.35,0.00252574623681472,0.614761867713619,62.2209462500219,0.00252574623681472
"3560",NA,"film","","film","UNB-1-05-10-250um_B_45","Upper Newport Bay","UNB-1","UNB-1-05-10",45,"purple","","Non-Fiber",0.553,0.372,0,0.553,525.35,553,580.65,353.4,372,390.6,0.553,27.9265,55.3,"","",1.07e-09,1.13e-09,1.31e-09,102669.256,5744927.87,12542144.5,"1.10E-04","6.49E-03","1.64E-02","",0.000553,0.000372,2.79265e-05,0.0615718884413704,0.000179099700749045,1026,1130,0.101364522417154,1.55719540865941,4.35,0.00175933211674673,0.2561754923801,76.71723132131,0.00175933211674673
"3561",NA,"film","","film","UNB-1-10-15-250um_A_4","Upper Newport Bay","UNB-1","UNB-1-10-15",4,"blue","","Non-Fiber",2.106,0.365,0,2.106,2000.7,2106,2211.3,346.75,365,383.25,2.106,106.353,210.6,"","",1.07e-09,1.13e-09,1.31e-09,1461022.18,81752487.6,178479441,"1.56E-03","9.24E-02","2.34E-01","",0.002106,0.000365,0.000106353,0.121303722740421,0.000434010588856586,1026,1130,0.101364522417154,3.77353671419045,4.35,0.0053649687462396,1.89305141849807,19.9921570747213,0.0053649687462396
"3562",NA,"film","","film","UNB-1-10-15-250um_B_11","Upper Newport Bay","UNB-1","UNB-1-10-15",11,"blue","","Non-Fiber",0.59,0.387,0,0.59,560.5,590,619.5,367.65,387,406.35,0.59,29.795,59,"","",1.07e-09,1.13e-09,1.31e-09,121580.017,6803092.35,14852295.7,"1.30E-04","7.69E-03","1.95E-02","",0.00059,0.000387,2.9795e-05,0.0623536529497327,0.000189482361564706,1026,1130,0.101364522417154,1.6474682102565,4.35,0.00185444787348892,0.285678993875877,73.0521918073274,0.00185444787348892
"3563",NA,"film","","film","UNB-1-15-20-250um_A_10","Upper Newport Bay","UNB-1","UNB-1-15-20",10,"green","","Non-Fiber",0.505,0.364,0,0.505,479.75,505,530.25,345.8,364,382.2,0.505,25.5025,50.5,"","",1.07e-09,1.13e-09,1.31e-09,83778.2628,4687869.55,10234408.3,"8.96E-05","5.30E-03","1.34E-02","",0.000505,0.000364,2.55025e-05,0.0594821113103264,0.00016736263543069,1026,1130,0.101364522417154,1.45514663834635,4.35,0.00163230416358802,0.222103029790716,83.2817901323458,0.00163230416358802
"3564",NA,"film","","film","UNB-1-15-20-250um_A_16","Upper Newport Bay","UNB-1","UNB-1-15-20",16,"blue","","Non-Fiber",0.657,0.35,0,0.657,624.15,657,689.85,332.5,350,367.5,0.657,33.1785,65.7,"","",1.07e-09,1.13e-09,1.31e-09,136347.128,7629396.08,16656255.8,"1.46E-04","8.62E-03","2.18E-02","",0.000657,0.00035,3.31785e-05,0.0691894758719025,0.000196862677323961,1026,1130,0.101364522417154,1.71163690382049,4.35,0.00203515360042409,0.325728281743891,63.0177255623503,0.00203515360042409
"3565",NA,"film","","film","UNB-1-25-30-250um_B_3","Upper Newport Bay","UNB-1","UNB-1-25-30",3,"blue","","Non-Fiber",0.844,0.469,0,0.844,801.8,844,886.2,445.55,469,492.45,0.844,42.622,84.4,"","",1.07e-09,1.13e-09,1.31e-09,301512.24,16871322,36832935.6,"3.23E-04","1.91E-02","4.83E-02","",0.000844,0.000469,4.2622e-05,0.0677448335546523,0.000256477755669067,1026,1130,0.101364522417154,2.22996454980549,4.35,0.00248317844754969,0.517788646466132,55.1477206272651,0.00248317844754969
"3566",NA,"film","","film","UNB-1-30-35-1000um_A_4","Upper Newport Bay","UNB-1","UNB-1-30-35",4,"clear","","Non-Fiber",0.62,0.471,0,0.62,589,620,651,447.45,471,494.55,0.62,31.31,62,"","",1.07e-09,1.13e-09,1.31e-09,163399.791,9143146.2,19961027.1,"1.75E-04","1.03E-02","2.61E-02","",0.00062,0.000471,3.131e-05,0.0579397703234834,0.000209105387049273,1026,1130,0.101364522417154,1.81808203630297,4.35,0.00192008607100052,0.326423041499578,75.1999496350547,0.00192008607100052
"3567",NA,"film","","film","UNB-1-30-35-250 um_A_10","Upper Newport Bay","UNB-1","UNB-1-30-35",10,"orange","","Non-Fiber",2.833,0.567,0,2.833,2691.35,2833,2974.65,538.65,567,595.35,2.833,143.0665,283.3,"","",1.07e-09,1.13e-09,1.31e-09,4106987.85,229809293,501712367,"4.39E-03","2.60E-01","6.57E-01","",0.002833,0.000567,0.0001430665,0.112881594643109,0.000612523180180845,1026,1130,0.101364522417154,5.32562745714225,4.35,0.00676884178317758,3.37079064648205,17.7250523044947,0.00676884178317758
"3568",NA,"film","","film","UNB-1-30-35-250 um_A_11","Upper Newport Bay","UNB-1","UNB-1-30-35",11,"orange","","Non-Fiber",0.619,0.448,0,0.619,588.05,619,649.95,425.6,448,470.4,0.619,31.2595,61.9,"","",1.07e-09,1.13e-09,1.31e-09,154919.656,8668634.46,18925088.1,"1.66E-04","9.80E-03","2.48E-02","",0.000619,0.000448,3.12595e-05,0.0593605198508595,0.000205423549953292,1026,1130,0.101364522417154,1.78607003518117,4.35,0.00192070762201271,0.320779331818045,73.8280559969261,0.00192070762201271
"3569",NA,"film","","film","UNB-2-00-05-500um_B_18","Upper Newport Bay","UNB-2","UNB-2-00-05",18,"gray","","Non-Fiber",0.597,0.316,0,0.597,567.15,597,626.85,300.2,316,331.8,0.597,30.1485,59.7,"","",1.07e-09,1.13e-09,1.31e-09,101644.283,5687574.82,12416933.2,"1.09E-04","6.43E-03","1.63E-02","",0.000597,0.000316,3.01485e-05,0.0694120710054514,0.000178501707301892,1026,1130,0.101364522417154,1.55199611102563,4.35,0.00188546015623665,0.273624273933278,66.5734982170031,0.00188546015623665
"3570",NA,"film","","film","UNB-2-00-05-500um_B_19","Upper Newport Bay","UNB-2","UNB-2-00-05",19,"gray","","Non-Fiber",0.562,0.237,0,0.562,533.9,562,590.1,225.15,237,248.85,0.562,28.381,56.2,"","",1.07e-09,1.13e-09,1.31e-09,67556.6628,3780178.91,8252766.84,"7.23E-05","4.27E-03","1.08E-02","",0.000562,0.000237,2.8381e-05,0.0777652124670292,0.000155777280714879,1026,1130,0.101364522417154,1.3544169269303,4.35,0.00181016002925507,0.229253501639123,63.0324080867829,0.00181016002925507
