"","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Unique_ID","Site","Location","Sample","Particle.x","Color","Plastic.or.not..morphology.","X1st.Order.Morph","Feret","MinFeret","Length","Length..mm.","Min.Length..microns.","Length..microns.","Max.Length..microns.","Min.Width..microns.","Width..microns.","Max.Width..microns.","Min.Height..Microns.","Height..microns.","Max.Height..Microns.","Polymer.Class..openspecy.","Polymer..openspecy.","Min.Density..mg.microns3.","Density..mg.microns3.","Max.Density..mg.microns3.","Min.Volume..microns3.","Volume..microns3.","Max.Volume..microns3.","Min.Mass..mg.","Mass..mg.","Max.Mass..mg.","OS_Plastic_Not","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj"
"1683",NA,"fiber","","fiber","UNB-3-10-15-250um_B_7","Upper Newport Bay","UNB-3","UNB-3-10-15",7,"green","","Fiber",1.334,0.494,1.908,1.908,1812.6,1908,2003.4,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,337000,418000,624000,"4.48E-04","5.64E-04","8.54E-04","",0.001908,1.67e-05,1.67e-05,0.0935554410233492,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142150126945871,0.0193000578861468,34.137157889795,0.00142150126945871
"1684",NA,"fiber","","fiber","UNB-1-10-15-250um_A_28","Upper Newport Bay","UNB-1","UNB-1-10-15",28,"clear","","Fiber",0.933,0.737,1.911,1.911,1815.45,1911,2006.55,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,338000,419000,625000,"4.49E-04","5.65E-04","8.56E-04","",0.001911,1.67e-05,1.67e-05,0.0934819777681859,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142150459395749,0.0193001030236505,34.1369982155914,0.00142150459395749
"1685",NA,"fiber","","fiber","UNB-2-25-30-500um_A_50","Upper Newport Bay","UNB-2","UNB-2-25-30",50,"black","","Fiber",1.642,0.394,1.911,1.911,1815.45,1911,2006.55,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,338000,419000,625000,"4.49E-04","5.65E-04","8.56E-04","",0.001911,1.67e-05,1.67e-05,0.0934819777681859,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142150459395749,0.0193001030236505,34.1369982155914,0.00142150459395749
"1686",NA,"fiber","","fiber","UNB-3-25-30-250um_E_14","Upper Newport Bay","UNB-3","UNB-3-25-30",14,"clear","","Fiber",0.93,0.447,1.911,1.911,1815.45,1911,2006.55,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,338000,419000,625000,"4.49E-04","5.65E-04","8.56E-04","",0.001911,1.67e-05,1.67e-05,0.0934819777681859,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142150459395749,0.0193001030236505,34.1369982155914,0.00142150459395749
"1687",NA,"fiber","","fiber","UNB-1-00-05-250um_B_8","Upper Newport Bay","UNB-1","UNB-1-00-05",8,"black","","Fiber",0.903,0.225,1.912,1.912,1816.4,1912,2007.6,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,338000,419000,625000,"4.49E-04","5.65E-04","8.56E-04","",0.001912,1.67e-05,1.67e-05,0.093457528447049,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142150570068034,0.0193001180498876,34.1369450604317,0.00142150570068034
"1688",NA,"fiber","","fiber","UNB-3-10-15-500um_B_36","Upper Newport Bay","UNB-3","UNB-3-10-15",36,"purple","","Fiber",1.044,0.577,1.913,1.913,1817.35,1913,2008.65,15,16.7,20.4,15,16.7,20.4,"Unknown","",1.33e-09,1.35e-09,1.37e-09,338000,419000,625000,"4.50E-04","5.66E-04","8.57E-04","",0.001913,1.67e-05,1.67e-05,0.0934330982993444,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.0014215068066829,0.0193001330663451,34.1368919399912,0.0014215068066829
"1689",NA,"fiber","","fiber","UNB-3-25-30-250um_C_21","Upper Newport Bay","UNB-3","UNB-3-25-30",21,"clear","","Fiber",1.557,0.316,1.913,1.913,1817.35,1913,2008.65,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,338000,419000,625000,"4.50E-04","5.66E-04","8.57E-04","",0.001913,1.67e-05,1.67e-05,0.0934330982993444,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.0014215068066829,0.0193001330663451,34.1368919399912,0.0014215068066829
"1690",NA,"fiber","","fiber","UNB-1-05-10-250um_B_63","Upper Newport Bay","UNB-1","UNB-1-05-10",63,"black","","Fiber",1.427,0.472,1.914,1.914,1818.3,1914,2009.7,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,338000,419000,626000,"4.50E-04","5.66E-04","8.57E-04","",0.001914,1.67e-05,1.67e-05,0.0934086873000252,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142150791196601,0.0193001480730344,34.1368388542292,0.00142150791196601
"1691",NA,"fiber","","fiber","UNB-3-30-35-1000um_A_31","Upper Newport Bay","UNB-3","UNB-3-30-35",31,"black","","Fiber",1.04,0.447,1.914,1.914,1818.3,1914,2009.7,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,338000,419000,626000,"4.50E-04","5.66E-04","8.57E-04","",0.001914,1.67e-05,1.67e-05,0.0934086873000252,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142150791196601,0.0193001480730344,34.1368388542292,0.00142150791196601
"1692","PP","fiber","poly(propylene)","fiber","UNB-2-15-20-1000um_A_29","Upper Newport Bay","UNB-2","UNB-2-15-20",29,"blue","","Fiber",1.18,0.59,1.915,1.915,1819.25,1915,2010.75,15,16.7,20.4,15,16.7,20.4,"poly(propylene)","poly(propylene)",9.98e-10,1e-09,1e-09,338000,419000,626000,"3.38E-04","4.19E-04","6.26E-04","",0.001915,1.67e-05,1.67e-05,0.0933842954240904,1.67e-05,1026,1000,0.0253411306042884,0.0914698699707562,NA,0.00016067844911823,0.002181569187215,214.405015217987,-0.00016067844911823
"1693",NA,"fiber","","fiber","UNB-2-05-10-500um_C_30","Upper Newport Bay","UNB-2","UNB-2-05-10",30,"clear","","Fiber",1.042,0.304,1.916,1.916,1820.2,1916,2011.8,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,339000,420000,626000,"4.50E-04","5.67E-04","8.58E-04","",0.001916,1.67e-05,1.67e-05,0.0933599226465843,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142151012037725,0.0193001780571545,34.1367327865776,0.00142151012037725
"1694",NA,"fiber","","fiber","UNB-3-15-20-500um_B_15","Upper Newport Bay","UNB-3","UNB-3-15-20",15,"gray","","Fiber",1.329,0.479,1.916,1.916,1820.2,1916,2011.8,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,339000,420000,626000,"4.50E-04","5.67E-04","8.58E-04","",0.001916,1.67e-05,1.67e-05,0.0933599226465843,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142151012037725,0.0193001780571545,34.1367327865776,0.00142151012037725
"1695",NA,"fiber","","fiber","UNB-3-25-30-250um_C_40","Upper Newport Bay","UNB-3","UNB-3-25-30",40,"clear","","Fiber",0.981,0.395,1.916,1.916,1820.2,1916,2011.8,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,339000,420000,626000,"4.50E-04","5.67E-04","8.58E-04","",0.001916,1.67e-05,1.67e-05,0.0933599226465843,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142151012037725,0.0193001780571545,34.1367327865776,0.00142151012037725
"1696",NA,"fiber","","fiber","UNB-3-25-30-250um_D_42","Upper Newport Bay","UNB-3","UNB-3-25-30",42,"clear","","Fiber",0.894,0.579,1.917,1.917,1821.15,1917,2012.85,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,339000,420000,627000,"4.51E-04","5.67E-04","8.58E-04","",0.001917,1.67e-05,1.67e-05,0.093335568942597,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142151122350706,0.0193001930346081,34.1366798046067,0.00142151122350706
"1697",NA,"fiber","","fiber","UNB-3-25-30-250um_A_22","Upper Newport Bay","UNB-3","UNB-3-25-30",22,"orange","","Fiber",1.886,0.074,1.918,1.918,1822.1,1918,2013.9,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,339000,420000,627000,"4.51E-04","5.67E-04","8.59E-04","",0.001918,1.67e-05,1.67e-05,0.0933112342872643,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142151232592079,0.0193002080023392,34.1366268571518,0.00142151232592079
"1698",NA,"fiber","","fiber","UNB-2-00-05-500um_D_34","Upper Newport Bay","UNB-2","UNB-2-00-05",34,"blue","","Fiber",0.823,0.54,1.919,1.919,1823.05,1919,2014.95,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,339000,420000,627000,"4.51E-04","5.67E-04","8.59E-04","",0.001919,1.67e-05,1.67e-05,0.0932869186557668,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142151342761928,0.0193002229603593,34.1365739441723,0.00142151342761928
"1699",NA,"fiber","","fiber","UNB-2-50-55-1000um_A_2","Upper Newport Bay","UNB-2","UNB-2-50-55",2,"red","","Fiber",1.63,0.365,1.919,1.919,1823.05,1919,2014.95,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,339000,420000,627000,"4.51E-04","5.67E-04","8.59E-04","",0.001919,1.67e-05,1.67e-05,0.0932869186557668,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142151342761928,0.0193002229603593,34.1365739441723,0.00142151342761928
"1700",NA,"fiber","","fiber","UNB-3-15-20-250um_C_33","Upper Newport Bay","UNB-3","UNB-3-15-20",33,"orange","","Fiber",1.273,0.463,1.921,1.921,1824.95,1921,2017.05,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,339000,421000,628000,"4.51E-04","5.68E-04","8.60E-04","",0.001921,1.67e-05,1.67e-05,0.0932383443652276,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142151562887384,0.0193002528473115,34.136468221478,0.00142151562887384
"1701",NA,"fiber","","fiber","UNB-1-05-10-500um_A_18","Upper Newport Bay","UNB-1","UNB-1-05-10",18,"black","","Fiber",1.502,0.317,1.924,1.924,1827.8,1924,2020.2,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,340000,421000,629000,"4.52E-04","5.69E-04","8.62E-04","",0.001924,1.67e-05,1.67e-05,0.0931656249903025,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142151892541219,0.0193002976051899,34.1363098949948,0.00142151892541219
"1702",NA,"fiber","","fiber","UNB-2-30-35-500um_B_8","Upper Newport Bay","UNB-2","UNB-2-30-35",8,"blue","","Fiber",1.536,0.385,1.925,1.925,1828.75,1925,2021.25,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,340000,422000,629000,"4.52E-04","5.69E-04","8.62E-04","",0.001925,1.67e-05,1.67e-05,0.0931414229831425,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.0014215200228367,0.0193003125051812,34.1362571880221,0.0014215200228367
"1703",NA,"fiber","","fiber","UNB-3-00-05-250um_C_38","Upper Newport Bay","UNB-3","UNB-3-00-05",38,"black","","Fiber",1.022,0.525,1.925,1.925,1828.75,1925,2021.25,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,340000,422000,629000,"4.52E-04","5.69E-04","8.62E-04","",0.001925,1.67e-05,1.67e-05,0.0931414229831425,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.0014215200228367,0.0193003125051812,34.1362571880221,0.0014215200228367
"1704",NA,"fiber","","fiber","UNB-1-10-15-500um_D_14","Upper Newport Bay","UNB-1","UNB-1-10-15",14,"blue","","Fiber",1.451,0.545,1.926,1.926,1829.7,1926,2022.3,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,340000,422000,630000,"4.53E-04","5.70E-04","8.62E-04","",0.001926,1.67e-05,1.67e-05,0.0931172398273453,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142152111955178,0.0193003273955404,34.1362045152434,0.00142152111955178
"1705",NA,"fiber","","fiber","UNB-3-15-20-500um_B_3","Upper Newport Bay","UNB-3","UNB-3-15-20",3,"gray","","Fiber",0.903,0.36,1.926,1.926,1829.7,1926,2022.3,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,340000,422000,630000,"4.53E-04","5.70E-04","8.62E-04","",0.001926,1.67e-05,1.67e-05,0.0931172398273453,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142152111955178,0.0193003273955404,34.1362045152434,0.00142152111955178
"1706","PET","fiber","poly(ethylene terephthalate)","fiber","UNB-1-05-10-1000um_A_22","Upper Newport Bay","UNB-1","UNB-1-05-10",22,"blue","","Fiber",1.039,0.547,1.928,1.928,1831.6,1928,2024.4,15,16.7,20.4,15,16.7,20.4,"poly(esters/ethers/diglycidylethers/terephthalates)s","poly(ethylene terephthalate)",1.44e-09,1.45e-09,1.46e-09,341000,422000,630000,"4.91E-04","6.12E-04","9.20E-04","",0.001928,1.67e-05,1.67e-05,0.0930689299720432,1.67e-05,1026,1450,0.413255360623782,0.231957755607296,NA,0.00169978000220695,0.0230783138511025,31.2433274102193,0.00169978000220695
"1707",NA,"fiber","","fiber","UNB-2-05-10-250um_D_16","Upper Newport Bay","UNB-2","UNB-2-05-10",16,"blue","","Fiber",1.48,0.457,1.93,1.93,1833.5,1930,2026.5,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,341000,423000,631000,"4.54E-04","5.71E-04","8.64E-04","",0.00193,1.67e-05,1.67e-05,0.093020695229248,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142152549933436,0.0193003868608812,34.1359941652726,0.00142152549933436
"1708","PET","fiber","poly(ethylene terephthalate)","fiber","UNB-2-10-15-1000um_B_2","Upper Newport Bay","UNB-2","UNB-2-10-15",2,"blue","","Fiber",1.465,0.48,1.931,1.931,1834.45,1931,2027.55,15,16.7,20.4,15,16.7,20.4,"poly(esters/ethers/diglycidylethers/terephthalates)s","poly(ethylene terephthalate)",1.44e-09,1.45e-09,1.46e-09,341000,423000,631000,"4.91E-04","6.13E-04","9.21E-04","",0.001931,1.67e-05,1.67e-05,0.0929966059642502,1.67e-05,1026,1450,0.413255360623782,0.231957755607296,NA,0.00169978428837674,0.0230783720454402,31.2431698443,0.00169978428837674
"1709",NA,"fiber","","fiber","UNB-1-15-20-250um_B_15","Upper Newport Bay","UNB-1","UNB-1-15-20",15,"black","","Fiber",0.85,0.698,1.932,1.932,1835.4,1932,2028.6,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,341000,423000,631000,"4.54E-04","5.71E-04","8.65E-04","",0.001932,1.67e-05,1.67e-05,0.0929725354045189,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142152768499052,0.0193004165360502,34.1358891944172,0.00142152768499052
"1710",NA,"fiber","","fiber","UNB-3-10-15-250um_D_61","Upper Newport Bay","UNB-3","UNB-3-10-15",61,"blue","","Fiber",1.304,0.637,1.932,1.932,1835.4,1932,2028.6,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,341000,423000,631000,"4.54E-04","5.71E-04","8.65E-04","",0.001932,1.67e-05,1.67e-05,0.0929725354045189,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142152768499052,0.0193004165360502,34.1358891944172,0.00142152768499052
"1711",NA,"fiber","","fiber","UNB-3-00-05-250um_A_64","Upper Newport Bay","UNB-3","UNB-3-00-05",64,"black","","Fiber",1.4,0.492,1.933,1.933,1836.35,1933,2029.65,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,342000,423000,632000,"4.54E-04","5.72E-04","8.66E-04","",0.001933,1.67e-05,1.67e-05,0.0929484835258588,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142152877676269,0.0193004313592983,34.1358367598835,0.00142152877676269
"1712",NA,"fiber","","fiber","UNB-2-00-05-500um_D_70","Upper Newport Bay","UNB-2","UNB-2-00-05",70,"black","","Fiber",0.789,0.408,1.934,1.934,1837.3,1934,2030.7,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,342000,424000,632000,"4.55E-04","5.72E-04","8.66E-04","",0.001934,1.67e-05,1.67e-05,0.0929244503041188,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.001421529867832,0.0193004461730035,34.1357843592263,0.001421529867832
"1713","PET","fiber","poly(esters/ethers/diglycidylethers/terephthalates)s","fiber","UNB-2-15-20-1000um_B_16","Upper Newport Bay","UNB-2","UNB-2-15-20",16,"blue","","Fiber",1.463,0.409,1.935,1.935,1838.25,1935,2031.75,15,16.7,20.4,15,16.7,20.4,"poly(esters/ethers/diglycidylethers/terephthalates)s","",1.44e-09,1.45e-09,1.46e-09,342000,424000,632000,"4.92E-04","6.15E-04","9.23E-04","",0.001935,1.67e-05,1.67e-05,0.0929004357151911,1.67e-05,1026,1450,0.413255360623782,0.231957755607296,NA,0.00169978999039784,0.0230784494631252,31.2429602314465,0.00169978999039784
"1714",NA,"fiber","","fiber","UNB-2-00-05-500um_D_65","Upper Newport Bay","UNB-2","UNB-2-00-05",65,"black","","Fiber",1.074,0.66,1.936,1.936,1839.2,1936,2032.8,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,342000,424000,633000,"4.55E-04","5.72E-04","8.67E-04","",0.001936,1.67e-05,1.67e-05,0.0928764397350116,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142153204786532,0.0193004757718299,34.1356796593846,0.00142153204786532
"1715","organic","fiber","organic matter","fiber","UNB-2-15-20-500um_A_7","Upper Newport Bay","UNB-2","UNB-2-15-20",7,"orange","","Fiber",1.819,0.2,1.937,1.937,1840.15,1937,2033.85,15,16.7,20.4,15,16.7,20.4,"organic matter","",2.6e-10,3.8e-10,5e-10,342000,424000,633000,"8.90E-05","1.61E-04","3.17E-04","",0.001937,1.67e-05,1.67e-05,0.0928524623395597,1.67e-05,1026,380,0.62962962962963,0.26690975812061,NA,0.00136566603627476,0.0185419697608037,73.7429241516695,-0.00136566603627476
"1716",NA,"fiber","","fiber","UNB-1-15-20-1000um_C_23","Upper Newport Bay","UNB-1","UNB-1-15-20",23,"blue","","Fiber",1.06,0.442,1.937,1.937,1840.15,1937,2033.85,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,342000,424000,633000,"4.55E-04","5.73E-04","8.67E-04","",0.001937,1.67e-05,1.67e-05,0.0928524623395597,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142153313683095,0.0193004905569731,34.1356273601213,0.00142153313683095
"1717",NA,"fiber","","fiber","UNB-3-00-05-250um_B_36","Upper Newport Bay","UNB-3","UNB-3-00-05",36,"gray","","Fiber",1.059,0.334,1.937,1.937,1840.15,1937,2033.85,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,342000,424000,633000,"4.55E-04","5.73E-04","8.67E-04","",0.001937,1.67e-05,1.67e-05,0.0928524623395597,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142153313683095,0.0193004905569731,34.1356273601213,0.00142153313683095
"1718",NA,"fiber","","fiber","UNB-2-05-10-250um_F_45","Upper Newport Bay","UNB-2","UNB-2-05-10",45,"blue","","Fiber",1.407,0.414,1.939,1.939,1842.05,1939,2035.95,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,343000,425000,634000,"4.56E-04","5.73E-04","8.68E-04","",0.001939,1.67e-05,1.67e-05,0.0928045632069735,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142153531266423,0.0193005200987745,34.1355228627143,0.00142153531266423
"1719",NA,"fiber","","fiber","UNB-2-00-05-250um_A_52","Upper Newport Bay","UNB-2","UNB-2-00-05",52,"black","","Fiber",1.442,0.512,1.94,1.94,1843,1940,2037,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,343000,425000,634000,"4.56E-04","5.74E-04","8.69E-04","",0.00194,1.67e-05,1.67e-05,0.0927806414220144,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142153639953349,0.0193005348554547,34.1354706644923,0.00142153639953349
"1720",NA,"fiber","","fiber","UNB-3-05-10-500um_A_7","Upper Newport Bay","UNB-3","UNB-3-05-10",7,"gray","","Fiber",0.785,0.57,1.94,1.94,1843,1940,2037,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,343000,425000,634000,"4.56E-04","5.74E-04","8.69E-04","",0.00194,1.67e-05,1.67e-05,0.0927806414220144,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142153639953349,0.0193005348554547,34.1354706644923,0.00142153639953349
"1721",NA,"fiber","","fiber","UNB-1-15-20-500um_C_22","Upper Newport Bay","UNB-1","UNB-1-15-20",22,"black","","Fiber",1.863,0.24,1.943,1.943,1845.85,1943,2040.15,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,343000,426000,635000,"4.57E-04","5.75E-04","8.70E-04","",0.001943,1.67e-05,1.67e-05,0.0927089869064304,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142153965596143,0.0193005790687446,34.1353142712848,0.00142153965596143
"1722",NA,"fiber","","fiber","UNB-2-00-05-500um_B_51","Upper Newport Bay","UNB-2","UNB-2-00-05",51,"orange","","Fiber",1.616,0.408,1.943,1.943,1845.85,1943,2040.15,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,343000,426000,635000,"4.57E-04","5.75E-04","8.70E-04","",0.001943,1.67e-05,1.67e-05,0.0927089869064304,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142153965596143,0.0193005790687446,34.1353142712848,0.00142153965596143
"1723",NA,"fiber","","fiber","UNB-2-25-30-500um_B_15","Upper Newport Bay","UNB-2","UNB-2-25-30",15,"blue","","Fiber",1.228,0.566,1.945,1.945,1847.75,1945,2042.25,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,344000,426000,636000,"4.57E-04","5.75E-04","8.71E-04","",0.001945,1.67e-05,1.67e-05,0.0926613093579409,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142154182343824,0.0193006084970883,34.13521017664,0.00142154182343824
"1724",NA,"fiber","","fiber","UNB-3-20-25-500um_C_10","Upper Newport Bay","UNB-3","UNB-3-20-25",10,"blue","","Fiber",1.842,0.227,1.945,1.945,1847.75,1945,2042.25,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,344000,426000,636000,"4.57E-04","5.75E-04","8.71E-04","",0.001945,1.67e-05,1.67e-05,0.0926613093579409,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142154182343824,0.0193006084970883,34.13521017664,0.00142154182343824
"1725",NA,"fiber","","fiber","UNB-3-20-25-250um_D_38","Upper Newport Bay","UNB-3","UNB-3-20-25",38,"yellow","","Fiber",1.891,0.153,1.946,1.946,1848.7,1946,2043.3,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,344000,426000,636000,"4.57E-04","5.75E-04","8.71E-04","",0.001946,1.67e-05,1.67e-05,0.0926374981512371,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.0014215429061365,0.0193006231971378,34.1351581794495,0.0014215429061365
"1726",NA,"fiber","","fiber","UNB-3-20-25-250um_D_42","Upper Newport Bay","UNB-3","UNB-3-20-25",42,"black","","Fiber",1.356,0.55,1.946,1.946,1848.7,1946,2043.3,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,344000,426000,636000,"4.57E-04","5.75E-04","8.71E-04","",0.001946,1.67e-05,1.67e-05,0.0926374981512371,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.0014215429061365,0.0193006231971378,34.1351581794495,0.0014215429061365
"1727",NA,"fiber","","fiber","UNB-3-05-10-250um_D_38","Upper Newport Bay","UNB-3","UNB-3-05-10",38,"orange","","Fiber",1.182,0.393,1.947,1.947,1849.65,1947,2044.35,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,344000,426000,636000,"4.58E-04","5.76E-04","8.72E-04","",0.001947,1.67e-05,1.67e-05,0.0926137052914248,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.0014215439881424,0.019300637887787,34.1351062156288,0.0014215439881424
"1728",NA,"fiber","","fiber","UNB-3-25-30-250um_B_36","Upper Newport Bay","UNB-3","UNB-3-25-30",36,"clear","","Fiber",1.898,0.076,1.947,1.947,1849.65,1947,2044.35,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,344000,426000,636000,"4.58E-04","5.76E-04","8.72E-04","",0.001947,1.67e-05,1.67e-05,0.0926137052914248,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.0014215439881424,0.019300637887787,34.1351062156288,0.0014215439881424
"1729",NA,"fiber","","fiber","UNB-3-05-10-250um_D_37","Upper Newport Bay","UNB-3","UNB-3-05-10",37,"gray","","Fiber",1.587,0.28,1.948,1.948,1850.6,1948,2045.4,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,344000,427000,637000,"4.58E-04","5.76E-04","8.72E-04","",0.001948,1.67e-05,1.67e-05,0.0925899307549552,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.00142154506945673,0.0193006525690467,34.1350542851394,0.00142154506945673
"1730",NA,"fiber","","fiber","UNB-1-15-20-500um_C_20","Upper Newport Bay","UNB-1","UNB-1-15-20",20,"black","","Fiber",1.193,0.588,1.949,1.949,1851.55,1949,2046.45,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,344000,427000,637000,"4.58E-04","5.76E-04","8.73E-04","",0.001949,1.67e-05,1.67e-05,0.0925661745183217,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.0014215461500803,0.0193006672409276,34.1350023879427,0.0014215461500803
"1731",NA,"fiber","","fiber","UNB-2-00-05-250um_C_16","Upper Newport Bay","UNB-2","UNB-2-00-05",16,"gray","","Fiber",0.916,0.27,1.949,1.949,1851.55,1949,2046.45,15,16.7,20.4,15,16.7,20.4,"","",1.33e-09,1.35e-09,1.37e-09,344000,427000,637000,"4.58E-04","5.76E-04","8.73E-04","",0.001949,1.67e-05,1.67e-05,0.0925661745183217,1.67e-05,1026,1350,0.315789473684211,0.212064813931685,NA,0.0014215461500803,0.0193006672409276,34.1350023879427,0.0014215461500803
