,Site,Location,Sub,Sample,Depth,Size,Unique_ID,Color,Color-Group,Morphology,1st Order Morph,Comment,Feret,MinFeret,Length,plastic_or_not,match_val,good_match_vals,material_class,material_class_specific,spectrum_identity
1,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,1000um,SUB-3-3-1000um_S1_A_1,black,Black,fiber,Fiber,NA,1.041,0.429,1.522,NA,NA,NA,NA,NA,NA
2,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,1000um,SUB-3-3-1000um_S1_A_2,black,Black,not plastic,NA,crumbly,0.981,0.331,0,NA,NA,NA,NA,NA,NA
3,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,1000um,SUB-3-3-1000um_S1_A_3,black,Black,fiber,Fiber,NA,1.704,0.476,2.213,NA,NA,NA,NA,NA,NA
4,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,1000um,SUB-3-3-1000um_S1_A_4,black,Black,not plastic,NA,"crumbly, likey orgo",3.412,1.386,0,NA,NA,NA,NA,NA,NA
5,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,1000um,SUB-3-3-1000um_S1_A_5,black,Black,not plastic,NA,"crumbly, likey orgo",3.435,2.713,0,NA,NA,NA,NA,NA,NA
6,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,1000um,SUB-3-3-1000um_S1_A_6,gray,Black,fiber,Fiber,NA,1.288,0.416,2.267,NA,NA,NA,NA,NA,NA
7,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_1,black,Black,foam,Non-Fiber,NA,0.663,0.383,0,plastic,0.832347976,TRUE,polycarbonates,acrylonitrile butadiene styrene (abs),acrylnitril-butadien-styrol
8,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_10,black,Black,TRWP,Non-Fiber,NA,0.609,0.438,4.528,NA,NA,NA,NA,NA,NA
9,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_11,black,Black,fragment,Non-Fiber,NA,0.922,0.389,4.528,plastic,0.891566976,TRUE,polyacrylonitriles (nitriles),NA,rubber
10,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_12,gray,Black,fragment,Non-Fiber,NA,0.502,0.343,4.528,not plastic,0.843099873,TRUE,organic matter,NA,honeycomb_middle_wall
11,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_13,translucent,Transparent,fiber,Fiber,NA,4.402,0.69,6.438,NA,NA,NA,NA,NA,NA
12,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_14,black,Black,fiber,Fiber,NA,3.037,0.33,3.397,NA,NA,NA,NA,NA,NA
13,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_15,pink,Red,fiber,Fiber,NA,1.446,0.973,2.649,NA,NA,NA,NA,NA,NA
14,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_16,green,Green,fragment,Non-Fiber,NA,0.615,0.344,1.434,not plastic,0.843365333,TRUE,mineral,NA,amber
15,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_17,blue,Blue,spike,Spike,NA,0.317,0.264,0.861,NA,NA,NA,NA,NA,NA
16,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_18,black,Black,TRWP,Non-Fiber,NA,0.791,0.604,4.528,plastic,0.873108692,TRUE,"polydienes (butadienes, isoprenes)","1,4-polyisoprene (cis and trans)(latex)",latex
17,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_19,blue,Blue,fiber,Fiber,NA,2.115,1.425,3.953,NA,NA,NA,NA,NA,NA
18,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_2,gray,Black,fiber,Fiber,NA,2.146,0.645,3.101,NA,NA,NA,NA,NA,NA
19,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_20,pink,Red,fragment,Non-Fiber,NA,0.818,0.468,0,plastic,0.800601864,TRUE,polyhaloolefins (vinylhalides),poly(vinyl chloride),pvc.1
20,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_21,gray,Black,fragment,Non-Fiber,NA,1.381,0.641,0,plastic,0.957323515,TRUE,poly(propylene),poly(propylene),pp
21,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_22,white,White,film,Non-Fiber,NA,0.972,0.647,0,not plastic,0.932994539,TRUE,mineral,NA,acronal
22,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_23,translucent,Transparent,film,Non-Fiber,NA,1.445,0.783,0,plastic,0.899942719,TRUE,poly(propylene),poly(propylene),pp
23,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_24,green,Green,spike,Spike,NA,0.325,0.28,0,NA,NA,NA,NA,NA,NA
24,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_25,black,Black,TRWP,Non-Fiber,NA,0.74,0.603,0,NA,NA,NA,NA,NA,NA
25,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_26,blue,Blue,spike,Spike,NA,0.318,0.288,0,NA,NA,NA,NA,NA,NA
26,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_27,blue,Blue,spike,Spike,NA,0.281,0.232,0,NA,NA,NA,NA,NA,NA
27,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_28,black,Black,fragment,Non-Fiber,NA,0.607,0.342,0,NA,NA,NA,NA,NA,NA
28,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_29,black,Black,TRWP,Non-Fiber,NA,1.066,0.323,0,NA,NA,NA,NA,NA,NA
29,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_3,blue,Blue,spike,Spike,NA,0.344,0.256,0,NA,NA,NA,NA,NA,NA
30,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_30,white,White,spike,Spike,NA,0.346,0.288,0,NA,NA,NA,NA,NA,NA
31,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_31,white,White,foam,Non-Fiber,NA,0.594,0.453,0,plastic,0.890552684,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
32,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_32,blue,Blue,fiber,Fiber,NA,1.536,0.277,1.762,NA,NA,NA,NA,NA,NA
33,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_33,black,Black,fragment,Non-Fiber,NA,0.9,0.359,0,NA,NA,NA,NA,NA,NA
34,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_34,black,Black,fiber,Fiber,NA,0.705,0.107,0.813,NA,NA,NA,NA,NA,NA
35,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_35,blue,Blue,spike,Spike,NA,0.302,0.25,0,NA,NA,NA,NA,NA,NA
36,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_36,white,White,foam,Non-Fiber,NA,1.024,0.557,0,plastic,0.894534321,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,ps
37,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_37,pink,Red,fragment,Non-Fiber,NA,0.938,0.46,0,plastic,0.767476903,TRUE,poly(propylene),NA,rubber
38,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_38,white,NA,not plastic,NA,soft,1.227,0.323,0,NA,NA,NA,NA,NA,NA
39,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_39,white,White,fragment,Non-Fiber,NA,0.62,0.359,0,plastic,0.83844922,TRUE,polyhaloolefins (vinylhalides),poly(vinyl chloride),pvc.1
40,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_4,pink,Red,fiber,Fiber,NA,1.266,0.583,2.256,NA,NA,NA,NA,NA,NA
41,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_40,green,Green,spike,Spike,NA,0.27,0.24,0,NA,NA,NA,NA,NA,NA
42,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_41,white,White,foam,Non-Fiber,NA,0.722,0.582,0,plastic,0.893401089,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
43,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_42,blue,Blue,fiber,Fiber,NA,1.003,0.675,1.899,NA,NA,NA,NA,NA,NA
44,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_43,black,Black,fiber,Fiber,NA,1.182,0.208,1.297,NA,NA,NA,NA,NA,NA
45,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_44,green,Green,spike,Spike,NA,0.284,0.256,0,NA,NA,NA,NA,NA,NA
46,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_45,black,Black,TRWP,Non-Fiber,NA,0.789,0.288,0,NA,NA,NA,NA,NA,NA
47,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_46,black,Black,TRWP,Non-Fiber,NA,0.688,0.574,0,NA,NA,NA,NA,NA,NA
48,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_47,gray,Black,fragment,Non-Fiber,NA,1.703,0.062,1.73,NA,NA,NA,NA,NA,NA
49,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_48,green,Green,spike,Spike,NA,0.291,0.26,0,NA,NA,NA,NA,NA,NA
50,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_49,translucent,Transparent,fiber,Fiber,NA,2.145,0.518,2.932,NA,NA,NA,NA,NA,NA
51,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_5,white,White,foam,Non-Fiber,NA,1.748,0.537,4.768,plastic,0.917685375,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
52,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_50,black,Black,fiber,Fiber,NA,2.412,0.976,3.787,NA,NA,NA,NA,NA,NA
53,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_51,blue,Blue,fiber,Fiber,NA,2.407,0.273,2.504,NA,NA,NA,NA,NA,NA
54,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_52,black,Black,TRWP,Non-Fiber,NA,0.542,0.351,0,NA,NA,NA,NA,NA,NA
55,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_53,blue,Blue,fiber,Fiber,NA,1.569,1.039,3.584,NA,NA,NA,NA,NA,NA
56,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_54,black,Black,not plastic,NA,NA,0.874,0.394,0,NA,NA,NA,NA,NA,NA
57,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_55,blue,Blue,fiber,Fiber,NA,1.203,0.331,1.536,NA,NA,NA,NA,NA,NA
58,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_56,purple,Blue,fiber,Fiber,NA,2.138,0.285,2.641,NA,NA,NA,NA,NA,NA
59,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_57,pink,Red,fiber,Fiber,NA,2.472,0.21,2.622,NA,NA,NA,NA,NA,NA
60,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_58,white,White,film,Non-Fiber,NA,0.825,0.324,0,plastic,0.764918618,TRUE,poly(ethylene),poly(ethylene),hdpe.2
61,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_59,white,White,foam,Non-Fiber,NA,1.209,0.801,0,plastic,0.868658181,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
62,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_6,black,Black,fiber,Fiber,NA,3.517,0.374,4.528,NA,NA,NA,NA,NA,NA
63,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_60,gray,Black,fiber,Fiber,NA,1.387,0.143,1.478,NA,NA,NA,NA,NA,NA
64,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_61,green,Green,spike,Spike,NA,0.304,0.266,0,NA,NA,NA,NA,NA,NA
65,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_62,translucent,Transparent,film,Non-Fiber,NA,0.942,0.646,0,plastic,0.963963709,TRUE,poly(ethylene),poly(ethylene),ldpe
66,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_63,green,Green,spike,Spike,NA,0.42,0.258,0,NA,NA,NA,NA,NA,NA
67,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_64,black,Black,fiber,Fiber,NA,1.227,0.123,1.298,NA,NA,NA,NA,NA,NA
68,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_65,white,White,spike,Spike,NA,0.307,0.291,0,NA,NA,NA,NA,NA,NA
69,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_66,green,Green,spike,Spike,NA,0.272,0.264,0,NA,NA,NA,NA,NA,NA
70,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_67,blue,Blue,fiber,Fiber,NA,6.548,0.779,9.269,NA,NA,NA,NA,NA,NA
71,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_68,gray,Black,film,Non-Fiber,NA,0.759,0.442,0,plastic,0.835336112,TRUE,poly(propylene),NA,paint
72,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_69,blue,Blue,fragment,Non-Fiber,NA,0.702,0.366,0,plastic,0.662463095,FALSE,Unknown,"nylon 6,6 - poly(hexamethylene adipamide)","nylon6,6-film-goodfellow"
73,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_7,black,Black,fragment,Non-Fiber,NA,0.961,0.505,4.528,plastic,0.891742473,TRUE,poly(ethylene),poly(ethylene),pe
74,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_70,gray,Black,fiber,Fiber,NA,3.003,0.516,4.12,NA,NA,NA,NA,NA,NA
75,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_71,white,White,spike,Spike,NA,0.331,0.301,0,NA,NA,NA,NA,NA,NA
76,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_72,black,Black,TRWP,Non-Fiber,NA,0.664,0.395,0,NA,NA,NA,NA,NA,NA
77,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_73,black,Black,TRWP,Non-Fiber,NA,0.776,0.592,0,NA,NA,NA,NA,NA,NA
78,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_74,black,Black,fragment,Non-Fiber,NA,0.729,0.511,0,not plastic,0.868670835,TRUE,mineral,NA,titanite
79,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_75,white,White,foam,Non-Fiber,NA,0.852,0.595,0,plastic,0.878344103,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
80,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_76,black,Black,fiber,Fiber,NA,2.647,0.417,3.51,NA,NA,NA,NA,NA,NA
81,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_77,blue,Blue,spike,Spike,NA,0.273,0.248,0,NA,NA,NA,NA,NA,NA
82,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_78,translucent,Transparent,fragment,Non-Fiber,NA,0.897,0.431,0,plastic,0.933869825,TRUE,polyvinylesters,poly(vinyl acetate),poly(vinyl_acetate)
83,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_79,gray,Black,fiber,Fiber,NA,2.572,0.248,2.769,NA,NA,NA,NA,NA,NA
84,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_8,white,White,film,Non-Fiber,NA,0.638,0.382,4.528,not plastic,0.892630267,TRUE,mineral,NA,titanite
85,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_80,black,Black,TRWP,Non-Fiber,NA,0.927,0.579,0,NA,NA,NA,NA,NA,NA
86,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_81,black,Black,fragment,Non-Fiber,NA,0.687,0.549,0,not plastic,0.761827724,TRUE,organic matter,NA,soil
87,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_82,black,Black,TRWP,Non-Fiber,NA,0.614,0.463,0,NA,NA,NA,NA,NA,NA
88,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_83,green,Green,fiber,Fiber,NA,3.381,1.101,4.48,NA,NA,NA,NA,NA,NA
89,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_84,pink,Red,fragment,Non-Fiber,NA,0.771,0.577,0,plastic,0.789360975,TRUE,poly(acrylamide/amid)s,"nylon 6,6 - poly(hexamethylene adipamide)","nylon6,6-fragment-goodfellow"
90,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_A_9,black,Black,fiber,Fiber,NA,2.589,0.349,3.18,NA,NA,NA,NA,NA,NA
91,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_1,white,White,fragment,Non-Fiber,NA,0.683,0.335,0,NA,NA,NA,NA,NA,NA
92,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_10,gray,Black,fiber,Fiber,NA,3.739,0.54,4.774,NA,NA,NA,NA,NA,NA
93,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_11,white,White,fragment,Non-Fiber,NA,0.674,0.437,0,NA,NA,NA,NA,NA,NA
94,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_12,blue,Blue,spike,Spike,NA,0.311,0.28,0,NA,NA,NA,NA,NA,NA
95,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_13,black,Black,fiber,Fiber,NA,1.354,0.311,1.605,NA,NA,NA,NA,NA,NA
96,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_14,gray,Black,fragment,Non-Fiber,NA,0.681,0.508,0,NA,NA,NA,NA,NA,NA
97,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_15,translucent,Transparent,fragment,Non-Fiber,NA,1.062,0.681,0,NA,NA,NA,NA,NA,NA
98,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_16,pink,Red,fiber,Fiber,NA,1.884,0.45,2.591,NA,NA,NA,NA,NA,NA
99,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_17,blue,Blue,fiber,Fiber,NA,2.587,0.693,5.995,NA,NA,NA,NA,NA,NA
100,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_18,yellow,Yellow,fragment,Non-Fiber,NA,1.344,0.557,0,NA,NA,NA,NA,NA,NA
101,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_19,black,Black,fragment,Non-Fiber,NA,1.214,0.613,0,NA,NA,NA,NA,NA,NA
102,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_2,translucent,Transparent,fiber,Fiber,NA,1.103,0.443,1.626,NA,NA,NA,NA,NA,NA
103,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_20,blue,Blue,spike,Spike,NA,0.323,0.296,0,NA,NA,NA,NA,NA,NA
104,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_21,blue,Blue,spike,Spike,NA,0.309,0.282,0,NA,NA,NA,NA,NA,NA
105,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_22,black,Black,fragment,Non-Fiber,NA,0.987,0.481,0,NA,NA,NA,NA,NA,NA
106,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_23,black,Black,TRWP,Non-Fiber,NA,0.786,0.373,0,NA,NA,NA,NA,NA,NA
107,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_24,translucent,Transparent,fragment,Non-Fiber,crumbling,0.814,0.599,0,NA,NA,NA,NA,NA,NA
108,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_25,blue,Blue,fiber,Fiber,NA,2.087,0.759,2.854,NA,NA,NA,NA,NA,NA
109,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_26,gray,Black,fragment,Non-Fiber,crumbling,0.785,0.304,3.105,NA,NA,NA,NA,NA,NA
110,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_27,gray,Black,not plastic,NA,orgo?,0.705,0.356,2.119,NA,NA,NA,NA,NA,NA
111,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_28,blue,Blue,fiber,Fiber,NA,2.121,0.165,2.285,NA,NA,NA,NA,NA,NA
112,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_29,blue,Blue,fiber,Fiber,NA,1.46,0.589,2.479,NA,NA,NA,NA,NA,NA
113,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_3,white,White,fragment,Non-Fiber,NA,0.745,0.479,0,NA,NA,NA,NA,NA,NA
114,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_30,gray,Black,fiber,Fiber,NA,0.585,0.121,0.66,NA,NA,NA,NA,NA,NA
115,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_31,black,Black,fragment,Non-Fiber,NA,0.646,0.299,0,NA,NA,NA,NA,NA,NA
116,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_32,blue,Blue,fiber,Fiber,NA,3.062,0.441,3.628,NA,NA,NA,NA,NA,NA
117,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_33,pink,Red,fragment,Non-Fiber,NA,0.87,0.488,0,NA,NA,NA,NA,NA,NA
118,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_34,gray,Black,fiber,Fiber,NA,1.44,0.295,1.729,NA,NA,NA,NA,NA,NA
119,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_35,translucent,Transparent,film,Non-Fiber,NA,1.098,0.607,0,NA,NA,NA,NA,NA,NA
120,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_36,gray,Black,fiber,Fiber,NA,0.641,0.418,1.319,NA,NA,NA,NA,NA,NA
121,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_37,black,Black,fiber,Fiber,NA,2.165,0.686,3.499,NA,NA,NA,NA,NA,NA
