,Site,Location,Sub,Sample,Depth,Size,Unique_ID,Color,Color-Group,Morphology,1st Order Morph,Comment,Feret,MinFeret,Length,plastic_or_not,match_val,good_match_vals,material_class,material_class_specific,spectrum_identity
7241,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_44,white,Whites,fragment,Non-Fiber,NA,0.775,0.26,0,NA,NA,NA,NA,NA,NA
7242,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_45,blue,Blues,fiber,Fiber,NA,0.725,0.291,1.054,NA,NA,NA,NA,NA,NA
7243,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_46,black,Blacks,fiber,Fiber,NA,0.794,0.516,2.133,NA,NA,NA,NA,NA,NA
7244,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_47,gray,Blacks,fiber,Fiber,NA,0.982,0.161,1.116,NA,NA,NA,NA,NA,NA
7245,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_48,black,Blacks,TRWP,Non-Fiber,NA,0.611,0.442,0,NA,NA,NA,NA,NA,NA
7246,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_49,black,Blacks,fragment,Non-Fiber,NA,0.69,0.587,0,NA,NA,NA,NA,NA,NA
7247,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_50,black,Blacks,fiber,Fiber,NA,0.651,0.451,1.699,NA,NA,NA,NA,NA,NA
7248,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_51,blue,Blues,fiber,Fiber,NA,0.751,0.245,0.939,NA,NA,NA,NA,NA,NA
7249,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_52,gray,Blacks,fragment,Non-Fiber,NA,0.662,0.202,0.799,NA,NA,NA,NA,NA,NA
7250,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_53,gray,Blacks,fragment,Non-Fiber,NA,0.878,0.534,0,NA,NA,NA,NA,NA,NA
7251,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_54,blue,Blues,film,Non-Fiber,NA,0.945,0.247,0,plastic,0.673147372,FALSE,Unknown,NA,ethylene_acrylic_acid
7252,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_55,gray,Blacks,fiber,Fiber,NA,0.805,0.151,0.952,NA,NA,NA,NA,NA,NA
7253,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_56,black,Blacks,fiber,Fiber,NA,0.809,0.164,0.987,NA,NA,NA,NA,NA,NA
7254,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_57,white,Whites,fragment,Non-Fiber,NA,1.036,0.353,0,NA,NA,NA,NA,NA,NA
7255,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_58,blue,Blues,fiber,Fiber,NA,2.041,0.145,2.171,NA,NA,NA,NA,NA,NA
7256,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_59,clear,Transparent,fragment,Non-Fiber,NA,0.69,0.583,0,NA,NA,NA,NA,NA,NA
7257,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_60,black,Blacks,fragment,Non-Fiber,NA,0.519,0.381,0,NA,NA,NA,NA,NA,NA
7258,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_61,black,Blacks,fiber,Fiber,NA,0.934,0.302,1.256,NA,NA,NA,NA,NA,NA
7259,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_62,yellow,Yellows,fragment,Non-Fiber,NA,0.503,0.388,0,NA,NA,NA,NA,NA,NA
7260,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_63,blue,Blues,fiber,Fiber,NA,1.101,0.199,1.238,NA,NA,NA,NA,NA,NA
7261,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_64,black,Blacks,fiber,Fiber,NA,0.41,0.286,2.278,NA,NA,NA,NA,NA,NA
7262,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_B_65,black,Blacks,fiber,Fiber,NA,2.878,0.963,4.944,NA,NA,NA,NA,NA,NA
7263,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_1,gray,Blacks,fragment,Non-Fiber,NA,0.901,0.522,0,NA,NA,NA,NA,NA,NA
7264,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_2,black,Blacks,fiber,Fiber,NA,1.221,0.388,1.573,NA,NA,NA,NA,NA,NA
7265,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_3,black,Blacks,TRWP,Non-Fiber,NA,0.506,0.327,0,NA,NA,NA,NA,NA,NA
7266,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_4,pink,Reds,fiber,Fiber,NA,0.567,0.267,1.755,NA,NA,NA,NA,NA,NA
7267,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_5,black,Blacks,fiber,Fiber,NA,0.533,0.348,1.208,NA,NA,NA,NA,NA,NA
7268,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_6,clear,Transparent,fragment,Non-Fiber,NA,1.208,0.279,0,NA,NA,NA,NA,NA,NA
7269,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_7,gray,Blacks,fiber,Fiber,NA,1.001,0.363,1.383,NA,NA,NA,NA,NA,NA
7270,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_8,blue,Blues,fiber,Fiber,NA,1.359,0.207,1.648,NA,NA,NA,NA,NA,NA
7271,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_9,blue,Blues,fiber,Fiber,NA,0.558,0.313,0.94,NA,NA,NA,NA,NA,NA
7272,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_10,black,Blacks,TRWP,Non-Fiber,NA,0.884,0.674,0,NA,NA,NA,NA,NA,NA
7273,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_11,green,Greens,fragment,Non-Fiber,NA,0.622,0.326,0,NA,NA,NA,NA,NA,NA
7274,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_12,black,Blacks,fiber,Fiber,NA,0.768,0.481,1.7,NA,NA,NA,NA,NA,NA
7275,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_13,black,Blacks,fiber,Fiber,NA,0.728,0.14,0,NA,NA,NA,NA,NA,NA
7276,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_14,black,Blacks,TRWP,Non-Fiber,NA,0.803,0.331,0,NA,NA,NA,NA,NA,NA
7277,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_15,black,Blacks,TRWP,Non-Fiber,NA,0.836,0.139,0,NA,NA,NA,NA,NA,NA
7278,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_16,black,Blacks,TRWP,Non-Fiber,NA,0.572,0.362,0,NA,NA,NA,NA,NA,NA
7279,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_17,black,Blacks,fiber,Fiber,NA,0.593,0.117,0.653,NA,NA,NA,NA,NA,NA
7280,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_18,black,Blacks,TRWP,Non-Fiber,NA,0.509,0.262,0,NA,NA,NA,NA,NA,NA
7281,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_19,black,Blacks,TRWP,Non-Fiber,NA,0.53,0.273,0,NA,NA,NA,NA,NA,NA
7282,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_20,black,Blacks,fiber,Fiber,NA,1.826,0.21,1.951,NA,NA,NA,NA,NA,NA
7283,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_21,black,Blacks,fiber,Fiber,NA,0.873,0.426,2.35,NA,NA,NA,NA,NA,NA
7284,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_22,black,Blacks,TRWP,Non-Fiber,NA,0.582,0.442,0,NA,NA,NA,NA,NA,NA
7285,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_23,black,Blacks,fragment,Non-Fiber,NA,1.029,0.731,0,NA,NA,NA,NA,NA,NA
7286,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_24,black,Blacks,TRWP,Non-Fiber,NA,0.584,0.449,0,NA,NA,NA,NA,NA,NA
7287,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_25,green,Greens,fragment,Non-Fiber,NA,0.699,0.151,0,NA,NA,NA,NA,NA,NA
7288,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_26,gray,Blacks,fiber,Fiber,NA,0.643,0.364,1.078,NA,NA,NA,NA,NA,NA
7289,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_27,black,Blacks,TRWP,Non-Fiber,NA,0.612,0.333,0,NA,NA,NA,NA,NA,NA
7290,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_28,black,Blacks,fiber,Fiber,NA,1.478,0.416,2.513,NA,NA,NA,NA,NA,NA
7291,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_29,gray,Blacks,fragment,Non-Fiber,NA,0.875,0.59,0,NA,NA,NA,NA,NA,NA
7292,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_30,black,Blacks,TRWP,Non-Fiber,NA,1.056,0.718,0,NA,NA,NA,NA,NA,NA
7293,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_31,blue,Blues,fiber,Fiber,NA,1.016,0.517,1.546,NA,NA,NA,NA,NA,NA
7294,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_32,black,Blacks,TRWP,Non-Fiber,NA,1.072,0.74,0,NA,NA,NA,NA,NA,NA
7295,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_33,black,Blacks,TRWP,Non-Fiber,NA,0.695,0.466,0,NA,NA,NA,NA,NA,NA
7296,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_34,green,Greens,fiber,Fiber,NA,1.139,0.14,0,NA,NA,NA,NA,NA,NA
7297,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_35,black,Blacks,TRWP,Non-Fiber,NA,0.756,0.318,0,NA,NA,NA,NA,NA,NA
7298,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_36,black,Blacks,fiber,Fiber,NA,1.362,0.649,2.096,NA,NA,NA,NA,NA,NA
7299,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_37,black,Blacks,fiber,Fiber,NA,0.655,0.442,0,NA,NA,NA,NA,NA,NA
7300,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_38,blue,Blues,film,Non-Fiber,NA,0.494,0.349,0,plastic,0.6150522,FALSE,Unknown,poly(ethylene),uldpe
7301,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_39,black,Blacks,TRWP,Non-Fiber,NA,0.662,0.51,0,NA,NA,NA,NA,NA,NA
7302,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_40,black,Blacks,TRWP,Non-Fiber,NA,0.565,0.386,0,NA,NA,NA,NA,NA,NA
7303,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_41,black,Blacks,fiber,Fiber,NA,1.075,0.27,1.382,NA,NA,NA,NA,NA,NA
7304,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_42,black,Blacks,fragment,Non-Fiber,NA,1.581,0.146,0,NA,NA,NA,NA,NA,NA
7305,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_43,black,Blacks,TRWP,Non-Fiber,NA,0.36,0.228,0,NA,NA,NA,NA,NA,NA
7306,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_44,purple,Blues,fiber,Fiber,NA,0.291,0.132,0,NA,NA,NA,NA,NA,NA
7307,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_45,orange,Yellows,fiber,Fiber,NA,0.529,0.445,1.656,NA,NA,NA,NA,NA,NA
7308,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_46,blue,Blues,fragment,Non-Fiber,NA,0.542,0.306,0,NA,NA,NA,NA,NA,NA
7309,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_47,black,Blacks,fiber,Fiber,NA,1.556,0.211,1.719,NA,NA,NA,NA,NA,NA
7310,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_48,black,Blacks,fiber,Fiber,NA,1.479,0.745,2.278,NA,NA,NA,NA,NA,NA
7311,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_49,black,Blacks,TRWP,Non-Fiber,NA,0.969,0.517,0,NA,NA,NA,NA,NA,NA
7312,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_50,black,Blacks,fiber,Fiber,NA,0.788,0.297,1.209,NA,NA,NA,NA,NA,NA
7313,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_51,blue,Blues,film,Non-Fiber,NA,1.171,0.139,0,plastic,0.859739771,TRUE,poly(acrylamide/amid)s,NA,ethylene_acrylic_acid
7314,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_52,black,Blacks,fiber,Fiber,NA,1.199,0.524,2.114,NA,NA,NA,NA,NA,NA
7315,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_53,blue,Blues,fragment,Non-Fiber,NA,2.257,1.521,0,NA,NA,NA,NA,NA,NA
7316,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_54,black,Blacks,fiber,Fiber,NA,0.563,0.309,1.332,NA,NA,NA,NA,NA,NA
7317,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_55,black,Blacks,fiber,Fiber,NA,0.754,0.361,1.454,NA,NA,NA,NA,NA,NA
7318,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_56,orange,Yellows,fiber,Fiber,NA,1.071,0.798,2.744,NA,NA,NA,NA,NA,NA
7319,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_57,black,Blacks,TRWP,Non-Fiber,NA,0.586,0.275,0,NA,NA,NA,NA,NA,NA
7320,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_58,black,Blacks,TRWP,Non-Fiber,NA,0.466,0.312,0,NA,NA,NA,NA,NA,NA
7321,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_59,black,Blacks,TRWP,Non-Fiber,NA,0.742,0.342,0,NA,NA,NA,NA,NA,NA
7322,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_60,black,Blacks,TRWP,Non-Fiber,NA,0.718,0.24,0,NA,NA,NA,NA,NA,NA
7323,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_61,blue,Blues,fiber,Fiber,NA,1.551,0.713,2.866,NA,NA,NA,NA,NA,NA
7324,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_62,gray,Blacks,fiber,Fiber,NA,1.16,0.233,0,NA,NA,NA,NA,NA,NA
7325,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_63,black,Blacks,TRWP,Non-Fiber,NA,0.679,0.486,0,NA,NA,NA,NA,NA,NA
7326,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_64,black,Blacks,TRWP,Non-Fiber,NA,0.434,0.302,0,NA,NA,NA,NA,NA,NA
7327,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_C_65,black,Blacks,fiber,Fiber,NA,0.714,0.349,1.236,NA,NA,NA,NA,NA,NA
7328,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_1,black,Blacks,TRWP,Non-Fiber,NA,0.861,0.477,0,NA,NA,NA,NA,NA,NA
7329,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_2,black,Blacks,fiber,Fiber,NA,1.704,0.314,1.962,NA,NA,NA,NA,NA,NA
7330,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_3,blue,Blues,film,Non-Fiber,NA,0.581,0.375,0,plastic,0.945824476,TRUE,poly(ethylene),poly(ethylene),ldpe
7331,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_4,black,Blacks,TRWP,Non-Fiber,NA,0.477,0.199,0,NA,NA,NA,NA,NA,NA
7332,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_5,black,Blacks,fragment,Non-Fiber,NA,0.736,0.294,0,NA,NA,NA,NA,NA,NA
7333,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_6,black,Blacks,fiber,Fiber,NA,0.869,0.422,0,NA,NA,NA,NA,NA,NA
7334,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_7,blue,Blues,fiber,Fiber,NA,0.509,0.405,0,NA,NA,NA,NA,NA,NA
7335,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_8,black,Blacks,fiber,Fiber,NA,0.464,0.34,1.348,NA,NA,NA,NA,NA,NA
7336,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_9,blue,Blues,fiber,Fiber,NA,0.515,0.349,0,NA,NA,NA,NA,NA,NA
7337,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_10,black,Blacks,fragment,Non-Fiber,NA,0.775,0.41,0,NA,NA,NA,NA,NA,NA
7338,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_11,blue,Blues,fiber,Fiber,NA,0.845,0.496,1.77,NA,NA,NA,NA,NA,NA
7339,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_12,gray,Blacks,fragment,Non-Fiber,NA,1.106,0.379,0,NA,NA,NA,NA,NA,NA
7340,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_13,gray,Blacks,fiber,Fiber,NA,0.658,0.5,1.355,NA,NA,NA,NA,NA,NA
7341,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_14,black,Blacks,TRWP,Non-Fiber,NA,0.487,0.188,0,NA,NA,NA,NA,NA,NA
7342,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_15,black,Blacks,TRWP,Non-Fiber,NA,0.551,0.191,0,NA,NA,NA,NA,NA,NA
7343,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_16,black,Blacks,fiber,Fiber,NA,0.576,0.334,1.119,NA,NA,NA,NA,NA,NA
7344,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_17,red,Reds,fiber,Fiber,NA,0.675,0.516,0,NA,NA,NA,NA,NA,NA
7345,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_18,black,Blacks,TRWP,Non-Fiber,NA,0.502,0.169,0,NA,NA,NA,NA,NA,NA
7346,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_19,gray,Blacks,fiber,Fiber,NA,0.806,0.246,1.284,NA,NA,NA,NA,NA,NA
7347,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_20,blue,Blues,film,Non-Fiber,NA,0.449,0.253,0,not plastic,0.674046236,FALSE,Unknown,NA,epidote__r050202-1__infrared__infrared_data_processed__856
7348,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_21,black,Blacks,TRWP,Non-Fiber,NA,0.482,0.275,0,NA,NA,NA,NA,NA,NA
7349,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_22,gray,Blacks,fragment,Non-Fiber,NA,0.902,0.426,0,NA,NA,NA,NA,NA,NA
7350,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_23,gray,Blacks,fragment,Non-Fiber,NA,0.503,0.379,0,NA,NA,NA,NA,NA,NA
7351,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_24,green,Greens,fragment,Non-Fiber,NA,0.599,0.121,0,NA,NA,NA,NA,NA,NA
7352,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_25,gray,Blacks,fragment,Non-Fiber,NA,1.566,0.282,0,NA,NA,NA,NA,NA,NA
7353,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_26,blue,Blues,fragment,Non-Fiber,NA,0.577,0.181,0,NA,NA,NA,NA,NA,NA
7354,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_27,gray,Blacks,fiber,Fiber,NA,0.649,0.362,1.604,NA,NA,NA,NA,NA,NA
7355,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_28,black,Blacks,fragment,Non-Fiber,NA,0.821,0.576,0,NA,NA,NA,NA,NA,NA
7356,Upper Bay Basin II,SUB-2-3,S1,SUB-2-3-S1,0-5cm,250um,SUB-2-3_G-01-250-500um_S1_D_29,gray,Blacks,fragment,Non-Fiber,NA,0.702,0.354,0,NA,NA,NA,NA,NA,NA
