,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min.Length..microns.,Length..microns.,Max.Length..microns.,Min.Width..microns.,Width..microns.,Max.Width..microns.,Min.Height..Microns.,Height..microns.,Max.Height..Microns.,Polymer.Class..openspecy.,Polymer..openspecy.,Min.Density..mg.microns3.,Density..mg.microns3.,Max.Density..mg.microns3.,Min.Volume..microns3.,Volume..microns3.,Max.Volume..microns3.,Min.Mass..mg.,Mass..mg.,Max.Mass..mg.,OS_Plastic_Not,a,b,c,CSF,Deqi,water.density,particle.density,delta,D_dimless,P,W,Re,Cd,W_adj
3635,PE,film,poly(ethylene),film,SUB-4-10-250um_S2_A_72,Lower Harbor,SUB-4-10,SUB-4-10-S2,72,translucent,,Non-Fiber,0.843,0.686,0,0.843,800.85,843,885.15,651.7,686,720.3,0.843,42.5715,84.3,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,439973.456,24619013.3,53747449.8,0.000399,0.0249,0.0914,,0.000843,0.000686,4.26E-05,0.055981317,0.000290909,1026,1010,0.015594542,1.355295563,4.35,0.000443645,0.104927066,301.4850104,-0.000443645
3636,PE,film,poly(ethylene),film,SUB-4-10-250um_S2_B_1,Lower Harbor,SUB-4-10,SUB-4-10-S2,1,translucent,,Non-Fiber,0.927,0.511,0,0.927,880.65,927,973.35,485.45,511,536.55,0.927,46.8135,92.7,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,396303.2,22175414.5,48412662.4,0.00036,0.0224,0.0823,,0.000927,0.000511,4.68E-05,0.06801752,0.000280947,1026,1010,0.015594542,1.308883675,4.35,0.000418233,0.095529487,327.6174263,-0.000418233
3637,PE,film,poly(ethylene),film,SUB-4-10-250um_S2_B_15,Lower Harbor,SUB-4-10,SUB-4-10-S2,15,translucent,,Non-Fiber,0.826,0.382,0,0.826,784.7,826,867.3,362.9,382,401.1,0.826,41.713,82.6,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,235218.062,13161786.3,28734394.9,0.000214,0.0133,0.0488,,0.000826,0.000382,4.17E-05,0.074259107,0.000236105,1026,1010,0.015594542,1.099973141,4.35,0.000305311,0.058605941,516.6562499,-0.000305311
3638,PE,film,poly(ethylene),film,SUB-4-11-250um_S1_B_44,Lower Harbor,SUB-4-11,SUB-4-11-S1,44,translucent,,Non-Fiber,1.22,0.759,0,1.22,1159,1220,1281,721.05,759,796.95,1.22,61.61,122,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,1019550.28,57049627.8,124548940,0.000926,0.0576,0.212,,0.00122,0.000759,6.16E-05,0.064025121,0.000384962,1026,1010,0.015594542,1.793472577,4.35,0.000727162,0.227585031,148.5031178,-0.000727162
3639,PE,film,poly(ethylene),film,SUB-4-2-250um_S1_A_16,Lower Harbor,SUB-4-2,SUB-4-2-S1,16,white,,Non-Fiber,1.658,0.84,0,1.658,1575.1,1658,1740.9,798,840,882,1.658,83.729,165.8,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,2083989.61,116611053,254581556,0.00189,0.118,0.433,,0.001658,0.00084,8.37E-05,0.070948627,0.000488555,1026,1010,0.015594542,2.276094945,4.35,0.001086332,0.431489991,84.44392428,-0.001086332
3640,PE,film,poly(ethylene),film,SUB-4-2-500um_S1_A_12,Lower Harbor,SUB-4-2,SUB-4-2-S1,12,gray,,Non-Fiber,3.497,0.611,0,3.497,3322.15,3497,3671.85,580.45,611,641.55,3.497,176.5985,349.7,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,6743411.86,377332187,823779676,0.00612,0.381,1.4,,0.003497,0.000611,0.000176599,0.120814369,0.000722617,1026,1010,0.015594542,3.366550135,4.35,0.002029746,1.192462114,35.77707377,-0.002029746
3641,PE,film,poly(ethylene),film,SUB-4-2-500um_S1_A_38,Lower Harbor,SUB-4-2,SUB-4-2-S1,38,translucent,,Non-Fiber,1.726,0.818,0,1.726,1639.7,1726,1812.3,777.1,818,858.9,1.726,87.163,172.6,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,2199287.96,123062650,268666480,0.002,0.124,0.457,,0.001726,0.000818,8.72E-05,0.073355912,0.000497403,1026,1010,0.015594542,2.317319362,4.35,0.001119402,0.452678484,80.96861344,-0.001119402
3642,PE,film,poly(ethylene),film,SUB-4-7-250um_S2_A_11,Lower Harbor,SUB-4-7,SUB-4-7-S2,11,white,,Non-Fiber,0.863,0.569,0,0.863,819.85,863,906.15,540.55,569,597.45,0.863,43.5815,86.3,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,382455.639,21400564.8,46721035.1,0.000347,0.0216,0.0794,,0.000863,0.000569,4.36E-05,0.062192876,0.000277636,1026,1010,0.015594542,1.293457651,4.35,0.00040867,0.092245032,339.085645,-0.00040867
3643,PE,film,poly(ethylene),film,SUB-4-7-250um_S2_A_16,Lower Harbor,SUB-4-7,SUB-4-7-S2,16,green,,Non-Fiber,0.524,0.409,0,0.524,497.8,524,550.2,388.55,409,429.45,0.524,26.462,52.4,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,101352.18,5671229.99,12381249.6,9.20E-05,0.00573,0.021,,0.000524,0.000409,2.65E-05,0.057160414,0.000178331,1026,1010,0.015594542,0.830812245,4.35,0.000179941,0.026088589,1123.430536,-0.000179941
3644,PE,film,poly(ethylene),film,SUB-4-9-250um_S2_A_41,Lower Harbor,SUB-4-9,SUB-4-9-S2,41,translucent,,Non-Fiber,0.458,0.329,0,0.458,435.1,458,480.9,312.55,329,345.45,0.458,23.129,45.8,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,62283.6513,3485123.98,7608612.25,5.66E-05,0.00352,0.0129,,0.000458,0.000329,2.31E-05,0.059583522,0.000151614,1026,1010,0.015594542,0.706344465,4.35,0.000132297,0.016307334,1766.942552,-0.000132297
3645,PE,film,poly(ethylene),film,SUB-2-2_G-01-250-500um_S1_B_72,Basin II,SUB-2-2,SUB-2-2-S1,72,blue,,Non-Fiber,0.855,0.218,0,0.855,812.25,855,897.75,207.1,218,228.9,0.855,43.1775,85.5,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,143825.514,8047854.23,17569820.4,0.000131,0.00813,0.0299,,0.000855,0.000218,4.32E-05,0.100010636,0.000200398,1026,1010,0.015594542,0.933620765,4.35,0.000227037,0.03699,793.0153098,-0.000227037
3646,PE,film,poly(ethylene),film,SUB-2-2_G-01-250-500um_S1_D_19,Basin II,SUB-2-2,SUB-2-2-S1,19,black,,Non-Fiber,0.812,0.377,0,0.812,771.4,812,852.6,358.15,377,395.85,0.812,41.006,81.2,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,224336.851,12552920.7,27405138.9,0.000204,0.0127,0.0466,,0.000812,0.000377,4.10E-05,0.074113738,0.000232406,1026,1010,0.015594542,1.082743033,4.35,0.000296551,0.056032921,539.0491895,-0.000296551
3647,PE,film,poly(ethylene),film,SUB-2-2_G-01-250-500um_S1_G_38,Basin II,SUB-2-2,SUB-2-2-S1,38,gray,,Non-Fiber,0.951,0.39,0,0.951,903.45,951,998.55,370.5,390,409.5,0.951,48.0255,95.1,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,318326.542,17812177.7,38886982,0.000289,0.018,0.0661,,0.000951,0.00039,4.80E-05,0.078858649,0.000261159,1026,1010,0.015594542,1.21669804,4.35,0.000367662,0.078063828,394.0827903,-0.000367662
3648,PE,film,poly(ethylene),film,SUB-2-2_G-01-250-500um_S1_I_13,Basin II,SUB-2-2,SUB-2-2-S1,13,clear,,Non-Fiber,0.549,0.34,0,0.549,521.55,549,576.45,323,340,357,0.549,27.7245,54.9,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,92484.8969,5175055.17,11298016.5,8.40E-05,0.00523,0.0192,,0.000549,0.00034,2.77E-05,0.064170894,0.00017297,1026,1010,0.015594542,0.805839955,4.35,0.000170222,0.023937685,1217.645398,-0.000170222
3649,PE,film,poly(ethylene),film,SUB-2-3_G-01-250-500um_S1_D_3,Basin II,SUB-2-3,SUB-2-3-S1,3,blue,,Non-Fiber,0.581,0.375,0,0.581,551.95,581,610.05,356.25,375,393.75,0.581,29.3405,58.1,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,114243.301,6392561.44,13956037.6,0.000104,0.00646,0.0237,,0.000581,0.000375,2.93E-05,0.062858471,0.000185592,1026,1010,0.015594542,0.864640231,4.35,0.000194346,0.029324442,1002.271887,-0.000194346
3650,PE,film,poly(ethylene),film,SUB-4-10-250um_S2_A_76,Lower Harbor,SUB-4-10,SUB-4-10-S2,76,gray,,Non-Fiber,0.673,0.224,0,0.673,639.35,673,706.65,212.8,224,235.2,0.673,33.9865,67.3,Unknown,poly(ethylene),9.08E-10,1.01E-09,1.70E-09,91564.1266,5123532.85,11185534.6,8.31E-05,0.00517,0.019,,0.000673,0.000224,3.40E-05,0.087533622,0.000172394,1026,1010,0.015594542,0.803156744,4.35,0.000170383,0.023880496,1211.303555,-0.000170383
3651,PE,film,poly(ethylene),film,SUB-4-11-250um_S1_B_28,Lower Harbor,SUB-4-11,SUB-4-11-S1,28,blue,,Non-Fiber,0.617,0.375,0,0.617,586.15,617,647.85,356.25,375,393.75,0.617,31.1585,61.7,Unknown,poly(ethylene),9.08E-10,1.01E-09,1.70E-09,128839.433,7209297.94,15739110.8,0.000117,0.00728,0.0268,,0.000617,0.000375,3.12E-05,0.064776626,0.000193181,1026,1010,0.015594542,0.899997825,4.35,0.000209673,0.032930823,896.3093895,-0.000209673
3652,PE,film,poly(ethylene),film,SUB-2-3_G-01-250-500um_S1_C_38,Basin II,SUB-2-3,SUB-2-3-S1,38,blue,,Non-Fiber,0.494,0.349,0,0.494,469.3,494,518.7,331.55,349,366.45,0.494,24.947,49.4,Unknown,poly(ethylene),9.08E-10,1.01E-09,1.70E-09,76864.629,4301012.48,9389834.18,6.98E-05,0.00434,0.016,,0.000494,0.000349,2.49E-05,0.06008169,0.000162626,1026,1010,0.015594542,0.757647806,4.35,0.000151236,0.019995812,1450.316382,-0.000151236
3653,PE,film,poly(ethylene),film,SUB-2-4_G-01-250-500um_S1_C_22,Basin II,SUB-2-4,SUB-2-4-S1,22,blue,,Non-Fiber,0.921,0.236,0,0.921,874.95,921,967.05,224.2,236,247.8,0.921,46.5105,92.1,Unknown,poly(ethylene),9.08E-10,1.01E-09,1.70E-09,180666.851,10109336.2,22070382.6,0.000164,0.0102,0.0375,,0.000921,0.000236,4.65E-05,0.09976201,0.000216226,1026,1010,0.015594542,1.007359955,4.35,0.000261552,0.045979015,644.7234271,-0.000261552
3654,PMMA,film,poly(methyl methacrylate),film,SUB-3-7-250um_S1_A_26,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,26,pink,,Non-Fiber,0.558,0.382,0,0.558,530.1,558,585.9,362.9,382,401.1,0.558,28.179,55.8,polymethacrylates,poly(methyl methacrylate),1.17E-09,1.18E-09,1.19E-09,107344.296,6006522.92,13113250.5,0.000126,0.00709,0.0156,,0.000558,0.000382,2.82E-05,0.061034697,0.000181778,1026,1180,0.150097466,1.801434301,4.35,0.002241371,0.331245309,71.03862492,0.002241371
3655,PMMA,film,poly(methyl methacrylate),film,SUB-3-9-500um_S1_A_17,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,17,gray,,Non-Fiber,0.906,0.299,0,0.906,860.7,906,951.3,284.05,299,313.95,0.906,45.753,90.6,polymethacrylates,poly(methyl methacrylate),1.17E-09,1.18E-09,1.19E-09,221500.543,12394213.2,27058653.5,0.000259,0.0146,0.0322,,0.000906,0.000299,4.58E-05,0.087906276,0.000231423,1026,1180,0.150097466,2.293420563,4.35,0.003384324,0.636756054,39.6683081,0.003384324
3656,Poly(methyl vinyl ether),film,poly(methyl vinyl ether),film,SUB-4-7-500um_S1_A_22,Lower Harbor,SUB-4-7,SUB-4-7-S1,22,translucent,,Non-Fiber,0.998,0.94,0,0.998,948.1,998,1047.9,893,940,987,0.998,50.399,99.8,polyvinylethers,poly(methyl vinyl ether),1.02E-09,1.05E-09,1.08E-09,844959.993,47280309.9,103220875,0.000862,0.0496,0.111,,0.000998,0.00094,5.04E-05,0.05203466,0.000361599,1026,1050,0.023391813,1.928417186,4.35,0.001157461,0.340273329,82.58209498,0.001157461
3657,PP,film,poly(propylene),film,SUB-3-3-250um_S1_A_23,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,23,translucent,,Non-Fiber,1.445,0.783,0,1.445,1372.75,1445,1517.25,743.85,783,822.15,1.445,72.9725,144.5,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,1475518.53,82563640.5,180250324,0.00147,0.0826,0.18,,0.001445,0.000783,7.30E-05,0.068603207,0.000435441,1026,1000,0.025341131,2.385015479,4.35,0.00137714,0.487531343,76.10396088,-0.00137714
3658,PP,film,poly(propylene),film,SUB-3-9-250um_S1_A_16,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,16,green,,Non-Fiber,0.471,0.353,0,0.471,447.45,471,494.55,335.35,353,370.65,0.471,23.7855,47.1,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,70674.6604,3954648.59,8633663.5,7.05E-05,0.00395,0.00863,,0.000471,0.000353,2.38E-05,0.058333022,0.000158138,1026,1000,0.025341131,0.866158869,4.35,0.000228922,0.029431876,1000.219946,-0.000228922
3659,PP,film,poly(propylene),film,SUB-3-9-500um_S1_A_9,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,9,translucent,,Non-Fiber,2.248,0.674,0,2.248,2135.6,2248,2360.4,640.3,674,707.7,2.248,113.524,224.8,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,3073970.68,172006116,375518302,0.00307,0.172,0.376,,0.002248,0.000674,0.000113524,0.092227319,0.000556136,1026,1000,0.025341131,3.046091093,4.35,0.002036631,0.920849444,44.44164606,-0.002036631
3660,PP,film,poly(propylene),film,SUB-3-9-500um_S1_B_45,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,45,translucent,,Non-Fiber,2.029,0.825,0,2.029,1927.55,2029,2130.45,783.75,825,866.25,2.029,102.4645,202.9,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,3065245.43,171517888,374452419,0.00306,0.172,0.374,,0.002029,0.000825,0.000102465,0.079196398,0.00055561,1026,1000,0.025341131,3.043206322,4.35,0.002026217,0.91527308,44.85713691,-0.002026217
3661,PP,film,poly(propylene),film,SUB-3-7-250um_S1_A_15,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,15,translucent,,Non-Fiber,0.576,0.389,0,0.576,547.2,576,604.8,369.55,389,408.45,0.576,29.088,57.6,Unknown,poly(propylene),9.98E-10,1.00E-09,1.00E-09,116477.43,6517573.63,14228960.3,0.000116,0.00652,0.0142,,0.000576,0.000389,2.91E-05,0.061450839,0.000186794,1026,1000,0.025341131,1.023112929,4.35,0.000312776,0.047499616,632.891495,-0.000312776
3662,PP,film,poly(propylene),film,SUB-4-10-250um_S2_A_6,Lower Harbor,SUB-4-10,SUB-4-10-S2,6,translucent,,Non-Fiber,1.097,0.391,0,1.097,1042.15,1097,1151.85,371.45,391,410.55,1.097,55.3985,109.7,Unknown,poly(propylene),9.98E-10,1.00E-09,1.00E-09,424655.959,23761912.4,51876254.3,0.000424,0.0238,0.0519,,0.001097,0.000391,5.54E-05,0.084587524,0.000287493,1026,1000,0.025341131,1.574666981,4.35,0.0006864,0.160435019,202.2583952,-0.0006864
3663,PP,film,poly(propylene),film,SUB-4-10-250um_S2_A_73,Lower Harbor,SUB-4-10,SUB-4-10-S2,73,translucent,,Non-Fiber,0.286,0.228,0,0.286,271.7,286,300.3,216.6,228,239.4,0.286,14.443,28.6,Unknown,poly(propylene),9.98E-10,1.00E-09,1.00E-09,16831.1629,941799.144,2056106.05,1.68E-05,0.000942,0.00206,,0.000286,0.000228,1.44E-05,0.056559684,9.80E-05,1026,1000,0.025341131,0.536884692,4.35,9.16E-05,0.007302245,3869.626451,-9.16E-05
3664,Poly(vinyl acetate),film,poly(vinyl acetate),film,SUB-3-3-500um_S1_B_5,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,5,white,,Non-Fiber,1.996,1.32,0,1.996,1896.2,1996,2095.8,1254,1320,1386,1.996,100.798,199.6,polyvinylesters,poly(vinyl acetate),1.16E-09,1.19E-09,1.22E-09,4746158.26,265574507,579793848,0.00551,0.316,0.707,,0.001996,0.00132,0.000100798,0.062099011,0.00064278,1026,1190,0.159844055,6.504998763,4.35,0.006459952,3.375874481,32.20385112,0.006459952
3665,Poly(vinyl acetate),film,poly(vinyl acetate),film,SUB-4-4-250um_S1_A_36,Lower Harbor,SUB-4-4,SUB-4-4-S1,36,blue,,Non-Fiber,0.493,0.396,0,0.493,468.35,493,517.65,376.2,396,415.8,0.493,24.8965,49.3,polyvinylesters,poly(vinyl acetate),1.16E-09,1.19E-09,1.22E-09,86863.2821,4860493.9,10611276.3,0.000101,0.00578,0.0129,,0.000493,0.000396,2.49E-05,0.056346539,0.000169392,1026,1190,0.159844055,1.714267368,4.35,0.002096833,0.288770112,80.5508133,0.002096833
3666,PVC,film,poly(vinyl chloride),film,SUB-4-11-500um_S1_A_32,Lower Harbor,SUB-4-11,SUB-4-11-S1,32,translucent,,Non-Fiber,1.637,0.534,0,1.637,1555.15,1637,1718.85,507.3,534,560.7,1.637,82.6685,163.7,polyhaloolefins (vinylhalides),poly(vinyl chloride),1.33E-09,1.33E-09,1.33E-09,1291474.47,72265330.6,157767380,0.00172,0.0961,0.21,,0.001637,0.000534,8.27E-05,0.088418896,0.000416527,1026,1330,0.296296296,5.17811471,4.35,0.008173128,2.767747987,24.16577073,0.008173128
3667,polystyrene,film,polystyrene,film,SUB-3-7-250um_S1_A_83,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,83,translucent,,Non-Fiber,0.994,0.297,0,0.994,944.3,994,1043.7,282.15,297,311.85,0.994,50.197,99.4,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.05E-09,1.05E-09,1.05E-09,264835.64,14819057.9,32352497.8,0.000278,0.0156,0.034,,0.000994,0.000297,5.02E-05,0.092386039,0.000245626,1026,1050,0.023391813,1.309928991,4.35,0.001198759,0.23938683,52.29756775,0.001198759
3668,polystyrene,film,polystyrene,film,SUB-4-5-250um_S1_A_34,Lower Harbor,SUB-4-5,SUB-4-5-S1,34,translucent,,Non-Fiber,0.946,0.775,0,0.946,898.7,946,993.3,736.25,775,813.75,0.946,47.773,94.6,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.05E-09,1.05E-09,1.05E-09,625937.81,35024775,76464979,0.000657,0.0368,0.0803,,0.000946,0.000775,4.78E-05,0.05579382,0.000327184,1026,1050,0.023391813,1.744881774,4.35,0.001114126,0.296360936,80.64823004,0.001114126
3669,polystyrene,film,polystyrene,film,SUB-4-7-250um_S2_A_88,Lower Harbor,SUB-4-7,SUB-4-7-S2,88,translucent,,Non-Fiber,0.545,0.219,0,0.545,517.75,545,572.25,208.05,219,229.95,0.545,27.5225,54.5,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.05E-09,1.05E-09,1.05E-09,58706.2487,3284947.99,7171594.37,6.16E-05,0.00345,0.00753,,0.000545,0.000219,2.75E-05,0.079665002,0.000148654,1026,1050,0.023391813,0.792775806,4.35,0.000733923,0.088699614,84.43965293,0.000733923
3670,NA,film,,film,SUB-3-3-250um_S1_A_22,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,22,white,,Non-Fiber,0.972,0.647,0,0.972,923.4,972,1020.6,614.65,647,679.35,0.972,49.086,97.2,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,551675.911,30869400,67393096.1,0.000563,0.033,0.0964,,0.000972,0.000647,4.91E-05,0.061897395,0.000313696,1026,1070,0.04288499,2.047532307,4.35,0.00164932,0.420638756,64.6863217,0.00164932
3671,NA,film,,film,SUB-3-6-250um_S1_B_5,Middle Newport Bay,SUB-3-6,SUB-3-6-S1,5,translucent,,Non-Fiber,0.711,0.547,0,0.711,675.45,711,746.55,519.65,547,574.35,0.711,35.9055,71.1,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,249559.288,13964259.3,30486328.6,0.000255,0.0149,0.0436,,0.000711,0.000547,3.59E-05,0.05757481,0.000240809,1026,1070,0.04288499,1.57178812,4.35,0.00127812,0.2502299,82.68797165,0.00127812
3672,NA,film,,film,SUB-3-7-250um_S1_A_16,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,16,translucent,,Non-Fiber,0.343,0.166,0,0.343,325.85,343,360.15,157.7,166,174.3,0.343,17.3215,34.3,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,17625.5849,986251.567,2153153.17,1.80E-05,0.00106,0.00308,,0.000343,0.000166,1.73E-05,0.07259127,9.95E-05,1026,1070,0.04288499,0.649706585,4.35,0.000724472,0.058628963,106.3815035,0.000724472
3673,NA,film,,film,SUB-3-7-250um_S1_A_44,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,44,red,,Non-Fiber,1.023,0.637,0,1.023,971.85,1023,1074.15,605.15,637,668.85,1.023,51.6615,102.3,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,601641.673,33665268.1,73496946.8,0.000614,0.036,0.105,,0.001023,0.000637,5.17E-05,0.06399698,0.000322895,1026,1070,0.04288499,2.107570249,4.35,0.00172202,0.452057713,61.07973556,0.00172202
3674,NA,film,,film,SUB-4-10-250um_S2_A_56,Lower Harbor,SUB-4-10,SUB-4-10-S2,56,white,,Non-Fiber,1.712,0.769,0,1.712,1626.4,1712,1797.6,730.55,769,807.45,1.712,86.456,171.2,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,2034141.08,113821745,248492027,0.00207,0.122,0.355,,0.001712,0.000769,8.65E-05,0.07534945,0.000484628,1026,1070,0.04288499,3.16322278,4.35,0.002628263,1.035552557,39.35353815,0.002628263
3675,NA,film,,film,SUB-4-4-250um_S1_A_30,Lower Harbor,SUB-4-4,SUB-4-4-S1,30,white,,Non-Fiber,1.467,0.554,0,1.467,1393.65,1467,1540.35,526.3,554,581.7,1.467,74.0835,146.7,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,1076012.22,60208994,131446368,0.0011,0.0644,0.188,,0.001467,0.000554,7.41E-05,0.08217724,0.000391941,1026,1070,0.04288499,2.558243172,4.35,0.002336261,0.744452004,40.2801242,0.002336261
3676,NA,film,,film,SUB-4-9-250um_S2_A_13,Lower Harbor,SUB-4-9,SUB-4-9-S2,13,white,,Non-Fiber,0.977,0.77,0,0.977,928.15,977,1025.85,731.5,770,808.5,0.977,49.3385,97.7,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,663326.065,37116860.2,81032353.1,0.000677,0.0397,0.116,,0.000977,0.00077,4.93E-05,0.056884415,0.000333573,1026,1070,0.04288499,2.177267435,4.35,0.001646806,0.446609201,68.99517734,0.001646806
3677,NA,film,,film,SUB-1-5-01-250-500um_S1_A_12,Basin I/III,SUB-1-5,SUB-1-5-S1,12,blue,,Non-Fiber,0.766,0.48,0,0.766,727.7,766,804.3,456,480,504,0.766,38.683,76.6,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,254182.699,14222965.4,31051127.5,0.000259,0.0152,0.0444,,0.000766,0.00048,3.87E-05,0.06379478,0.000242287,1026,1070,0.04288499,1.581435262,4.35,0.001365932,0.269063092,72.84248182,0.001365932
3678,NA,film,,film,SUB-2-1-01-250-500um_S1_A_17,Basin II,SUB-2-1,SUB-2-1-S1,17,black,,Non-Fiber,0.615,0.398,0,0.615,584.25,615,645.75,378.1,398,417.9,0.615,31.0575,61.5,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,135856.529,7601944.28,16596323.9,0.000139,0.00813,0.0237,,0.000615,0.000398,3.11E-05,0.062775098,0.000196626,1026,1070,0.04288499,1.283402637,4.35,0.001144669,0.182985298,84.17732528,0.001144669
3679,NA,film,,film,SUB-2-3_G-01-250-500um_S1_E_17,Basin II,SUB-2-3,SUB-2-3-S1,17,blue,,Non-Fiber,0.572,0.408,0,0.572,543.4,572,600.6,387.6,408,428.4,0.572,28.886,57.2,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,120475.692,6741299.14,14717390.7,0.000123,0.00721,0.021,,0.000572,0.000408,2.89E-05,0.059794235,0.000188907,1026,1070,0.04288499,1.233017479,4.35,0.001076683,0.165360088,91.40817652,0.001076683
3680,NA,film,,film,SUB-2-4_G-01-250-500um_S1_B_5,Basin II,SUB-2-4,SUB-2-4-S1,5,gray,,Non-Fiber,0.668,0.402,0,0.668,634.6,668,701.4,381.9,402,422.1,0.668,33.734,66.8,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,161892.298,9058793.42,19776870.8,0.000165,0.00969,0.0283,,0.000668,0.000402,3.37E-05,0.065097841,0.00020846,1026,1070,0.04288499,1.360644965,4.35,0.001225894,0.20776439,77.80920315,0.001225894
3681,NA,film,,film,SUB-2-4_G-01-250-500um_S1_C_21,Basin II,SUB-2-4,SUB-2-4-S1,21,green,,Non-Fiber,0.53,0.365,0,0.53,503.5,530,556.5,346.75,365,383.25,0.53,26.765,53,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,92531.9713,5177689.25,11303767.1,9.44E-05,0.00554,0.0162,,0.00053,0.000365,2.68E-05,0.060853124,0.000173,1026,1070,0.04288499,1.129189143,4.35,0.001014145,0.142639651,94.35355874,0.001014145
3682,NA,film,,film,SUB-3-3-500um_S1_A_18,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,18,translucent,,Non-Fiber,3.165,1.055,0,3.165,3006.75,3165,3323.25,1002.25,1055,1107.75,3.165,159.8325,316.5,organic matter,organic matter,1.02E-09,1.07E-09,1.43E-09,9537775.57,533692705,1165141004,0.00973,0.571,1.67,,0.003165,0.001055,0.000159833,0.087468566,0.000811142,1026,1070,0.04288499,5.294420794,4.35,0.004339932,2.862034815,24.15707115,0.004339932
3683,NA,film,,film,SUB-3-9-250um_S1_A_12,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,12,translucent,,Non-Fiber,0.908,0.407,0,0.908,862.6,908,953.4,386.65,407,427.35,0.908,45.854,90.8,organic matter,organic matter,1.02E-09,1.07E-09,1.43E-09,302840.055,16945620.8,36995142.5,0.000309,0.0181,0.0529,,0.000908,0.000407,4.59E-05,0.075428782,0.000256854,1026,1070,0.04288499,1.67651404,4.35,0.001582577,0.330480393,57.52662881,0.001582577
3684,NA,film,,film,SUB-3-9-500um_S1_A_73,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,73,translucent,,Non-Fiber,1.348,0.997,0,1.348,1280.6,1348,1415.4,947.15,997,1046.85,1.348,68.074,134.8,organic matter,organic matter,1.02E-09,1.07E-09,1.43E-09,1635016.55,91488460.7,199734709,0.00167,0.0979,0.286,,0.001348,0.000997,6.81E-05,0.058720365,0.000450597,1026,1070,0.04288499,2.941102365,4.35,0.002135002,0.782135483,55.45046342,0.002135002
